	PD_whole_tree	chao1	observed_otus
100197.518442	12.43702	403.315789474	148.0
100198.518598	12.42743	282.533333333	152.0
100200.518491	13.86827	621.157894737	173.0
100202.518422	10.2721	323.896551724	160.0
100203.518476	13.85842	513.5	186.0
100204.518576	12.67651	398.714285714	163.0
100205.518470	12.23268	470.444444444	188.0
100206.518507	10.97729	454.0	132.0
100207.518411	16.14717	477.333333333	217.0
100209.518521	8.47954	256.24	133.0
100210.518471	10.02833	364.416666667	154.0
100211.518437	7.93734	206.055555556	101.0
100212.518635	12.93392	639.142857143	189.0
100214.518546	12.60009	472.176470588	151.0
100216.518525	11.15997	417.217391304	166.0
100217.518532	12.21327	394.545454545	165.0
100219.518561	11.17186	457.916666667	180.0
100220.518611	15.50371	394.0625	182.0
100221.518509	9.07047	233.043478261	125.0
100222.518527	14.89456	663.416666667	204.0
100224.518460	16.9294	732.28125	240.0
100225.518544	14.89105	541.884615385	194.0
100226.518568	18.26791	605.6	218.0
100227.518592	12.21224	326.444444444	154.0
100228.518607	15.60444	712.0	201.0
100229.518461	18.00004	679.636363636	234.0
100233.518613	16.62731	365.37037037	167.0
100234.518587	9.59256	451.0	147.0
7003A.518421	9.30679	296.047619048	134.0
7003B.518502	9.1267	228.476190476	120.0
7007.518570	6.78999	180.545454545	78.0
7010.518553	7.99343	241.4	107.0
7018.518543	6.52802	183.1	75.0
7021.518414	12.92871	445.833333333	154.0
7022.518408	9.1252	278.3	132.0
7035.518441	9.21425	202.75	103.0
7037.518494	15.06476	449.037037037	189.0
7039.518631	14.38132	336.96875	176.0
7043.518584	13.26648	314.115384615	146.0
7049.518541	13.33763	349.0	155.0
7052.518627	9.10105	318.153846154	116.0
7059.518423	7.63054	256.363636364	90.0
7061.518629	6.27087	263.0	75.0
7064.518605	5.90837	216.0	81.0
7072.518488	7.56725	176.176470588	92.0
7077B.518429	13.50502	431.2	146.0
7079.518420	13.34104	325.7	164.0
7085.518538	9.96019	400.153846154	132.0
7094B.518430	8.0455	294.0	99.0
7094C.518506	6.79276	204.647058824	97.0
7097.518454	10.9685	253.04	136.0
7102.518624	11.41112	389.0	149.0
7111.518557	12.1998	333.272727273	143.0
7116.518582	11.54306	333.368421053	141.0
7117.518601	12.31925	337.076923077	158.0
7123.518425	12.85394	386.8	154.0
7124.518456	9.99835	307.434782609	141.0
7125.518489	12.41716	343.130434783	149.0
7126.518593	9.73503	285.0	131.0
7129.518517	16.40872	511.37037037	196.0
7130.518412	8.39866	279.545454545	102.0
7134.518478	7.90421	257.0	97.0
7135.518591	6.51633	184.285714286	100.0
7141.518426	11.25603	410.0	137.0
7145.518545	12.65127	404.5	157.0
7153.518481	12.42774	354.558823529	175.0
7154.518540	11.87175	348.260869565	150.0
7156.518603	15.89897	326.7	165.0
7160.518450	7.38634	268.909090909	97.0
7164.518567	6.19439	170.083333333	80.0
7168.518409	12.55561	313.53125	165.0
7174.518530	12.52164	487.25	146.0
7175A.518465	11.43151	527.0	156.0
7175B.518531	10.5773	325.84	151.0
7178A.518497	10.58442	377.0	149.0
7178B.518427	14.15162	430.2	168.0
7181.518444	7.79616	203.9375	97.0
7185.518510	9.79666	286.555555556	124.0
7200.518492	7.18298	220.375	106.0
7221.518407	13.92103	494.545454545	170.0
7225.518586	7.06355	122.076923077	68.0
7228.518575	9.63706	267.0	124.0
7242B.518626	9.28847	242.0	108.0
7250.518632	10.14885	320.043478261	142.0
7251.518620	10.63815	414.1875	141.0
7265.518485	16.23822	637.25	185.0
7267.518468	7.57007	310.090909091	103.0
7284.518415	7.42258	139.041666667	94.0
7287.518604	11.67155	409.647058824	147.0
7295.518416	7.52176	185.555555556	100.0
7298.518487	11.86231	430.142857143	155.0
7313.518451	15.18092	372.028571429	188.0
7325.518490	10.07116	341.0	125.0
7347.518482	9.52153	222.576923077	127.0
7355.518516	14.70751	454.444444444	190.0
7356.518615	14.1823	441.047619048	171.0
7360.518446	12.90238	389.84	163.0
7361.518432	9.86723	455.928571429	137.0
7365.518636	18.6059	404.2	201.0
7385.518529	14.18255	291.384615385	167.0
7429.518443	9.90587	401.428571429	128.0
7584.518542	13.85451	442.375	174.0
7594.518572	7.24263	201.789473684	99.0
7610.518590	10.33065	538.5	129.0
7614.518614	7.5301	201.055555556	96.0
7615.518480	9.73798	295.157894737	133.0
7621.518630	13.79574	405.333333333	183.0
7624.518453	9.37453	248.333333333	118.0
7632.518526	9.93949	280.0	126.0
7662.518467	11.03037	311.2	111.0
7664.518599	14.50151	470.888888889	193.0
7749.518424	8.54818	313.5625	121.0
7775.518537	11.76055	487.6	139.0
7844.518483	17.10316	697.535714286	226.0
7847.518410	16.34845	560.142857143	238.0
7848.518594	16.98199	587.090909091	216.0
7855.518447	17.69816	828.933333333	243.0
7858.518581	15.12707	381.869565217	149.0
7859.518618	14.48537	534.516129032	207.0
7860.518628	14.29669	474.903225806	196.0
