	PD_whole_tree	chao1	observed_otus
100175.518515	15.20546	668.071428571	322.0
100176.518428	21.47425	838.538461538	491.0
100177.518639	23.57641	810.655737705	430.0
100178.518498	39.90195	1771.77692308	816.0
100180.518633	27.31241	1042.42105263	625.0
100181.518440	42.63973	1752.45205479	898.0
100182.518578	34.4622	1980.73873874	816.0
100183.518534	37.9082	1793.48888889	862.0
100184.518455	25.95378	1095.90526316	595.0
100187.518520	14.38955	606.418181818	320.0
100188.518595	27.13199	1188.65168539	575.0
100190.518464	30.14481	1302.41322314	701.0
100191.518602	33.90769	1406.50925926	675.0
100192.518621	18.54342	707.929577465	422.0
100195.518533	41.65116	1880.61538462	904.0
100196.518609	27.53491	1336.42857143	630.0
100197.518442	28.31203	1056.0990099	588.0
100198.518598	26.39365	1009.5	579.0
100200.518491	32.24924	1303.75862069	696.0
100202.518422	26.70265	1011.42307692	631.0
100203.518476	30.02305	1348.55882353	650.0
100204.518576	30.0342	1264.89320388	641.0
100205.518470	25.93488	1052.24137931	634.0
100206.518507	20.6374	821.0	458.0
100207.518411	40.69492	1726.00689655	893.0
100209.518521	19.48011	793.0	454.0
100210.518471	21.22309	793.407407407	496.0
100211.518437	17.57906	715.716666667	374.0
100212.518635	33.34147	1517.3125	790.0
100214.518546	28.73237	1157.88679245	611.0
100216.518525	27.64205	961.081632653	585.0
100217.518532	32.87999	1318.22123894	691.0
100219.518561	25.25954	1170.59813084	632.0
100220.518611	34.72763	1385.76470588	748.0
100221.518509	18.90978	728.666666667	450.0
100222.518527	34.27586	1553.93939394	792.0
100224.518460	42.98163	1932.7218543	951.0
100225.518544	31.35154	1375.94594595	710.0
100226.518568	38.39078	1480.52941176	796.0
100227.518592	27.34426	1027.84955752	604.0
100228.518607	37.30512	1424.45038168	775.0
100229.518461	45.12079	2115.45930233	1032.0
100233.518613	36.64377	1312.11494253	634.0
100234.518587	24.73315	986.80952381	571.0
7003A.518421	15.83867	656.20754717	342.0
7003B.518502	13.01026	406.027777778	211.0
7007.518570	10.98516	319.0	205.0
7010.518553	10.94635	365.260869565	167.0
7016.518555	8.92377	234.555555556	108.0
7018.518543	16.86649	566.019607843	341.0
7021.518414	36.32057	1550.8880597	807.0
7022.518408	15.34602	558.857142857	282.0
7035.518441	18.77871	690.220338983	363.0
7037.518494	44.49519	1690.80571429	1009.0
7039.518631	21.25261	810.294117647	355.0
7043.518584	35.56851	1303.35087719	711.0
7049.518541	17.5344	415.738095238	240.0
7052.518627	22.11227	906.168539326	522.0
7059.518423	10.58423	260.037037037	143.0
7061.518629	12.07283	384.396226415	265.0
7064.518605	12.03143	442.216216216	246.0
7072.518488	18.42404	552.080645161	379.0
7077A.518619	9.29785	211.769230769	89.0
7077B.518429	15.28309	454.8	188.0
7079.518420	21.8639	704.701754386	345.0
7085.518538	27.91435	1263.94174757	711.0
7094A.518503	5.06011	111.1	55.0
7094B.518430	11.47988	424.035714286	194.0
7094C.518506	8.7847	303.75	155.0
7095.518539	3.15854	16.5	9.0
7097.518454	24.18386	921.202531646	495.0
7102.518624	29.45438	1142.52307692	730.0
7111.518557	19.7917	799.818181818	343.0
7116.518582	17.58451	573.468085106	296.0
7117.518601	43.43482	2081.63934426	1145.0
7123.518425	50.29106	2103.52970297	1205.0
7124.518456	24.81298	967.413793103	512.0
7125.518489	14.68887	417.333333333	195.0
7126.518593	27.81309	1146.18320611	759.0
7129.518517	39.23494	1455.15555556	828.0
7130.518412	25.12516	968.259259259	584.0
7134.518478	14.69577	435.243902439	237.0
7135.518591	15.84105	574.753623188	395.0
7141.518426	23.28151	776.93258427	468.0
7145.518545	19.36265	924.527777778	355.0
7153.518481	30.06498	1128.02238806	703.0
7154.518540	37.41368	1722.57823129	934.0
7156.518603	37.43812	1370.32432432	725.0
7160.518450	15.98476	616.875	345.0
7164.518567	18.65584	724.210526316	491.0
7168.518409	28.13842	1174.01176471	566.0
7174.518530	33.21913	1189.224	747.0
7175A.518465	21.49296	773.388888889	398.0
7175B.518531	20.7145	708.368421053	400.0
7178A.518497	15.20684	476.837209302	257.0
7178B.518427	20.88651	697.981132075	330.0
7181.518444	18.6152	754.551724138	408.0
7185.518510	30.09644	1232.16393443	757.0
7200.518492	22.38064	796.109756098	505.0
7221.518407	49.06621	1861.00487805	1172.0
7225.518586	13.98213	460.0	259.0
7228.518575	23.48328	902.682692308	601.0
7233.518551	12.73606	298.315789474	132.0
