#SampleID	elderly	young
EM031.441732	0.947643979057592	0.0523560209424084
EM032.441683	0.89	0.11
EM033.441685	0.933333333333333	0.0666666666666667
EM034.441676	0.929824561403509	0.0701754385964912
EM035.441593	0.958115183246073	0.0418848167539267
EM036.441587	0.965116279069767	0.0348837209302326
EM037.441737	1	0
EM038.441649	0.956043956043956	0.043956043956044
EM039.441743	0.968354430379747	0.0316455696202532
EM040.441709	0.989130434782609	0.0108695652173913
EM042.441674	0.948453608247423	0.0515463917525773
EM043.441739	0.968586387434555	0.031413612565445
EM044.441601	0.858757062146893	0.141242937853107
EM046.441741	0.947976878612717	0.0520231213872832
EM047.441722	1	0
EM047.T3.441645	0.918032786885246	0.0819672131147541
EM049.441600	0.969325153374233	0.0306748466257669
EM049.T3.441671	0.976878612716763	0.023121387283237
EM050.441672	0.982035928143713	0.0179640718562874
EM052.441625	0.983425414364641	0.0165745856353591
EM053.441738	0.847715736040609	0.152284263959391
EM053.T3.441688	0.994444444444444	0.00555555555555556
EM054.441707	0.989071038251366	0.0109289617486339
EM054.T3.441749	0.994011976047904	0.00598802395209581
EM055.441603	0.976331360946746	0.0236686390532544
EM055.T3.441626	0.915254237288136	0.0847457627118644
EM056.441606	0.994219653179191	0.00578034682080925
EM056.T3.441716	0.978494623655914	0.021505376344086
EM057.441605	0.98159509202454	0.0184049079754601
EM057.T3.441589	0.97752808988764	0.0224719101123595
EM058.441637	0.940828402366864	0.0591715976331361
EM059.441715	0.966292134831461	0.0337078651685393
EM059.T3.441604	0.995098039215686	0.00490196078431373
EM060.441677	1	0
EM060.T3.441729	0.983425414364641	0.0165745856353591
EM061.441673	0.861702127659574	0.138297872340426
EM062.441720	0.958549222797927	0.0414507772020725
EM063.441621	0.935828877005348	0.0641711229946524
EM063.T3.441695	0.934426229508197	0.0655737704918033
EM064.441592	0.917582417582418	0.0824175824175824
EM065.441667	0.983050847457627	0.0169491525423729
EM065.T3.441614	0.97752808988764	0.0224719101123595
EM066.441656	0.983516483516483	0.0164835164835165
EM066.T3.441647	0.967032967032967	0.032967032967033
EM067.441615	0.994974874371859	0.0050251256281407
EM068.441712	1	0
EM069.441700	0.988888888888889	0.0111111111111111
EM070.441682	0.917582417582418	0.0824175824175824
EM071.441747	0.935483870967742	0.0645161290322581
EM071.T3.441734	0.988439306358382	0.0115606936416185
EM072.441643	0.941489361702128	0.0585106382978723
EM072.T3.441632	0.956284153005464	0.0437158469945355
EM073.441594	0.983957219251337	0.0160427807486631
EM073.T3.441721	0.97029702970297	0.0297029702970297
EM074.441596	0.957894736842105	0.0421052631578947
EM075.441644	0.964705882352941	0.0352941176470588
EM076.441622	0.994818652849741	0.00518134715025907
EM077.441646	0.994285714285714	0.00571428571428571
EM077.T3.441639	0.941489361702128	0.0585106382978723
EM078.441658	0.926108374384236	0.0738916256157636
EM079.441724	0.965909090909091	0.0340909090909091
EM080.441727	0.981818181818182	0.0181818181818182
EM081.441618	0.846534653465347	0.153465346534653
EM082.441607	1	0
EM082.T3.441751	0.98469387755102	0.0153061224489796
EM083.441666	0.943396226415094	0.0566037735849057
EM083.T3.441744	0.916666666666667	0.0833333333333333
EM084.441599	0.930851063829787	0.0691489361702128
EM085.441675	0.926966292134832	0.0730337078651685
EM086.441698	0.989795918367347	0.0102040816326531
EM086.T3.441746	0.983957219251337	0.0160427807486631
EM087.441726	0.994318181818182	0.00568181818181818
EM088.441638	0.971098265895954	0.0289017341040462
EM089.441742	0.978723404255319	0.0212765957446809
EM089.T3.441624	0.91304347826087	0.0869565217391304
EM090.441664	0.929347826086957	0.0706521739130435
EM090.T3.441662	0.95959595959596	0.0404040404040404
