	PD_whole_tree	chao1	observed_otus
100188.1247093	52.72288	2149.525	1428.0
100190.1246494	30.44336	1445.03030303	663.0
100191.1246961	35.5512	1153.4488189	705.0
100192.1247106	22.35079	823.409090909	630.0
100195.1247038	37.30379	1534.66153846	761.0
100196.1246487	42.75023	1923.57714286	1064.0
100197.1246801	38.33644	1490.28169014	917.0
100198.1246877	21.76426	708.53164557	474.0
100200.1246541	41.53684	1744.8	1077.0
100203.1246754	36.22375	1641.0	859.0
100204.1247092	17.52127	799.146341463	304.0
100205.1246838	36.54919	1557.12716763	1014.0
100206.1246938	25.63158	1120.37894737	667.0
100207.1247256	60.46043	2571.348659	1607.0
100209.1247393	20.01514	772.029411765	491.0
100210.1247298	13.72334	460.568181818	301.0
100211.1246832	28.56692	1102.688	722.0
100212.1247085	46.91351	1963.57142857	1321.0
100214.1246953	42.59015	1664.42723005	1211.0
100216.1246217	33.66039	1435.875	885.0
100217.1246514	36.10129	1444.23931624	819.0
100219.1247117	34.10409	1718.74534161	1040.0
100220.1247083	46.65096	1876.48430493	1162.0
100222.1247291	27.87734	1186.76136364	614.0
100225.1246548	21.42378	977.127659574	407.0
100226.1246263	42.78014	1874.56962025	1004.0
100227.1246626	31.0675	1288.81294964	803.0
100228.1246589	34.91632	1540.05769231	722.0
100233.1246246	23.23608	571.018181818	319.0
100234.1246324	15.23877	685.5	289.0
120153.1246821	49.15996	2108.38022814	1343.0
120155.1246996	34.6157	1585.72222222	840.0
120156.1246895	34.84408	1350.44954128	741.0
120157.1246601	38.13823	1901.05405405	1055.0
121154.1246277	47.75611	1911.60930233	1160.0
121180.1246978	0.6941	1.0	1.0
121181.1246741	36.38661	1773.17283951	937.0
121182.1246215	35.2021	1488.87162162	854.0
121183.1246254	30.3272	1255.91089109	702.0
121185.1247360	15.9827	553.216216216	357.0
121186.1246365	45.52133	1832.37903226	913.0
121187.1246148	29.87071	1107.97058824	517.0
121188.1247234	33.85381	1409.78571429	817.0
121189.1247011	35.42966	1550.55491329	935.0
121190.1246356	33.11182	1610.50632911	895.0
121191.1246140	11.33285	295.166666667	132.0
121192.1247127	17.03041	372.022727273	264.0
121193.1247063	28.25605	1284.41	631.0
121194.1246890	38.21645	1516.67073171	917.0
121195.1246166	22.3504	676.382978723	505.0
121196.1247031	29.72822	1265.31034483	680.0
121197.1247171	31.16132	1439.71428571	848.0
121198.1246569	20.69758	645.985915493	414.0
