	TS1.2.299121	TS1.299139	TS10.299123	TS100.2.298944	TS100.298999	TS101.2.299207	TS103.2.299213	TS103.299049	TS104.299154	TS105.2.299038	TS105.299210	TS106.2.299179	TS106.299035	TS107.2.298960	TS107.299042	TS109.2.299100	TS109.299099	TS11.2.299208	TS11.298996	TS110.2.299101	TS110.299019	TS111.2.298964	TS111.299174	TS115.2.299043	TS115.298998	TS116.2.299078	TS116.299165	TS117.2.299030	TS117.298949	TS118.2.298966	TS118.299163	TS119.2.299032	TS119.299110	TS12.2.299176	TS12.299104	TS120.2.299136	TS124.2.299092	TS124.298945	TS125.2.299067	TS125.298984	TS126.2.298986	TS126.299046	TS127.2.299143	TS127.299133	TS128.2.299216	TS128.299117	TS129.2.299037	TS129.299204	TS13.2.298954	TS13.299018	TS130.2.298955	TS130.299178	TS131.2.298993	TS131.299040	TS132.2.299033	TS132.299044	TS133.2.299076	TS133.299149	TS134.2.298989	TS134.299196	TS135.2.299222	TS135.299142	TS136.2.298983	TS136.299091	TS137.2.299107	TS137.298959	TS138.2.299162	TS138.299141	TS139.2.299031	TS139.299195	TS14.299212	TS140.2.299087	TS140.298995	TS141.2.299017	TS141.299084	TS142.2.298963	TS142.299170	TS143.2.299034	TS143.299098	TS144.2.299166	TS144.298946	TS145.2.299151	TS145.298950	TS146.2.299211	TS146.299014	TS147.2.299003	TS147.299111	TS148.299000	TS149.298994	TS15.2.299128	TS15.299020	TS150.299173	TS151.2.298991	TS151.299215	TS152.2.299097	TS152.299135	TS153.299184	TS154.2.299022	TS155.2.298990	TS155.299082	TS156.2.299036	TS156.299155	TS16.299068	TS160.2.299131	TS160.298976	TS161.299188	TS162.2.299140	TS162.299124	TS163.2.299114	TS163.299072	TS164.2.299007	TS164.299125	TS165.2.299138	TS165.298951	TS166.2.298980	TS166.299085	TS167.2.299004	TS167.299073	TS168.2.298985	TS168.299115	TS169.2.298975	TS169.298977	TS170.2.299205	TS178.2.299168	TS178.299126	TS179.2.299016	TS179.298987	TS180.299063	TS181.2.299083	TS181.299047	TS182.2.299113	TS182.299201	TS183.2.299060	TS183.298979	TS184.299203	TS185.2.298957	TS185.299148	TS186.299199	TS19.2.298956	TS19.298958	TS190.299218	TS191.299146	TS192.299012	TS193.2.299051	TS193.299075	TS194.2.299056	TS194.299181	TS195.2.298978	TS195.299150	TS2.2.299116	TS2.299130	TS20.2.299090	TS20.299059	TS21.2.299079	TS21.299189	TS22.299221	TS23.299159	TS25.2.299001	TS25.299024	TS26.2.299028	TS26.299185	TS27.2.299025	TS27.299223	TS28.299120	TS29.298974	TS3.2.299103	TS3.298967	TS30.2.299050	TS30.298973	TS31.2.299187	TS31.299055	TS32.2.298970	TS32.299074	TS33.2.299054	TS33.299224	TS34.299217	TS35.298981	TS37.2.299096	TS37.299147	TS38.2.299081	TS38.298997	TS39.2.299009	TS39.299167	TS4.2.298988	TS4.299175	TS43.299095	TS49.2.299169	TS49.298982	TS5.2.298961	TS5.299045	TS50.2.299158	TS50.299027	TS51.2.299062	TS51.299145	TS55.2.298952	TS55.298947	TS56.2.299192	TS56.299021	TS57.2.299112	TS57.299197	TS6.2.299094	TS6.299086	TS61.2.299186	TS62.2.299088	TS62.299066	TS63.2.299109	TS63.299005	TS64.2.299164	TS64.299137	TS65.2.299065	TS65.299182	TS66.2.299157	TS66.299194	TS67.2.299127	TS68.2.298971	TS68.299202	TS69.2.298972	TS69.299058	TS7.2.299010	TS7.299061	TS70.2.299052	TS70.299093	TS71.2.299080	TS71.298968	TS72.299209	TS73.299077	TS74.2.299132	TS74.299177	TS75.2.298948	TS75.299153	TS76.2.299161	TS76.299071	TS77.299105	TS78.2.299070	TS78.299102	TS8.299198	TS82.2.299057	TS82.299048	TS83.2.299171	TS83.299134	TS84.2.298962	TS84.299191	TS85.2.299119	TS85.299053	TS86.2.299219	TS86.299064	TS87.2.298965	TS87.299172	TS88.2.299002	TS88.299013	TS89.2.299023	TS89.299011	TS9.2.298969	TS9.299144	TS90.2.299200	TS90.298953	TS91.2.299008	TS92.2.299118	TS92.299206	TS94.2.299160	TS94.299193	TS95.2.299006	TS95.299180	TS96.2.299214	TS96.299089	TS97.2.299190	TS97.299015	TS98.2.299041	TS98.299220	TS99.2.299069
TS1.2.299121	0.0	0.13504099	0.25502586	0.45312025	0.3098058	0.47768999	0.30566622	0.33106295	0.33122862	0.56807838	0.42907865	0.34015317	0.25506664	0.46226169	0.3293447	0.33228309	0.38029842	0.32643458	0.35580813	0.32270582	0.34562577	0.27778651	0.28397088	0.340798	0.33826626	0.32534696	0.32108467	0.28055517	0.25359637	0.32031672	0.44046117	0.22805065	0.31018159	0.22824278	0.34282548	0.30632537	0.47800247	0.30867016	0.49954005	0.41021861	0.46285549	0.51802436	0.24536377	0.22119299	0.27441431	0.35811382	0.42710464	0.27756201	0.32834512	0.17062923	0.57721463	0.54242452	0.32226599	0.31486592	0.35233333	0.36367424	0.33770484	0.24160149	0.2387957	0.28276865	0.42759016	0.28920014	0.24631549	0.3465891	0.35146645	0.33785354	0.32916082	0.39036965	0.26504776	0.45537879	0.43440647	0.54270578	0.30122394	0.26072252	0.29332634	0.47986517	0.36662501	0.29418096	0.2511632	0.38976562	0.45590537	0.3347645	0.29832063	0.28871253	0.26629857	0.2290426	0.2837281	0.48467989	0.33697137	0.37337692	0.30044083	0.51479769	0.19952629	0.24393165	0.19016473	0.2124959	0.21748426	0.30973057	0.30268989	0.40404369	0.2604826	0.26704192	0.25699089	0.53397287	0.46930115	0.29618979	0.43379367	0.63687131	0.27483988	0.26239574	0.29788289	0.36111649	0.3359299	0.29342401	0.50571511	0.41968838	0.45319956	0.37528763	0.20876006	0.28292113	0.30503733	0.27017259	0.43390681	0.36794084	0.58087877	0.40406716	0.51394812	0.48856603	0.41682319	0.34968103	0.28847421	0.36676598	0.54001643	0.57155058	0.3997204	0.25259027	0.24948539	0.3025693	0.55699842	0.29959938	0.19958235	0.45440891	0.373894	0.30581241	0.26526877	0.25645682	0.2856121	0.27339369	0.28748238	0.21657439	0.23122012	0.38329274	0.27109458	0.48253862	0.28342315	0.48851135	0.47323353	0.27445832	0.31811273	0.25176488	0.40819249	0.4209786	0.26842322	0.32198357	0.42931642	0.35915633	0.20262746	0.26707926	0.29500051	0.34206905	0.21811115	0.36022904	0.39952494	0.55488391	0.40394344	0.45799988	0.31044315	0.2395819	0.39997994	0.46557939	0.44338387	0.2454189	0.36854837	0.41792554	0.42795689	0.27299723	0.38868393	0.4835749	0.53790561	0.46962957	0.39606737	0.52424586	0.45585303	0.43480957	0.33052936	0.28867411	0.55433544	0.31515845	0.51357169	0.34755967	0.39779083	0.33335939	0.28918802	0.43057502	0.50580294	0.42025066	0.38030101	0.24889372	0.25194251	0.25236636	0.27095774	0.35422984	0.33999881	0.22997314	0.23824478	0.29251288	0.23718387	0.36419254	0.49543618	0.29554764	0.27168459	0.20422012	0.24792825	0.24691351	0.2404688	0.43626235	0.34898363	0.28529422	0.35265482	0.29618317	0.34342246	0.37963001	0.5123593	0.33852884	0.45946735	0.20696495	0.29145768	0.42436855	0.28598107	0.23983304	0.39089673	0.53332823	0.36131124	0.28956152	0.27557841	0.24092392	0.38237296	0.37122257	0.38581486	0.49159857	0.23890236	0.22714085	0.23023904	0.30963969	0.28331774	0.36343309	0.32534399	0.42974633	0.36457297	0.31151214	0.31642907	0.33243848	0.36054701	0.26112219	0.28792048	0.2875467	0.24887921	0.46024294	0.3569106	0.65080804
TS1.299139	0.13504099	0.0	0.24813845	0.4627171	0.28117949	0.48882954	0.26753721	0.33038112	0.30990935	0.55468481	0.4375182	0.33349624	0.25936843	0.45768882	0.32606635	0.30922104	0.35696811	0.31891189	0.35359816	0.28687127	0.35400506	0.25365728	0.26186869	0.31065613	0.30948225	0.34159423	0.3488731	0.24733062	0.25027964	0.33275065	0.43286222	0.22944432	0.2867096	0.21314599	0.33976939	0.30015336	0.47380308	0.29675145	0.5126001	0.41866332	0.46993314	0.52364243	0.24572612	0.23201932	0.27762408	0.35195621	0.41705471	0.27502402	0.33668083	0.17290876	0.56171074	0.52651817	0.31565014	0.30973323	0.34735462	0.34978531	0.30822203	0.21618184	0.23388911	0.28183896	0.41660215	0.26541307	0.23716166	0.34728211	0.38062956	0.31002645	0.31573925	0.3968847	0.25697993	0.45304714	0.44521224	0.51268479	0.26166007	0.24473153	0.25286411	0.47560036	0.36497848	0.26913567	0.25482341	0.37094667	0.44075466	0.32204091	0.2961497	0.2753733	0.25602244	0.20664617	0.25026615	0.4684431	0.30089978	0.33473641	0.2694607	0.53000174	0.17346444	0.23379436	0.20923666	0.20000623	0.20622395	0.2968383	0.2975845	0.40631064	0.24835925	0.24483483	0.26542032	0.5107477	0.44291494	0.28001858	0.41972222	0.63799452	0.24761289	0.24687305	0.28046294	0.35149554	0.32717555	0.29749842	0.50619168	0.42521007	0.46447339	0.38420978	0.21909353	0.29432068	0.3222414	0.27288402	0.43797212	0.37738493	0.58504696	0.38316291	0.52096939	0.49351924	0.38135524	0.33143658	0.27629318	0.34423421	0.5153628	0.54725377	0.39954071	0.22608526	0.24133844	0.27695425	0.56471003	0.30051611	0.191495	0.44570778	0.36702653	0.30195576	0.2478166	0.24028821	0.25822103	0.2462078	0.26103445	0.20541848	0.25102147	0.34718753	0.23197841	0.48897171	0.28439714	0.49298846	0.4776521	0.28149435	0.29738144	0.25147439	0.4024262	0.42851211	0.28182277	0.31802302	0.44455181	0.3469249	0.22264473	0.24737927	0.31030142	0.33071728	0.1887254	0.35430143	0.36455909	0.56086154	0.41977667	0.44919481	0.28958454	0.23831829	0.39263687	0.45176916	0.45322486	0.23490361	0.35361382	0.40929207	0.4377177	0.2560761	0.39132868	0.49440433	0.544141	0.47734962	0.39400524	0.52962785	0.44377562	0.4473554	0.31387979	0.302957	0.56385217	0.28006626	0.5229302	0.35178964	0.35443432	0.2918808	0.28302879	0.43809111	0.49720297	0.43062571	0.3661341	0.21346993	0.23808636	0.26205767	0.27625703	0.33860035	0.34131674	0.22039577	0.22361679	0.28198385	0.19502432	0.35769649	0.48807829	0.26273029	0.26818394	0.18560439	0.22192644	0.23226532	0.22320213	0.41402848	0.3557215	0.27423863	0.36213167	0.30920988	0.34319963	0.36043078	0.49732777	0.31096029	0.42428386	0.20055892	0.28688715	0.39186228	0.26734698	0.24178999	0.37345684	0.50237142	0.34752829	0.29057191	0.23480842	0.23751897	0.38774135	0.38293586	0.39001557	0.48137502	0.20287345	0.1991426	0.19883979	0.30013572	0.27214755	0.35736972	0.33066112	0.41829904	0.35771252	0.30756069	0.3160335	0.31581693	0.35795462	0.25382462	0.27177825	0.29041417	0.2547775	0.43765575	0.31988521	0.63523943
TS10.299123	0.25502586	0.24813845	0.0	0.38147555	0.27254296	0.41539497	0.26993074	0.25580467	0.290019	0.52663576	0.35897419	0.27046929	0.1606064	0.37943729	0.28554166	0.32331571	0.36897176	0.26808632	0.30719683	0.34209416	0.35116065	0.30264439	0.29598066	0.33278952	0.3156649	0.28701768	0.34437175	0.19035373	0.17973413	0.25705524	0.40299799	0.20196271	0.29903837	0.1773517	0.2804989	0.26669565	0.45982637	0.24352536	0.43502319	0.37963529	0.47510949	0.51623284	0.23493831	0.26234141	0.23423259	0.33646942	0.40663358	0.24856259	0.28363542	0.17018719	0.56041275	0.52424704	0.25549363	0.24975084	0.32372941	0.30166944	0.29891412	0.20726077	0.22980992	0.23288963	0.40788924	0.26257656	0.27990317	0.32932122	0.36336327	0.32602622	0.26453912	0.33937709	0.17785928	0.39698651	0.39542787	0.52283004	0.27910358	0.21240118	0.24804418	0.45261595	0.29866883	0.26882522	0.20451166	0.38353648	0.46288419	0.35830878	0.29399243	0.30919431	0.32747705	0.25094596	0.25352736	0.49716243	0.30422755	0.31521854	0.29554687	0.44428303	0.23594377	0.19419153	0.22146127	0.21564778	0.19358216	0.32389191	0.36355749	0.41423493	0.21980932	0.24925852	0.29239571	0.50852953	0.45374881	0.22557063	0.36913031	0.60559945	0.21748914	0.23678588	0.23654417	0.31407741	0.38380016	0.35039573	0.42998855	0.39625862	0.43992868	0.40101661	0.24795746	0.27596241	0.26017229	0.24144085	0.39960829	0.29666164	0.48954255	0.37639522	0.43826698	0.47649273	0.38132815	0.33903979	0.22802239	0.31320902	0.47871531	0.561525	0.33595288	0.21024519	0.18268469	0.25300948	0.45255382	0.20467198	0.17570501	0.40630957	0.3531975	0.27745417	0.21766227	0.18728348	0.2654201	0.27879879	0.26727604	0.27706467	0.28091152	0.34605606	0.24354894	0.39347596	0.20276007	0.39414417	0.37289635	0.23936058	0.32319887	0.20835	0.41307397	0.39016384	0.27800246	0.30176321	0.43579292	0.27795629	0.17600284	0.20757286	0.25100987	0.33835379	0.18285097	0.28651418	0.36074988	0.48463783	0.36056316	0.36490012	0.27455613	0.18114626	0.37294244	0.35583767	0.37285681	0.19271068	0.34064297	0.39082946	0.41540745	0.21135033	0.28934287	0.42647148	0.44871653	0.37966935	0.28108383	0.42152768	0.45870937	0.41426641	0.2532136	0.20364251	0.48519758	0.22569445	0.44826369	0.29253597	0.31842829	0.28132869	0.24071444	0.35602794	0.4703732	0.38436962	0.37500633	0.29905038	0.28281121	0.26559326	0.28077534	0.39157602	0.41346167	0.16819182	0.1708696	0.24085994	0.17862049	0.2981617	0.39014904	0.26363188	0.26161375	0.21235358	0.22093869	0.19447193	0.23196716	0.41487995	0.31694051	0.21364552	0.29427046	0.20851589	0.27639618	0.32424719	0.40426014	0.23502594	0.39933153	0.22480867	0.27320078	0.38707029	0.20622197	0.16077224	0.34584325	0.50305139	0.35031074	0.2212705	0.25682215	0.23108722	0.3275226	0.33991463	0.37680024	0.44422507	0.2264539	0.22975227	0.17642796	0.27968505	0.29736408	0.39312155	0.24691107	0.32110095	0.28616939	0.32044974	0.32381775	0.33205832	0.36977877	0.30185825	0.3101152	0.19789206	0.17248459	0.38991556	0.30783544	0.63824194
TS100.2.298944	0.45312025	0.4627171	0.38147555	0.0	0.40047079	0.16445406	0.49963593	0.31559618	0.56009415	0.79030743	0.1981175	0.5306918	0.32692671	0.17465756	0.41999943	0.49508388	0.55535185	0.52857395	0.55932276	0.50716633	0.25082808	0.45031652	0.42648261	0.44938203	0.43924133	0.31939687	0.3589192	0.46616374	0.37025958	0.25703431	0.65499546	0.3759412	0.44525892	0.42247829	0.51988729	0.36726246	0.69030498	0.47045401	0.22065816	0.60537186	0.49708764	0.36297729	0.33052264	0.3831477	0.30831912	0.59687347	0.66437483	0.48075846	0.25149445	0.41939348	0.72116232	0.70401005	0.44987266	0.44619461	0.53557682	0.54125599	0.50595045	0.3952672	0.35944801	0.29874992	0.64178753	0.51304747	0.403678	0.22836103	0.24106878	0.52782325	0.50872839	0.19177556	0.31635157	0.17881194	0.20131672	0.68286889	0.43133999	0.38203959	0.44999687	0.68583948	0.24125198	0.51923559	0.34978487	0.60097565	0.64668932	0.58616167	0.54093412	0.5447822	0.52356098	0.41792335	0.43293327	0.6399872	0.4665952	0.46349171	0.4480686	0.2104979	0.40137418	0.33476234	0.38465508	0.45157709	0.43507737	0.52586222	0.52728618	0.62069556	0.33352163	0.48675351	0.53724954	0.6744348	0.61045428	0.37510804	0.64464268	0.84295858	0.49169023	0.46922449	0.48278016	0.54063196	0.56514795	0.4366795	0.1788618	0.62390901	0.23336151	0.2397381	0.38294049	0.2995174	0.26962288	0.30969314	0.57993224	0.34003447	0.29347418	0.49183073	0.18890843	0.71980494	0.57910944	0.4992192	0.37124132	0.58685879	0.58229908	0.73268915	0.55837901	0.45124126	0.32260744	0.51290675	0.21703605	0.33061367	0.3840946	0.64893826	0.57523341	0.28049584	0.38371562	0.34460563	0.45511697	0.40935114	0.47242623	0.42214154	0.37694023	0.52444903	0.42862225	0.26064443	0.30336496	0.17233872	0.20837104	0.36054321	0.49093472	0.32058305	0.65020314	0.23102015	0.39434891	0.32109588	0.25154437	0.29479916	0.35527891	0.36210155	0.30222642	0.5763572	0.40795772	0.29153613	0.54074549	0.25290262	0.17194283	0.17035959	0.37794138	0.34541279	0.58140951	0.2060058	0.17780206	0.38990187	0.58918682	0.62461031	0.64179462	0.40404026	0.33090444	0.17807205	0.22222362	0.17353196	0.29823802	0.21476897	0.63443104	0.32873052	0.48339405	0.32863288	0.28935579	0.49242736	0.22812768	0.36616182	0.486691	0.50638622	0.46133799	0.18745491	0.71342935	0.22652803	0.41810714	0.49858951	0.49400016	0.35218891	0.29075243	0.53225061	0.51805162	0.35392797	0.37016153	0.50519831	0.39651286	0.52676395	0.19273999	0.42490143	0.34380124	0.41136681	0.4268673	0.36495	0.44937337	0.6093369	0.24645328	0.31266481	0.34693861	0.40628348	0.26359729	0.59958084	0.25626103	0.49176827	0.60272856	0.400412	0.41048451	0.5403844	0.46120628	0.40134403	0.42073832	0.65657312	0.59071255	0.31287251	0.48449854	0.38887557	0.22144589	0.26901794	0.61503119	0.67579716	0.44082845	0.42707214	0.41393249	0.52794018	0.44580801	0.58652392	0.33565538	0.17298708	0.24545848	0.53337621	0.5467135	0.57239631	0.574235	0.4467179	0.50281303	0.30553001	0.38040862	0.67335019	0.52261217	0.81496335
TS100.298999	0.3098058	0.28117949	0.27254296	0.40047079	0.0	0.44925895	0.18444188	0.31728251	0.245217	0.46827616	0.41542983	0.23485971	0.2653074	0.44023583	0.29825276	0.20273787	0.24350328	0.22818312	0.25335763	0.29252668	0.42408043	0.23995713	0.2426201	0.29336806	0.28046918	0.34043568	0.37681611	0.20207879	0.28547577	0.3263323	0.33613873	0.23647203	0.25410601	0.25060896	0.24049526	0.29441797	0.37935437	0.20082986	0.50995929	0.30808717	0.48663979	0.52382386	0.29687911	0.28732735	0.35422735	0.30026106	0.34566414	0.18877095	0.36080556	0.26737157	0.43301185	0.41352062	0.20504033	0.2040169	0.24762047	0.23036884	0.191173	0.21136801	0.31796856	0.32622889	0.32103826	0.19942448	0.28278991	0.39754176	0.40382303	0.22669678	0.2000591	0.39872957	0.23321024	0.47283877	0.48785283	0.43985104	0.2796531	0.25854662	0.21837664	0.37066179	0.37315445	0.21707694	0.29092704	0.31000694	0.36623831	0.29367856	0.23443387	0.27907927	0.26981061	0.2199899	0.18031496	0.36699733	0.19629095	0.28978584	0.30789253	0.50915733	0.25575149	0.27507393	0.29383117	0.2334721	0.24463062	0.26206733	0.28114767	0.35360009	0.31934834	0.19157162	0.22866429	0.43183049	0.36981543	0.33025541	0.34161381	0.53478183	0.19741542	0.17819058	0.17575839	0.23219277	0.306532	0.33905365	0.47922179	0.30542612	0.52134564	0.47764417	0.27978846	0.33835935	0.32485933	0.28631405	0.28323981	0.32309998	0.52962375	0.27130258	0.48386746	0.40180175	0.27733539	0.19777171	0.29657867	0.27138956	0.33565269	0.41914812	0.27319802	0.17706433	0.29797911	0.23043372	0.5271259	0.28348284	0.29127947	0.32642741	0.29010798	0.35378015	0.23627445	0.27511918	0.15545208	0.21780895	0.17806128	0.29203507	0.32554428	0.26804946	0.26099136	0.46665084	0.26665415	0.46856205	0.44100711	0.30257988	0.21762701	0.30779162	0.33741769	0.45593054	0.33949866	0.40210917	0.51386594	0.37877221	0.27810246	0.3036109	0.31943665	0.26278361	0.21964227	0.34877468	0.25372128	0.53485715	0.39510566	0.46418304	0.29343019	0.27284322	0.28108632	0.46304753	0.43862029	0.26433236	0.27040107	0.3096387	0.32275599	0.22228757	0.34127473	0.46957402	0.51697493	0.44259663	0.36184011	0.5084253	0.35685537	0.47248317	0.18973648	0.29647485	0.53458832	0.18630021	0.51223871	0.33862867	0.27218527	0.21219213	0.19734424	0.42888882	0.39537162	0.44804688	0.33809607	0.23640156	0.21919323	0.32295158	0.34376142	0.26464704	0.33403301	0.24351164	0.27993884	0.20504356	0.20917497	0.29491204	0.48008894	0.20316864	0.35629489	0.24570718	0.19329733	0.20764463	0.20640676	0.28926137	0.37587409	0.2960938	0.34633084	0.29756987	0.34970616	0.29336643	0.53193182	0.19554098	0.31999197	0.28804855	0.37377082	0.30869707	0.21932061	0.29149406	0.25072091	0.41078803	0.27805904	0.27716796	0.21066147	0.30863156	0.37509058	0.38347953	0.30469624	0.35968353	0.21546414	0.19183671	0.20182836	0.21354205	0.22214334	0.28459719	0.27548717	0.43385597	0.38722511	0.24181306	0.25073015	0.2649179	0.27094429	0.25072881	0.22184716	0.28675714	0.27042757	0.35921086	0.23985578	0.51171628
TS101.2.299207	0.47768999	0.48882954	0.41539497	0.16445406	0.44925895	0.0	0.52732449	0.3302517	0.58410713	0.80911641	0.1822831	0.55619064	0.36608883	0.24809614	0.45991289	0.5137946	0.58341679	0.53276355	0.57207154	0.53646675	0.27568262	0.47635454	0.44431663	0.51310727	0.50482981	0.38613217	0.41455574	0.49257892	0.4023752	0.27038359	0.67747616	0.41770644	0.46137028	0.44346595	0.53535835	0.4069588	0.71908358	0.46953359	0.18000106	0.61203282	0.53142014	0.39760595	0.35717126	0.41273598	0.34675642	0.63129253	0.68823411	0.50652836	0.29151019	0.44876848	0.73933996	0.71766571	0.45722782	0.45816327	0.57506692	0.56144659	0.53872791	0.44181614	0.38855955	0.31286198	0.65917659	0.52759385	0.43758078	0.24950499	0.26030104	0.55869009	0.53632655	0.19880912	0.35194735	0.19067934	0.21439782	0.71584627	0.46406409	0.42082741	0.49135545	0.7071241	0.27299084	0.55084803	0.38780495	0.64092589	0.6778474	0.61547479	0.57069996	0.57633218	0.56120052	0.44380479	0.45109955	0.66580748	0.48714106	0.50312795	0.47624008	0.18515844	0.4329295	0.39184806	0.41121816	0.48007499	0.47014793	0.55774634	0.55303312	0.65549134	0.37328199	0.51917399	0.56110326	0.7013793	0.64031112	0.40142966	0.65112948	0.85045324	0.51770623	0.48387353	0.50568728	0.56300552	0.59412167	0.4765338	0.14581286	0.63571737	0.25521495	0.27883812	0.39989685	0.33123826	0.3188061	0.3689526	0.58580992	0.40748561	0.31348254	0.53732377	0.19224345	0.73962332	0.62356448	0.53456154	0.42673924	0.61425827	0.62228838	0.75499083	0.57446995	0.47788008	0.3501887	0.54848847	0.19919381	0.33673045	0.4152264	0.66649976	0.57394015	0.30311034	0.4005739	0.37003105	0.47431973	0.43254444	0.50101879	0.46002912	0.41203063	0.55175577	0.45088251	0.28436409	0.32670268	0.17336616	0.22079498	0.39294639	0.5045593	0.35334967	0.66520562	0.25935663	0.43641667	0.36345662	0.22479211	0.33800722	0.38495615	0.39798129	0.29382084	0.59669664	0.43828368	0.34263577	0.58982753	0.2265012	0.21488699	0.21718633	0.43196604	0.39515263	0.59564399	0.2501373	0.18911146	0.44145639	0.61227278	0.63284807	0.649302	0.43016164	0.34860758	0.15481743	0.19460556	0.1870906	0.31056364	0.18350353	0.65923742	0.33520864	0.48873839	0.32843366	0.26491271	0.51379018	0.18720428	0.35166978	0.52326646	0.53427686	0.49216475	0.19307509	0.72232255	0.22806611	0.4413388	0.52593369	0.52199968	0.37945927	0.31989813	0.56151907	0.5421378	0.38242639	0.40891335	0.53259495	0.42629476	0.55942511	0.18546581	0.45716361	0.37871422	0.44441297	0.44396584	0.3923184	0.47155325	0.61996424	0.26856952	0.34753049	0.34710423	0.39442554	0.26292475	0.63024776	0.26122303	0.52186453	0.63940432	0.4421451	0.43552595	0.56202174	0.4872311	0.43056505	0.46193886	0.69528076	0.60336487	0.32754207	0.52131116	0.43607509	0.28603761	0.3258832	0.64301873	0.6891644	0.47749039	0.45195806	0.44877617	0.55348358	0.45690595	0.6095587	0.36467376	0.21938864	0.28946552	0.56047071	0.58530502	0.60391133	0.6072934	0.49072296	0.54921629	0.33130747	0.40097078	0.69159905	0.55032261	0.83024751
TS103.2.299213	0.30566622	0.26753721	0.26993074	0.49963593	0.18444188	0.52732449	0.0	0.29314325	0.19532266	0.4432458	0.46362769	0.22507577	0.28526562	0.49670329	0.3469421	0.19116083	0.2260298	0.2226058	0.23866573	0.28211916	0.46172909	0.24613667	0.26003616	0.31647742	0.29801692	0.3869158	0.43298539	0.16515375	0.26032135	0.37391742	0.32239967	0.25966903	0.29697125	0.24797644	0.24533228	0.32636843	0.36783645	0.22754064	0.55178183	0.31569753	0.52909613	0.56519348	0.32070885	0.32254117	0.35407621	0.26364552	0.33303386	0.21072435	0.3949013	0.25504867	0.45337253	0.41732098	0.23701181	0.23684006	0.25678161	0.24123196	0.20292532	0.24624269	0.32256568	0.34213837	0.31582294	0.17221442	0.30106877	0.41212818	0.47439565	0.18236248	0.19011826	0.43979687	0.27308026	0.52188923	0.53703657	0.41343134	0.29303252	0.2392423	0.198082	0.36424769	0.41546473	0.17849306	0.29304276	0.28639396	0.34900935	0.28271212	0.20931875	0.28595593	0.26193493	0.24497888	0.18768216	0.35920845	0.18770451	0.28913448	0.30142285	0.55157233	0.26846855	0.27976249	0.30067525	0.23744062	0.23532608	0.27805457	0.29174357	0.34904859	0.3273959	0.19686856	0.21868777	0.40434339	0.34213471	0.31783051	0.30807417	0.53298733	0.17441996	0.1755427	0.19066371	0.25995047	0.31916976	0.37971955	0.55179261	0.31402456	0.56039492	0.49802551	0.31063816	0.36578763	0.37771323	0.33354013	0.33338045	0.4003873	0.61970989	0.29113224	0.57030032	0.38614835	0.27338639	0.22441947	0.30798923	0.23752188	0.37923743	0.43812488	0.28313202	0.16526463	0.28534287	0.20816624	0.59017656	0.32824582	0.26568501	0.33581873	0.28810626	0.36698079	0.25677245	0.2705187	0.16868434	0.25751597	0.16993308	0.29962831	0.3596157	0.24707484	0.25757582	0.53089898	0.31783397	0.51530275	0.49680275	0.32792772	0.23560199	0.33193742	0.34143209	0.51025656	0.37255526	0.40052713	0.5300485	0.38994923	0.29534302	0.31827944	0.34624821	0.26167641	0.21306551	0.3767119	0.22909658	0.61370409	0.47247292	0.49895562	0.32108187	0.27283502	0.29630226	0.48913319	0.49303465	0.23978186	0.24703385	0.29598836	0.32459505	0.26729471	0.41165271	0.5543285	0.58160153	0.50761699	0.42389899	0.5592156	0.34131433	0.50526357	0.21265392	0.32925149	0.56624858	0.16695825	0.55347887	0.38156491	0.26087423	0.19322473	0.21150116	0.47082506	0.39604034	0.4764054	0.37852951	0.22498478	0.20799477	0.32361124	0.35660578	0.2566264	0.33854639	0.25472534	0.26675382	0.18269098	0.20622543	0.30291912	0.52117802	0.24201222	0.34861317	0.22441076	0.20129847	0.23968067	0.21236028	0.27189349	0.41730943	0.29484314	0.36365702	0.31132605	0.38893498	0.25832717	0.52249858	0.2080765	0.30322429	0.28759891	0.36032804	0.28331439	0.20457073	0.274177	0.32702587	0.39568415	0.26954206	0.33083588	0.20197517	0.30834084	0.43888324	0.44936849	0.30158366	0.37192337	0.21674338	0.22338585	0.19883026	0.20427929	0.2494334	0.27887823	0.34096771	0.45191055	0.39071309	0.26132588	0.25930707	0.24780724	0.30039065	0.26900447	0.21947304	0.30414756	0.26398749	0.32571098	0.21275108	0.50984236
