	SRR515153	SRR518987	SRR521172	SRR521173	SRR521174	SRR521175	SRR521176	SRR521177	SRR521178	SRR521179	SRR521180	SRR521181	SRR521182	SRR521183	SRR521184	SRR521185	SRR521186	SRR521187	SRR521188	SRR521189	SRR521190	SRR521191	SRR521192	SRR521193	SRR521194	SRR521195	SRR521196	SRR521197	SRR521198	SRR521199	SRR521200	SRR521201	SRR521202	SRR521203	SRR521204	SRR521205	SRR521206	SRR521207	SRR521208	SRR521209	SRR521211	SRR521212	SRR521213	SRR521214	SRR521215	SRR521216	SRR521217	SRR521219	SRR521220	SRR521221	SRR521222	SRR521223	SRR521224	SRR521225	SRR521226	SRR521227	SRR521229	SRR521230	SRR521231	SRR521232	SRR521233	SRR521234	SRR521235	SRR521236	SRR521237	SRR521238	SRR521239	SRR521240	SRR521241	SRR521242	SRR521243	SRR521244	SRR521245	SRR521246	SRR521247	SRR521248	SRR521249	SRR521250	SRR521252	SRR521253	SRR521254	SRR521255	SRR521256	SRR521257	SRR521258	SRR521259	SRR521260	SRR521261	SRR521262	SRR521263	SRR521264	SRR521265
SRR521190	0.16000927	0.1713536	0.11904316	0.12371674	0.19305988	0.07408362	0.12520899	0.14498052	0.11095335	0.17438002	0.12976557	0.33118672	0.07636292	0.13785817	0.21179025	0.10384342	0.15428148	0.21637705	0.09620023	0.20110015	0.0	0.15888614	0.24226069	0.14410908	0.20295591	0.07963477	0.05351012	0.08750333	0.06224917	0.07510162	0.12911282	0.38317846	0.38849189	0.11325163	0.40237915	0.21662572	0.41327217	0.22049873	0.39797683	0.38925613	0.11187528	0.09041957	0.26956421	0.15029217	0.20628428	0.36915927	0.38350915	0.10626385	0.19264269	0.16123191	0.1242293	0.39569281	0.41323908	0.20852559	0.17940735	0.22206112	0.37707505	0.24654727	0.4094091	0.38081848	0.3275446	0.43800189	0.22818008	0.34805612	0.39888413	0.4007816	0.37247283	0.38812355	0.35562585	0.33199482	0.33528186	0.38579438	0.31748625	0.35935783	0.35817934	0.38646987	0.29756866	0.18585602	0.21899819	0.35992465	0.27617661	0.34211226	0.35660051	0.35311652	0.38803402	0.38214434	0.38673435	0.40329147	0.38628982	0.27385636	0.30313064	0.37528615
SRR521191	0.23878469	0.2428526	0.1899154	0.09031596	0.28083946	0.14707538	0.11330393	0.25928884	0.22590971	0.2519504	0.12876997	0.2512312	0.17308978	0.23254385	0.31148111	0.18217512	0.2231111	0.30195403	0.16294661	0.15181365	0.15888614	0.0	0.34055273	0.19837176	0.25798925	0.18297305	0.14987532	0.14673313	0.16950391	0.16637248	0.20762574	0.46802178	0.45563369	0.20547841	0.47178441	0.14720324	0.47848441	0.13955389	0.46645437	0.45737505	0.17733226	0.16624281	0.20511295	0.22774831	0.13241616	0.43347355	0.47988811	0.16312007	0.15491295	0.10965205	0.20236	0.46375745	0.4819109	0.13404317	0.10504113	0.1485384	0.46583405	0.20931523	0.48310096	0.45118632	0.32006956	0.50732023	0.2921666	0.41454098	0.46172799	0.48295632	0.44270395	0.49440995	0.42406167	0.40156864	0.40742158	0.47916778	0.39268145	0.43034437	0.42307582	0.46686707	0.34611966	0.26343664	0.23785105	0.42595011	0.34242597	0.4100468	0.42967415	0.4191629	0.4570523	0.46152954	0.47219767	0.47415665	0.46113396	0.34121804	0.36979504	0.45785787
SRR521192	0.15638056	0.16403575	0.22109445	0.30608359	0.11417493	0.25870303	0.30624978	0.12705771	0.17368028	0.13316125	0.27635162	0.49536213	0.24328385	0.17615852	0.0958747	0.20632829	0.15886805	0.15205906	0.24603188	0.37970996	0.24226069	0.34055273	0.0	0.20712159	0.15293814	0.2321278	0.25509033	0.24969352	0.25630964	0.25084607	0.19804019	0.23302839	0.24033918	0.20933124	0.257273	0.40968901	0.26217468	0.40883802	0.24806304	0.24188446	0.26331797	0.26210898	0.45439596	0.24805896	0.37631909	0.2224768	0.2156899	0.27905	0.37835556	0.32531128	0.28382137	0.25000788	0.26856969	0.3820094	0.3628674	0.40808203	0.23596398	0.40449678	0.26552029	0.23023535	0.39630823	0.28965072	0.30352917	0.20308641	0.25105746	0.25112859	0.22880712	0.23321816	0.21099146	0.26373389	0.19040627	0.23672941	0.17011236	0.21794022	0.21422827	0.22972842	0.35712123	0.12318417	0.36023894	0.21317418	0.20925148	0.23410521	0.21170452	0.20932645	0.23780537	0.23441119	0.24124264	0.25442368	0.24866943	0.18701477	0.20686537	0.21083994
SRR521193	0.10974215	0.10646226	0.09826398	0.17807992	0.15862952	0.16370092	0.20953831	0.13988266	0.10544339	0.13125082	0.20897907	0.38056256	0.14003504	0.10597549	0.17896597	0.11502494	0.12026078	0.17680863	0.13400833	0.27389909	0.14410908	0.19837176	0.20712159	0.0	0.12099821	0.15451989	0.14120654	0.14540067	0.15279179	0.1557629	0.10714174	0.33336596	0.33373817	0.11328767	0.34431071	0.27435274	0.35677691	0.27379879	0.33770929	0.32998207	0.14135314	0.15203141	0.32005747	0.12901271	0.25557694	0.30943415	0.34265799	0.17181129	0.24671509	0.20866111	0.16205516	0.33584461	0.36428012	0.25475227	0.24375445	0.2830529	0.34570709	0.28315059	0.3595588	0.32004456	0.34099946	0.38451311	0.22083436	0.2941549	0.34122671	0.3582985	0.31347837	0.36287357	0.29683735	0.28236774	0.2720233	0.3405188	0.26356083	0.30878747	0.30328138	0.33089253	0.30155252	0.1393098	0.25450329	0.29595901	0.22158569	0.29513524	0.30570309	0.30036074	0.3376158	0.33062726	0.34300573	0.34967163	0.3403922	0.2333067	0.25433606	0.32051531
SRR521194	0.08914304	0.08193389	0.13602881	0.23789831	0.08939275	0.21524905	0.26135954	0.10500301	0.15020836	0.08185149	0.26281516	0.45280009	0.19379591	0.12459382	0.12216704	0.16785149	0.12376429	0.10126318	0.17841512	0.32644164	0.20295591	0.25798925	0.15293814	0.12099821	0.0	0.20219068	0.20011987	0.19646298	0.20933178	0.20542235	0.14422117	0.26035131	0.2646999	0.16344972	0.26231386	0.33417889	0.28497828	0.33144714	0.26215852	0.25218206	0.19698083	0.20615262	0.37396512	0.1654793	0.31413511	0.23256408	0.27219968	0.22724338	0.30226552	0.27344192	0.20211277	0.25759074	0.28662033	0.31457624	0.30474632	0.34268175	0.26266278	0.33227588	0.28375737	0.24704017	0.34881741	0.30688172	0.23014407	0.21582389	0.26489018	0.28352015	0.23877396	0.28852792	0.22396248	0.21645253	0.19826557	0.26100717	0.19342784	0.23261834	0.22920697	0.25829296	0.30775107	0.07728939	0.29715754	0.22282568	0.17832478	0.21843665	0.23476374	0.22605255	0.26694061	0.26176249	0.26908356	0.27107412	0.26006849	0.16183395	0.17769017	0.25025044
SRR521195	0.15282248	0.16887425	0.11931417	0.14056517	0.19145535	0.08974113	0.12208152	0.15222563	0.13460158	0.17913691	0.13669182	0.35213295	0.07158883	0.13622862	0.20409408	0.10651661	0.15178355	0.21809698	0.10224992	0.21328776	0.07963477	0.18297305	0.2321278	0.15451989	0.20219068	0.0	0.08503915	0.09971518	0.08969666	0.06534459	0.13087317	0.38011475	0.39152524	0.12899128	0.39292486	0.23177727	0.4102565	0.23671722	0.39131452	0.3834453	0.12001817	0.10712982	0.28624532	0.16122138	0.21795365	0.35789522	0.37745548	0.12797004	0.21396802	0.17420262	0.13400707	0.38415416	0.40867317	0.21976368	0.19725428	0.23290971	0.3704808	0.237998	0.40096699	0.36759983	0.31880623	0.42679572	0.21683435	0.33613473	0.38038722	0.39483287	0.35937146	0.3785841	0.34380652	0.31670431	0.32293269	0.37463255	0.31342478	0.35053848	0.34506057	0.3782692	0.28262549	0.17364563	0.21208586	0.34839592	0.27174888	0.33102573	0.35090912	0.34499643	0.39158533	0.38373411	0.38475994	0.3910032	0.37561781	0.27034995	0.28509865	0.36794016
SRR521196	0.16353667	0.1763954	0.11672386	0.11323284	0.19985924	0.0781222	0.11641801	0.15654972	0.12598525	0.18082804	0.12844177	0.31959484	0.07579838	0.14224369	0.22398491	0.10699394	0.15978418	0.21638367	0.08972775	0.19685961	0.05351012	0.14987532	0.25509033	0.14120654	0.20011987	0.08503915	0.0	0.08795779	0.06825403	0.0821652	0.12809304	0.38051754	0.38879067	0.12078457	0.39733343	0.20661102	0.40942677	0.20976865	0.39438587	0.38411283	0.1081889	0.08856311	0.25704555	0.14554141	0.19395496	0.36554413	0.39383835	0.10549677	0.18130523	0.14901849	0.1180392	0.39020453	0.41218714	0.19229211	0.16865831	0.2107297	0.37763861	0.23387805	0.4071197	0.37433438	0.3194372	0.43167471	0.22266958	0.34412404	0.39432883	0.40228498	0.36728419	0.39822011	0.35359273	0.33184818	0.3278951	0.3815183	0.31485333	0.35444761	0.35462538	0.38512583	0.29220106	0.18913654	0.20496013	0.35497565	0.27313733	0.3376429	0.35344993	0.34892002	0.39328392	0.37991868	0.39099017	0.40071625	0.38813518	0.27138102	0.30007682	0.37388657
SRR521197	0.1541911	0.16964849	0.11863101	0.11395487	0.18796807	0.09937841	0.12601778	0.18081199	0.15371636	0.17565437	0.12840652	0.32644861	0.10054239	0.1366615	0.2275115	0.10684579	0.15034353	0.22985326	0.0786097	0.21004928	0.08750333	0.14673313	0.24969352	0.14540067	0.19646298	0.09971518	0.08795779	0.0	0.1090541	0.09284287	0.12296367	0.38405933	0.38824624	0.13646578	0.40052102	0.21921819	0.41077702	0.2198232	0.39204824	0.38581944	0.11033731	0.10899032	0.27341068	0.17213096	0.18918445	0.3628662	0.39227166	0.12216018	0.20687866	0.1430775	0.13912619	0.39627	0.41436763	0.19573742	0.17589896	0.21544047	0.38645848	0.2355026	0.40978255	0.37585071	0.32074875	0.43395812	0.23116695	0.34099831	0.39104568	0.40057367	0.37381252	0.40688312	0.35018894	0.33351587	0.33369241	0.38822159	0.31826352	0.35991126	0.34928029	0.38277196	0.29332135	0.18324875	0.21566062	0.35604534	0.27447172	0.34052321	0.35832712	0.35367943	0.38690229	0.38701403	0.38864804	0.39775548	0.39062659	0.28418039	0.29637269	0.36532878
SRR521198	0.17877216	0.18850333	0.12144447	0.13403369	0.21026015	0.09312487	0.13805618	0.15971909	0.12511712	0.19760843	0.14642016	0.33084269	0.08458595	0.15099952	0.22499118	0.11966269	0.17355153	0.22005628	0.1025376	0.21234968	0.06224917	0.16950391	0.25630964	0.15279179	0.20933178	0.08969666	0.06825403	0.1090541	0.0	0.09193997	0.13930669	0.39527115	0.40067864	0.12877346	0.40834996	0.21498977	0.41909754	0.215014	0.40333206	0.39781442	0.11903225	0.088522	0.25890048	0.13977648	0.21552341	0.3739089	0.40382882	0.1057573	0.17827544	0.1734766	0.10799779	0.40364044	0.42295179	0.20715602	0.18976892	0.22354267	0.39076822	0.25601706	0.41908073	0.39259753	0.33486605	0.44358942	0.23240695	0.35450921	0.40823898	0.40954257	0.3813819	0.39751922	0.36570346	0.33989603	0.34451791	0.39989537	0.3261016	0.36364648	0.36564341	0.39732246	0.30391477	0.20200297	0.2223491	0.36857202	0.28985032	0.34646057	0.36637674	0.36096671	0.39684537	0.39881899	0.39822856	0.41446292	0.39722099	0.28034391	0.31254135	0.38732578
SRR521199	0.16164715	0.17574492	0.11917696	0.11752638	0.19905254	0.0872186	0.10916441	0.1624423	0.14113429	0.17860058	0.12951685	0.33519314	0.06643322	0.14719427	0.21795787	0.09990778	0.1478932	0.21855427	0.09758061	0.20543635	0.07510162	0.16637248	0.25084607	0.1557629	0.20542235	0.06534459	0.0821652	0.09284287	0.09193997	0.0	0.1313482	0.38941822	0.39337893	0.11994177	0.40194429	0.2163822	0.41498217	0.21831889	0.40172675	0.39426181	0.11697718	0.09987927	0.27607991	0.15997463	0.20030908	0.36244297	0.39263551	0.11268171	0.20338583	0.15945431	0.12929486	0.39669227	0.41607176	0.20447317	0.17785199	0.21788272	0.37669439	0.24022061	0.4097436	0.38170706	0.3231498	0.43954451	0.22796798	0.35032414	0.38788237	0.40748664	0.36965339	0.40109075	0.35451341	0.33054376	0.3329154	0.3856451	0.32196265	0.36222681	0.35656822	0.38812665	0.2852581	0.1786533	0.21969937	0.35749291	0.27895065	0.34289056	0.36161567	0.34855958	0.3960871	0.39240782	0.38693451	0.39731397	0.38611778	0.28043898	0.30257414	0.38059963
SRR521200	0.11552873	0.12454652	0.08614696	0.16797292	0.1226199	0.14516788	0.19033531	0.12170714	0.10220503	0.13276616	0.18286051	0.3861144	0.12384038	0.07312847	0.17220609	0.0991929	0.09839192	0.16119145	0.09204435	0.25035817	0.12911282	0.20762574	0.19804019	0.10714174	0.14422117	0.13087317	0.12809304	0.12296367	0.13930669	0.1313482	0.0	0.32913118	0.33698787	0.10504665	0.34738185	0.27745296	0.35652057	0.27133667	0.34192367	0.33581519	0.14582972	0.14107759	0.32117487	0.13159351	0.2465873	0.31143895	0.33818967	0.16152923	0.24971991	0.21000949	0.15264908	0.34463707	0.35881044	0.24816387	0.22696269	0.26746296	0.32564763	0.28323857	0.35803654	0.3280613	0.35215682	0.37803141	0.22357282	0.28717682	0.33526569	0.34725952	0.32140455	0.34708965	0.29984823	0.28481462	0.28149568	0.33319688	0.27037145	0.30835977	0.29786548	0.33005321	0.31013066	0.13882994	0.25024917	0.30978633	0.22818985	0.29274472	0.31139503	0.302219	0.3392635	0.3378551	0.33688377	0.34893321	0.33623692	0.23359438	0.2457402	0.31872869
SRR521201	0.28584265	0.28941406	0.3337227	0.42708306	0.2564675	0.40150256	0.44094855	0.2809638	0.32956497	0.26198214	0.43818459	0.6449119	0.37441024	0.32052955	0.27525599	0.33378712	0.28677136	0.24739017	0.38310833	0.52028771	0.38317846	0.46802178	0.23302839	0.33336596	0.26035131	0.38011475	0.38051754	0.38405933	0.39527115	0.38941822	0.32913118	0.0	0.06123499	0.33827941	0.09055119	0.53392516	0.07045963	0.54018695	0.09197743	0.09407281	0.378281	0.39059459	0.55969161	0.34683893	0.4932865	0.16594687	0.07374043	0.41216537	0.48852667	0.45185071	0.38803828	0.09022103	0.05668304	0.50337635	0.49385387	0.54047116	0.05227015	0.50229371	0.05875522	0.13463796	0.44658352	0.09037317	0.36762574	0.15973692	0.10552627	0.05345436	0.08798359	0.06770219	0.16641031	0.2701872	0.10860348	0.05134714	0.15926247	0.18246203	0.16224856	0.06812921	0.39973398	0.26913386	0.43215141	0.12240287	0.27159979	0.24173036	0.15028597	0.15272162	0.11395726	0.05512556	0.06500039	0.07065551	0.09013616	0.230642	0.24854002	0.08415635
SRR521202	0.28965784	0.29252541	0.33674325	0.42453399	0.26636977	0.41351197	0.44532334	0.28934989	0.33920938	0.26963937	0.45036566	0.62787695	0.38341835	0.32925	0.28704252	0.33783935	0.28517383	0.26204474	0.39161904	0.52677544	0.38849189	0.45563369	0.24033918	0.33373817	0.2646999	0.39152524	0.38879067	0.38824624	0.40067864	0.39337893	0.33698787	0.06123499	0.0	0.34876336	0.08315426	0.53323553	0.05243138	0.5296674	0.07299884	0.08076416	0.36315657	0.39790238	0.56604114	0.35930364	0.48022145	0.14034564	0.08753954	0.4186409	0.5005786	0.4447433	0.40433027	0.08177188	0.06267495	0.49072262	0.50032106	0.54092751	0.0769609	0.48654616	0.07111639	0.12534039	0.42924373	0.10291768	0.35418317	0.14582335	0.09200604	0.07573379	0.08007556	0.10108662	0.145443	0.25264723	0.10830597	0.07223775	0.1594486	0.17171172	0.14349689	0.06893116	0.37933969	0.27382221	0.41976264	0.10767016	0.24625454	0.22623379	0.13474594	0.13183375	0.08557607	0.05981495	0.05953024	0.06544904	0.07701351	0.21339295	0.22980681	0.0882898
SRR521203	0.11833316	0.13139161	0.08338721	0.17048999	0.16618971	0.12862745	0.18640262	0.13438417	0.1139452	0.13800791	0.1690699	0.38030795	0.11764015	0.11110806	0.17953118	0.08308981	0.12684049	0.15326192	0.12914326	0.24290204	0.11325163	0.20547841	0.20933124	0.11328767	0.16344972	0.12899128	0.12078457	0.13646578	0.12877346	0.11994177	0.10504665	0.33827941	0.34876336	0.0	0.3537613	0.26128255	0.36414616	0.26624854	0.34723	0.33824634	0.13137957	0.0959029	0.28550106	0.09454998	0.23675313	0.3197393	0.34799114	0.11169886	0.21139242	0.19865684	0.12341881	0.34518032	0.37300973	0.24746546	0.23204226	0.27192125	0.33995192	0.27180748	0.36355235	0.32624611	0.33370961	0.38286924	0.20107277	0.29632713	0.34990398	0.35794057	0.32392092	0.35162266	0.30972556	0.28395231	0.28940127	0.33800583	0.24954166	0.30528804	0.30781543	0.33479854	0.29096625	0.15250783	0.22542998	0.3065912	0.23200928	0.28527123	0.29391812	0.30483115	0.34505691	0.34568447	0.34687282	0.3548767	0.34401345	0.23659379	0.25936357	0.32640838
SRR521204	0.2927695	0.29392005	0.33913849	0.43950451	0.27296061	0.41584465	0.45117788	0.29980313	0.36005386	0.28508437	0.45103008	0.64588387	0.38749421	0.33468804	0.29566604	0.36205523	0.31510715	0.2483317	0.39725392	0.52504408	0.40237915	0.47178441	0.257273	0.34431071	0.26231386	0.39292486	0.39733343	0.40052102	0.40834996	0.40194429	0.34738185	0.09055119	0.08315426	0.3537613	0.0	0.52766259	0.07523448	0.52739614	0.0474193	0.0498785	0.37149865	0.39886892	0.5556628	0.3459783	0.48726921	0.1138439	0.13301164	0.41234938	0.49195472	0.45440476	0.39595929	0.03860476	0.07308747	0.49747894	0.50484272	0.54235711	0.09113462	0.45505446	0.08358003	0.12663875	0.40126263	0.09470892	0.32104057	0.11861337	0.08507948	0.09625239	0.0796009	0.12324352	0.1303068	0.22373603	0.09951409	0.08786625	0.15187244	0.1433818	0.12801913	0.09120874	0.35642341	0.28556257	0.38569656	0.0987151	0.24618316	0.20186999	0.12165964	0.12949293	0.10226793	0.09496861	0.1016215	0.07381866	0.07403459	0.20499175	0.21779889	0.10234914
SRR521205	0.30875335	0.31681016	0.2445084	0.16405552	0.35594248	0.2026461	0.16304421	0.3233211	0.28935285	0.33232804	0.18113485	0.19913868	0.22156034	0.29468949	0.37178567	0.25936138	0.30630016	0.35357055	0.22872357	0.12126455	0.21662572	0.14720324	0.40968901	0.27435274	0.33417889	0.23177727	0.20661102	0.21921819	0.21498977	0.2163822	0.27745296	0.53392516	0.53323553	0.26128255	0.52766259	0.0	0.54808587	0.06840967	0.52542361	0.51803429	0.23344732	0.22442635	0.14053761	0.27381121	0.1344295	0.49317023	0.55179051	0.21730857	0.16138301	0.16380201	0.23585496	0.52124985	0.55188676	0.11919607	0.09856389	0.08195506	0.52606013	0.22004893	0.5459421	0.50725464	0.37693316	0.56654907	0.35264484	0.477402	0.52341301	0.55036798	0.49790751	0.55755935	0.48385137	0.45744892	0.46374374	0.5344853	0.44851603	0.49020271	0.48489768	0.52995491	0.4047278	0.33652548	0.29968859	0.48165387	0.41432153	0.4694899	0.48635285	0.48601008	0.53273006	0.53452838	0.53878875	0.53949053	0.52239598	0.41123938	0.42993248	0.51558291
SRR521206	0.30656818	0.31284369	0.35301665	0.44507415	0.28607157	0.43279753	0.463149	0.31482091	0.3671886	0.29350247	0.46468182	0.64626523	0.40269529	0.34936922	0.309547	0.36061051	0.31447163	0.26966192	0.4129356	0.53848998	0.41327217	0.47848441	0.26217468	0.35677691	0.28497828	0.4102565	0.40942677	0.41077702	0.41909754	0.41498217	0.35652057	0.07045963	0.05243138	0.36414616	0.07523448	0.54808587	0.0	0.54227696	0.0646116	0.07690144	0.38206747	0.40892418	0.57635064	0.36642982	0.49427743	0.13720336	0.10929078	0.42807182	0.51065572	0.46603584	0.41717825	0.07481196	0.05395423	0.50479054	0.51731252	0.55608899	0.08625242	0.49196984	0.07145703	0.13909117	0.42922029	0.08942656	0.34971729	0.14404591	0.0925693	0.07659941	0.0938761	0.10756666	0.14684506	0.24931795	0.12565821	0.07934831	0.16307992	0.16487012	0.14154643	0.08313358	0.37884463	0.29586135	0.41743994	0.1182664	0.25714132	0.21897361	0.13445542	0.14011967	0.10106859	0.08097757	0.07684478	0.07157486	0.09172047	0.22116077	0.23282965	0.11507214
SRR521207	0.30961566	0.31333297	0.24701101	0.16310555	0.35417685	0.21372997	0.16084896	0.32494011	0.29425246	0.33451587	0.19451442	0.18738439	0.22980017	0.29268362	0.3704673	0.25740793	0.30365423	0.36216736	0.22393684	0.11638344	0.22049873	0.13955389	0.40883802	0.27379879	0.33144714	0.23671722	0.20976865	0.2198232	0.215014	0.21831889	0.27133667	0.54018695	0.5296674	0.26624854	0.52739614	0.06840967	0.54227696	0.0	0.52592592	0.51897754	0.22655753	0.22324346	0.14811264	0.2735077	0.12740885	0.48695964	0.55654106	0.21442446	0.16473716	0.16319802	0.24118539	0.52136858	0.55322355	0.1113147	0.09865456	0.07180679	0.53801116	0.22054742	0.54990145	0.50849197	0.37647621	0.5683429	0.34977673	0.47692037	0.52228434	0.55399269	0.49937656	0.56702522	0.47940864	0.45835625	0.46656839	0.54152025	0.45120774	0.4895649	0.48253797	0.52807654	0.40363781	0.33283745	0.29647058	0.48172444	0.4076321	0.47102849	0.48846182	0.48172929	0.52902057	0.53626535	0.5382756	0.53854884	0.52211909	0.41418299	0.42762045	0.52114828
SRR521208	0.28730102	0.29032953	0.33535073	0.43385213	0.26847529	0.41464323	0.4501706	0.29777325	0.3539069	0.28036197	0.44498108	0.63767797	0.38499469	0.3276789	0.29052416	0.35239011	0.30801787	0.24929668	0.39289696	0.52181008	0.39797683	0.46645437	0.24806304	0.33770929	0.26215852	0.39131452	0.39438587	0.39204824	0.40333206	0.40172675	0.34192367	0.09197743	0.07299884	0.34723	0.0474193	0.52542361	0.0646116	0.52592592	0.0	0.03962754	0.36317461	0.39251696	0.55571954	0.34462294	0.47999393	0.09763832	0.1363764	0.40665844	0.48975026	0.44952754	0.39497305	0.04529246	0.07665711	0.48725682	0.49917988	0.53843967	0.10037992	0.4471745	0.08757197	0.11185109	0.38617219	0.10345922	0.31944845	0.11289565	0.08126008	0.10228145	0.0678356	0.13397364	0.11494412	0.20646051	0.09718035	0.09614171	0.14681684	0.1377704	0.11719381	0.08782782	0.33743455	0.27860061	0.38569746	0.07790678	0.23182442	0.19544003	0.11482442	0.11603003	0.09150007	0.09740139	0.09944364	0.07239034	0.06241801	0.18955007	0.20753799	0.09095086
SRR521209	0.28058544	0.28010133	0.32643643	0.42551257	0.26229235	0.40431523	0.44357862	0.28827087	0.34490456	0.26957381	0.43707686	0.63139239	0.37676593	0.3226925	0.28133484	0.34513759	0.30005755	0.24127582	0.385856	0.51450506	0.38925613	0.45737505	0.24188446	0.32998207	0.25218206	0.3834453	0.38411283	0.38581944	0.39781442	0.39426181	0.33581519	0.09407281	0.08076416	0.33824634	0.0498785	0.51803429	0.07690144	0.51897754	0.03962754	0.0	0.35516653	0.38823674	0.54880096	0.33763906	0.47454369	0.09990272	0.13531278	0.40031238	0.48379736	0.44106756	0.38769573	0.04543266	0.08540237	0.48333586	0.49337022	0.53422137	0.09860926	0.44768308	0.09079783	0.10756581	0.39107685	0.10692656	0.31344357	0.10714747	0.08259456	0.10418647	0.06793398	0.13356396	0.11637862	0.20831971	0.09151985	0.09779435	0.13441586	0.13123188	0.11751703	0.08360412	0.34013607	0.27081467	0.38095734	0.079227	0.22836392	0.18931879	0.10623066	0.11310877	0.09155643	0.10047545	0.10697782	0.0772869	0.07165207	0.19233119	0.20975235	0.0933115
SRR521211	0.16990361	0.17743812	0.11891056	0.15383724	0.2150614	0.1370724	0.16556555	0.19474708	0.16328107	0.1969066	0.16549977	0.33670948	0.11169406	0.15141787	0.23808385	0.12140302	0.1740158	0.22216247	0.10812859	0.23129995	0.11187528	0.17733226	0.26331797	0.14135314	0.19698083	0.12001817	0.1081889	0.11033731	0.11903225	0.11697718	0.14582972	0.378281	0.36315657	0.13137957	0.37149865	0.23344732	0.38206747	0.22655753	0.36317461	0.35516653	0.0	0.11416597	0.27581973	0.15040591	0.17080268	0.33299113	0.40034779	0.13159223	0.20790931	0.13017303	0.1324059	0.36491569	0.39236992	0.17314137	0.21161013	0.23815568	0.38695253	0.22469265	0.38734352	0.34198514	0.2939257	0.41700881	0.20631038	0.31792784	0.37230647	0.39470004	0.34855023	0.41270555	0.32407953	0.300588	0.32195526	0.38112958	0.29133237	0.33519401	0.3295176	0.36359951	0.25396246	0.19906194	0.20514665	0.32757389	0.24439457	0.31350562	0.32616445	0.3264096	0.36685498	0.37919598	0.37053229	0.37687309	0.36480502	0.26444582	0.27972006	0.34646419
SRR521212	0.1692898	0.18365409	0.11782471	0.13535659	0.20832371	0.09825923	0.15099572	0.18590927	0.15925846	0.19591513	0.13943108	0.33976081	0.09463351	0.1496833	0.23288148	0.11623267	0.17685331	0.19842248	0.10890096	0.20028694	0.09041957	0.16624281	0.26210898	0.15203141	0.20615262	0.10712982	0.08856311	0.10899032	0.088522	0.09987927	0.14107759	0.39059459	0.39790238	0.0959029	0.39886892	0.22442635	0.40892418	0.22324346	0.39251696	0.38823674	0.11416597	0.0	0.23545674	0.12243968	0.20259123	0.36452372	0.4031459	0.05885896	0.16524418	0.16693754	0.10557019	0.3910323	0.41991085	0.2034305	0.19240658	0.23104831	0.38238286	0.2474096	0.41631723	0.37951275	0.32081213	0.42945538	0.21685241	0.34418399	0.39479566	0.40850583	0.36843454	0.40384796	0.35313984	0.32748847	0.33237129	0.39160439	0.30575264	0.3488583	0.35161253	0.38997714	0.29007509	0.20304387	0.2050445	0.35580176	0.2839633	0.33331239	0.34829066	0.35261407	0.39849413	0.39714261	0.39663196	0.40858706	0.39385783	0.28035081	0.30235233	0.379936
SRR521213	0.3550671	0.36320073	0.29367671	0.22360113	0.39406745	0.24890717	0.22083744	0.36840977	0.3369312	0.38082447	0.2387223	0.20317997	0.27321293	0.32606464	0.41187352	0.30215371	0.36011349	0.36199846	0.27635938	0.15799506	0.26956421	0.20511295	0.45439596	0.32005747	0.37396512	0.28624532	0.25704555	0.27341068	0.25890048	0.27607991	0.32117487	0.55969161	0.56604114	0.28550106	0.5556628	0.14053761	0.57635064	0.14811264	0.55571954	0.54880096	0.27581973	0.23545674	0.0	0.2511254	0.18804847	0.52784782	0.58880052	0.23285088	0.1389051	0.21513168	0.21727749	0.5497502	0.57891307	0.1715352	0.16393078	0.15212529	0.5563158	0.27452256	0.57622119	0.54069657	0.41691817	0.57417786	0.36627577	0.49542333	0.5483601	0.57921877	0.53387642	0.58766914	0.51867742	0.49031135	0.50086865	0.57077183	0.4695343	0.50818996	0.51377845	0.5567884	0.43870275	0.39176973	0.31024872	0.51861058	0.45285314	0.48876293	0.51243224	0.51746987	0.56411755	0.56638633	0.57446502	0.56810298	0.55107667	0.43634689	0.45832195	0.55493258
SRR521214	0.15150102	0.16040747	0.10802983	0.18829197	0.19221485	0.16001405	0.2161244	0.16689649	0.15179952	0.17240203	0.20880258	0.38890261	0.14127065	0.13131398	0.21081494	0.12485467	0.16590887	0.14612894	0.14364784	0.265284	0.15029217	0.22774831	0.24805896	0.12901271	0.1654793	0.16122138	0.14554141	0.17213096	0.13977648	0.15997463	0.13159351	0.34683893	0.35930364	0.09454998	0.3459783	0.27381121	0.36642982	0.2735077	0.34462294	0.33763906	0.15040591	0.12243968	0.2511254	0.0	0.26748249	0.31781924	0.37497214	0.13752466	0.1758022	0.2302532	0.08765177	0.33788214	0.37425601	0.26041784	0.24701914	0.29226701	0.34114354	0.28372936	0.37275945	0.33641071	0.34231641	0.3714193	0.18799497	0.28846929	0.34395106	0.37187415	0.32547394	0.37643624	0.309905	0.28552199	0.29040489	0.35503969	0.26076298	0.29904676	0.30560915	0.3522121	0.29520773	0.18710821	0.22497942	0.30668744	0.24669892	0.28126183	0.30291476	0.31080293	0.36046075	0.35853263	0.36562438	0.36199116	0.34787893	0.23159853	0.25360589	0.34869192
