	SRR515153	SRR518987	SRR521172	SRR521173	SRR521174	SRR521175	SRR521176	SRR521177	SRR521178	SRR521179	SRR521180	SRR521181	SRR521182	SRR521183	SRR521184	SRR521185	SRR521186	SRR521187	SRR521188	SRR521189	SRR521190	SRR521191	SRR521192	SRR521193	SRR521194	SRR521195	SRR521196	SRR521197	SRR521198	SRR521199	SRR521200	SRR521201	SRR521202	SRR521203	SRR521204	SRR521205	SRR521206	SRR521207	SRR521208	SRR521209	SRR521211	SRR521212	SRR521213	SRR521214	SRR521215	SRR521216	SRR521217	SRR521219	SRR521220	SRR521221	SRR521222	SRR521223	SRR521224	SRR521225	SRR521226	SRR521227	SRR521229	SRR521230	SRR521231	SRR521232	SRR521233	SRR521234	SRR521235	SRR521236	SRR521237	SRR521238	SRR521239	SRR521240	SRR521241	SRR521242	SRR521243	SRR521244	SRR521245	SRR521246	SRR521247	SRR521248	SRR521249	SRR521250	SRR521252	SRR521253	SRR521254	SRR521255	SRR521256	SRR521257	SRR521258	SRR521259	SRR521260	SRR521261	SRR521262	SRR521263	SRR521264	SRR521265
SRR521215	0.28074621	0.28901084	0.22609854	0.15728478	0.32214052	0.20203716	0.15152333	0.30598262	0.27863921	0.31193554	0.16747823	0.23169372	0.21109904	0.26702091	0.34615435	0.2242722	0.2736061	0.33182191	0.21126257	0.13162181	0.20628428	0.13241616	0.37631909	0.25557694	0.31413511	0.21795365	0.19395496	0.18918445	0.21552341	0.20030908	0.2465873	0.4932865	0.48022145	0.23675313	0.48726921	0.1344295	0.49427743	0.12740885	0.47999393	0.47454369	0.17080268	0.20259123	0.18804847	0.26748249	0.0	0.44408415	0.51791663	0.20265573	0.16201177	0.09327939	0.23315226	0.48272371	0.5074016	0.06325595	0.11545365	0.12919962	0.49804359	0.19568255	0.50323186	0.45840938	0.32801172	0.52931013	0.31114994	0.43178094	0.48064921	0.50663498	0.45906701	0.52280713	0.43766331	0.41236546	0.43454096	0.49762062	0.40319279	0.44922831	0.43949354	0.48319497	0.35462946	0.30985246	0.25536227	0.44286627	0.36103627	0.42550264	0.44057971	0.42794616	0.48347604	0.49765594	0.48921711	0.48866079	0.47899346	0.37139616	0.38556942	0.47266649
SRR521216	0.25778572	0.25594433	0.30177531	0.39843647	0.23891415	0.38421551	0.40972048	0.26717013	0.32695504	0.25047169	0.41354614	0.60419991	0.35233059	0.30147286	0.2616925	0.32029663	0.27586433	0.22486914	0.3607229	0.48801926	0.36915927	0.43347355	0.2224768	0.30943415	0.23256408	0.35789522	0.36554413	0.3628662	0.3739089	0.36244297	0.31143895	0.16594687	0.14034564	0.3197393	0.1138439	0.49317023	0.13720336	0.48695964	0.09763832	0.09990272	0.33299113	0.36452372	0.52784782	0.31781924	0.44408415	0.0	0.20665638	0.37484466	0.46229558	0.41014988	0.36835037	0.1028825	0.14844349	0.45521108	0.46719834	0.50007933	0.16967056	0.38426016	0.15734265	0.11699137	0.32276469	0.16914692	0.27125537	0.08866347	0.12173072	0.16912889	0.11908898	0.2046688	0.06999134	0.14643233	0.12325081	0.16541571	0.13002886	0.10159924	0.09048669	0.14695196	0.27300023	0.24596755	0.33611238	0.09049724	0.17984252	0.15241795	0.11094446	0.08214703	0.13661659	0.16586497	0.16097886	0.13506308	0.11843609	0.14713147	0.15740641	0.14719342
SRR521217	0.28848624	0.29221987	0.35078291	0.44041079	0.25425417	0.40146507	0.4539396	0.27373889	0.3250117	0.26578505	0.43686372	0.64494847	0.38377643	0.31903606	0.26737056	0.34407915	0.28683135	0.27141326	0.39306934	0.5309834	0.38350915	0.47988811	0.2156899	0.34265799	0.27219968	0.37745548	0.39383835	0.39227166	0.40382882	0.39263551	0.33818967	0.07374043	0.08753954	0.34799114	0.13301164	0.55179051	0.10929078	0.55654106	0.1363764	0.13531278	0.40034779	0.4031459	0.58880052	0.37497214	0.51791663	0.20665638	0.0	0.42483888	0.5166225	0.47001464	0.41477349	0.13372428	0.09917797	0.52625462	0.51236588	0.55756731	0.08773812	0.5250326	0.10263931	0.17149455	0.47928321	0.13954064	0.40029613	0.20406135	0.1462675	0.09035083	0.12649448	0.07245924	0.20756442	0.31042449	0.13855863	0.07450047	0.19736528	0.21991674	0.20182283	0.10790878	0.43802187	0.26054521	0.46504088	0.16133746	0.2902853	0.28198627	0.1906189	0.18582087	0.12241867	0.07972693	0.08765516	0.11148732	0.13200707	0.27377763	0.28452719	0.1022648
SRR521219	0.19107854	0.20242021	0.13620561	0.12920111	0.23022459	0.09855511	0.14684062	0.20681599	0.17603256	0.20977561	0.13403964	0.33123011	0.11765481	0.1671584	0.25021132	0.13227315	0.19383647	0.2184217	0.12058684	0.19400406	0.10626385	0.16312007	0.27905	0.17181129	0.22724338	0.12797004	0.10549677	0.12216018	0.1057573	0.11268171	0.16152923	0.41216537	0.4186409	0.11169886	0.41234938	0.21730857	0.42807182	0.21442446	0.40665844	0.40031238	0.13159223	0.05885896	0.23285088	0.13752466	0.20265573	0.37484466	0.42483888	0.0	0.15708098	0.16692094	0.11944623	0.40389596	0.44197449	0.19991158	0.188384	0.22792059	0.40606732	0.24427878	0.43675421	0.40199041	0.31704011	0.45030366	0.23147925	0.35555991	0.41427092	0.42982289	0.39345146	0.4270668	0.36706728	0.34192485	0.35699429	0.41394117	0.32532682	0.36049368	0.37114563	0.41193276	0.29598381	0.22582123	0.20184238	0.37762638	0.29493592	0.34589659	0.36548404	0.36765729	0.41621835	0.41998823	0.4181735	0.43199112	0.41623887	0.29872155	0.32534671	0.40139084
SRR521220	0.28234354	0.28832437	0.22012981	0.15557797	0.32388903	0.18032653	0.16154568	0.29373317	0.2618216	0.30576763	0.16873322	0.27876983	0.19943727	0.25700874	0.33700264	0.22964861	0.28833045	0.28505976	0.2056237	0.16247504	0.19264269	0.15491295	0.37835556	0.24671509	0.30226552	0.21396802	0.18130523	0.20687866	0.17827544	0.20338583	0.24971991	0.48852667	0.5005786	0.21139242	0.49195472	0.16138301	0.51065572	0.16473716	0.48975026	0.48379736	0.20790931	0.16524418	0.1389051	0.1758022	0.16201177	0.46229558	0.5166225	0.15708098	0.0	0.167405	0.14046529	0.48363166	0.51828505	0.15378966	0.14325936	0.18190367	0.4856018	0.24053268	0.51452195	0.47737229	0.35272971	0.51336818	0.29794831	0.43155469	0.48914518	0.51129489	0.4675569	0.5171645	0.45429054	0.42267569	0.43253983	0.49621379	0.40422026	0.43780574	0.44938989	0.49009992	0.37267543	0.31866567	0.24878714	0.45227688	0.38342224	0.42466589	0.44782282	0.45029499	0.50095995	0.49911875	0.50454438	0.50750042	0.48895305	0.37093391	0.39395469	0.48397718
SRR521221	0.2408471	0.24588607	0.18993293	0.12128669	0.27378673	0.15828395	0.10727586	0.25232049	0.22616608	0.26764283	0.12723576	0.26214961	0.16534193	0.22241322	0.3023273	0.18125113	0.23214851	0.29588948	0.16613518	0.16508	0.16123191	0.10965205	0.32531128	0.20866111	0.27344192	0.17420262	0.14901849	0.1430775	0.1734766	0.15945431	0.21000949	0.45185071	0.4447433	0.19865684	0.45440476	0.16380201	0.46603584	0.16319802	0.44952754	0.44106756	0.13017303	0.16693754	0.21513168	0.2302532	0.09327939	0.41014988	0.47001464	0.16692094	0.167405	0.0	0.19317025	0.44750808	0.47401467	0.1131969	0.13890894	0.16639649	0.4617468	0.20559772	0.46514061	0.42312753	0.29854561	0.49032986	0.28289157	0.40202557	0.44606324	0.46682771	0.42375426	0.4817789	0.40862908	0.38385943	0.39608545	0.45673329	0.36942886	0.41706036	0.41134657	0.44235902	0.32672147	0.26260315	0.2248223	0.40678506	0.3229698	0.39745337	0.40951034	0.40346059	0.44508695	0.45185213	0.44818284	0.45247376	0.44348669	0.34010065	0.35913483	0.42094354
SRR521222	0.18889541	0.195145	0.12429856	0.15728736	0.22064582	0.13310624	0.18563727	0.20109654	0.17700511	0.21174512	0.18331715	0.35637188	0.11832306	0.15494539	0.24919149	0.14618184	0.1917519	0.18875525	0.12614785	0.24140999	0.1242293	0.20236	0.28382137	0.16205516	0.20211277	0.13400707	0.1180392	0.13912619	0.10799779	0.12929486	0.15264908	0.38803828	0.40433027	0.12341881	0.39595929	0.23585496	0.41717825	0.24118539	0.39497305	0.38769573	0.1324059	0.10557019	0.21727749	0.08765177	0.23315226	0.36835037	0.41477349	0.11944623	0.14046529	0.19317025	0.0	0.38836033	0.41549374	0.22375611	0.21610979	0.25153784	0.38240495	0.26874391	0.4128107	0.37809988	0.34444698	0.40840235	0.20567564	0.3362533	0.38410211	0.40987952	0.37063535	0.41681847	0.35926807	0.333423	0.3361414	0.39730202	0.30880993	0.34500835	0.354192	0.39045561	0.30775718	0.22222744	0.21712679	0.35656609	0.29263687	0.33050188	0.35176883	0.3583985	0.40588962	0.3984747	0.40825781	0.40276781	0.38871478	0.27822064	0.30118252	0.38252427
SRR521223	0.28659308	0.28727477	0.33349869	0.43235313	0.26757101	0.40974873	0.44353244	0.29459409	0.35205622	0.27901957	0.44654512	0.64154897	0.38164445	0.33207578	0.29121428	0.35434793	0.31154033	0.24230752	0.39229778	0.51827226	0.39569281	0.46375745	0.25000788	0.33584461	0.25759074	0.38415416	0.39020453	0.39627	0.40364044	0.39669227	0.34463707	0.09022103	0.08177188	0.34518032	0.03860476	0.52124985	0.07481196	0.52136858	0.04529246	0.04543266	0.36491569	0.3910323	0.5497502	0.33788214	0.48272371	0.1028825	0.13372428	0.40389596	0.48363166	0.44750808	0.38836033	0.0	0.07762455	0.49031474	0.49712188	0.53669385	0.09788388	0.4485354	0.08469441	0.11651451	0.39123163	0.10547976	0.31458403	0.11820933	0.0801205	0.09642727	0.06747238	0.12486402	0.1229366	0.21064929	0.09180219	0.09191777	0.14655868	0.13346774	0.12704711	0.09159778	0.34283273	0.27915299	0.38234954	0.088112	0.23581944	0.19228847	0.1171987	0.12524963	0.10003503	0.09357173	0.10090334	0.07418464	0.06784441	0.19797407	0.21434051	0.10076484
SRR521224	0.31547271	0.3150639	0.35696236	0.44750032	0.28678118	0.4310846	0.46901573	0.31353988	0.36608601	0.2933535	0.46618123	0.66082042	0.40200714	0.35074311	0.31100811	0.36536308	0.31590686	0.27748147	0.41286875	0.54660715	0.41323908	0.4819109	0.26856969	0.36428012	0.28662033	0.40867317	0.41218714	0.41436763	0.42295179	0.41607176	0.35881044	0.05668304	0.06267495	0.37300973	0.07308747	0.55188676	0.05395423	0.55322355	0.07665711	0.08540237	0.39236992	0.41991085	0.57891307	0.37425601	0.5074016	0.14844349	0.09917797	0.44197449	0.51828505	0.47401467	0.41549374	0.07762455	0.0	0.51328869	0.51983057	0.561122	0.06396175	0.49347163	0.0427498	0.14040384	0.4336263	0.07914237	0.35966386	0.14566864	0.09153459	0.0550337	0.09604201	0.08434935	0.15216773	0.25610762	0.12345484	0.0674367	0.17745619	0.18229195	0.14580452	0.08230085	0.38964782	0.30115974	0.42534949	0.11903963	0.27031411	0.2306238	0.14558559	0.14511816	0.1102815	0.0729559	0.07660957	0.06540831	0.07550128	0.2185934	0.23400722	0.10820553
SRR521225	0.28578928	0.29414005	0.22426433	0.16018079	0.32758393	0.20296433	0.1574844	0.30977793	0.27967916	0.31518867	0.17193758	0.21524501	0.21355281	0.260647	0.34919052	0.22986933	0.28220801	0.3360675	0.20029668	0.12675044	0.20852559	0.13404317	0.3820094	0.25475227	0.31457624	0.21976368	0.19229211	0.19573742	0.20715602	0.20447317	0.24816387	0.50337635	0.49072262	0.24746546	0.49747894	0.11919607	0.50479054	0.1113147	0.48725682	0.48333586	0.17314137	0.2034305	0.1715352	0.26041784	0.06325595	0.45521108	0.52625462	0.19991158	0.15378966	0.1131969	0.22375611	0.49031474	0.51328869	0.0	0.10975306	0.11915695	0.50713942	0.19630078	0.51186031	0.46755173	0.33744481	0.53843768	0.32289337	0.44277747	0.48883068	0.52009921	0.46816686	0.53683234	0.44591858	0.42277749	0.44358375	0.50919195	0.42084546	0.46259832	0.45008343	0.490199	0.36669125	0.31501305	0.26935766	0.45045224	0.36917008	0.43938369	0.4553424	0.44564189	0.49798971	0.50994461	0.50256442	0.5010549	0.48525417	0.38194191	0.39716997	0.48021534
SRR521226	0.27196158	0.28264499	0.21681921	0.11838241	0.30933167	0.16922429	0.12608948	0.28658875	0.24560844	0.29604667	0.14174562	0.22502135	0.19044541	0.25201504	0.32748894	0.21466077	0.25774755	0.31971066	0.1897739	0.11363806	0.17940735	0.10504113	0.3628674	0.24375445	0.30474632	0.19725428	0.16865831	0.17589896	0.18976892	0.17785199	0.22696269	0.49385387	0.50032106	0.23204226	0.50484272	0.09856389	0.51731252	0.09865456	0.49917988	0.49337022	0.21161013	0.19240658	0.16393078	0.24701914	0.11545365	0.46719834	0.51236588	0.188384	0.14325936	0.13890894	0.21610979	0.49712188	0.51983057	0.10975306	0.0	0.09420155	0.48895374	0.20133146	0.51714101	0.48180167	0.35491911	0.53508938	0.32736845	0.45025735	0.4928855	0.51473233	0.47146188	0.51775108	0.46010418	0.43635567	0.42945233	0.50311379	0.42175518	0.46257718	0.45884183	0.49578266	0.38225679	0.29615125	0.27213996	0.46091036	0.38617732	0.44619763	0.46405922	0.45842667	0.50512763	0.49459993	0.50352142	0.5117095	0.49664871	0.38468835	0.40485291	0.48401596
SRR521227	0.31549839	0.32407368	0.25569724	0.1625769	0.35296386	0.2155588	0.16176697	0.32795216	0.29341223	0.34513744	0.18829915	0.19125596	0.23169966	0.29151759	0.37190987	0.25894768	0.30464896	0.36520631	0.22695713	0.11633331	0.22206112	0.1485384	0.40808203	0.2830529	0.34268175	0.23290971	0.2107297	0.21544047	0.22354267	0.21788272	0.26746296	0.54047116	0.54092751	0.27192125	0.54235711	0.08195506	0.55608899	0.07180679	0.53843967	0.53422137	0.23815568	0.23104831	0.15212529	0.29226701	0.12919962	0.50007933	0.55756731	0.22792059	0.18190367	0.16639649	0.25153784	0.53669385	0.561122	0.11915695	0.09420155	0.0	0.54000411	0.22707989	0.55867758	0.51351346	0.38508726	0.57833155	0.36251804	0.48906072	0.52869077	0.55909914	0.50230075	0.56497313	0.49269935	0.4637627	0.47292354	0.54549316	0.46113309	0.50383869	0.49531518	0.53881957	0.41066238	0.33570922	0.31041779	0.49583129	0.41872981	0.48408784	0.50239971	0.49440382	0.53973136	0.53748006	0.54579377	0.54435343	0.52855652	0.42365288	0.43704484	0.52214539
SRR521229	0.28248768	0.28995843	0.33328687	0.42339919	0.24959423	0.39036951	0.4393915	0.27724921	0.32949362	0.26280001	0.43411778	0.65265281	0.36628021	0.31515476	0.28216386	0.33675179	0.28671939	0.24147952	0.38125812	0.5077868	0.37707505	0.46583405	0.23596398	0.34570709	0.26266278	0.3704808	0.37763861	0.38645848	0.39076822	0.37669439	0.32564763	0.05227015	0.0769609	0.33995192	0.09113462	0.52606013	0.08625242	0.53801116	0.10037992	0.09860926	0.38695253	0.38238286	0.5563158	0.34114354	0.49804359	0.16967056	0.08773812	0.40606732	0.4856018	0.4617468	0.38240495	0.09788388	0.06396175	0.50713942	0.48895374	0.54000411	0.0	0.49954718	0.06970929	0.14734505	0.44870121	0.09296382	0.36194921	0.16229621	0.10416782	0.07365189	0.09304084	0.06667898	0.17279372	0.26934525	0.10674115	0.06273107	0.1678861	0.18297058	0.16128905	0.08706146	0.39606397	0.26626755	0.42610936	0.12812888	0.28209884	0.23620285	0.15694336	0.15998681	0.11994565	0.06581077	0.07699206	0.07833548	0.09246283	0.22417461	0.24448591	0.1028888
SRR521230	0.2981462	0.30684945	0.24971697	0.21784307	0.35190831	0.24606283	0.21099014	0.32837227	0.31213494	0.32812919	0.23490874	0.33593567	0.24065603	0.3023191	0.37142606	0.25263655	0.29893897	0.35017154	0.2521842	0.23032596	0.24654727	0.20931523	0.40449678	0.28315059	0.33227588	0.237998	0.23387805	0.2355026	0.25601706	0.24022061	0.28323857	0.50229371	0.48654616	0.27180748	0.45505446	0.22004893	0.49196984	0.22054742	0.4471745	0.44768308	0.22469265	0.2474096	0.27452256	0.28372936	0.19568255	0.38426016	0.5250326	0.24427878	0.24053268	0.20559772	0.26874391	0.4485354	0.49347163	0.19630078	0.20133146	0.22707989	0.49954718	0.0	0.50145045	0.44778001	0.19681181	0.5109467	0.22028451	0.39664695	0.45904752	0.51581297	0.45073258	0.5347639	0.38672402	0.30374099	0.43028341	0.49976485	0.40463422	0.40019694	0.40335807	0.490005	0.22833127	0.33098819	0.17437496	0.4139268	0.3036626	0.35004191	0.42055188	0.41237381	0.47809843	0.50343431	0.50322106	0.48055414	0.45326463	0.31757929	0.32437241	0.48006802
SRR521231	0.31467867	0.31073062	0.35750912	0.45042496	0.28430468	0.42464028	0.46328233	0.30857928	0.36072255	0.29151196	0.46368165	0.66143008	0.39527804	0.34841209	0.30975109	0.36666784	0.3149882	0.27748699	0.40822461	0.54497957	0.4094091	0.48310096	0.26552029	0.3595588	0.28375737	0.40096699	0.4071197	0.40978255	0.41908073	0.4097436	0.35803654	0.05875522	0.07111639	0.36355235	0.08358003	0.5459421	0.07145703	0.54990145	0.08757197	0.09079783	0.38734352	0.41631723	0.57622119	0.37275945	0.50323186	0.15734265	0.10263931	0.43675421	0.51452195	0.46514061	0.4128107	0.08469441	0.0427498	0.51186031	0.51714101	0.55867758	0.06970929	0.50145045	0.0	0.12700606	0.4375846	0.08204573	0.36083068	0.153663	0.09193157	0.06092582	0.09476875	0.08174337	0.15603161	0.25665512	0.12079442	0.0609464	0.16650081	0.17558239	0.15055246	0.07385103	0.39058984	0.29438872	0.41975087	0.11572227	0.27583309	0.23186202	0.14103219	0.14749564	0.11163392	0.06835214	0.06368389	0.05368873	0.0717353	0.22382268	0.24194772	0.09983421
SRR521232	0.27558105	0.2742423	0.32091952	0.4185409	0.25275124	0.39616244	0.42881111	0.27929112	0.33206287	0.26259856	0.42903449	0.62148622	0.36737204	0.31328749	0.27111695	0.33557486	0.28963282	0.24225857	0.37340141	0.50986593	0.38081848	0.45118632	0.23023535	0.32004456	0.24704017	0.36759983	0.37433438	0.37585071	0.39259753	0.38170706	0.3280613	0.13463796	0.12534039	0.32624611	0.12663875	0.50725464	0.13909117	0.50849197	0.11185109	0.10756581	0.34198514	0.37951275	0.54069657	0.33641071	0.45840938	0.11699137	0.17149455	0.40199041	0.47737229	0.42312753	0.37809988	0.11651451	0.14040384	0.46755173	0.48180167	0.51351346	0.14734505	0.44778001	0.12700606	0.0	0.3786369	0.15676635	0.31502202	0.1276396	0.11763931	0.14998124	0.09757355	0.17306809	0.11933539	0.20345186	0.10863296	0.12978834	0.12699805	0.14474741	0.11458644	0.12566499	0.32487322	0.2582077	0.38385355	0.08621017	0.21236091	0.19689166	0.11347847	0.09722774	0.13959606	0.13464602	0.13894343	0.11240785	0.10157652	0.19356164	0.18964482	0.10473055
SRR521233	0.33502123	0.34020584	0.32307138	0.3099362	0.37279228	0.3287518	0.30486181	0.3641059	0.36641411	0.35607166	0.31766213	0.48545814	0.32090358	0.35752389	0.38947339	0.3267331	0.34936332	0.36501925	0.33743533	0.37165953	0.3275446	0.32006956	0.39630823	0.34099946	0.34881741	0.31880623	0.3194372	0.32074875	0.33486605	0.3231498	0.35215682	0.44658352	0.42924373	0.33370961	0.40126263	0.37693316	0.42922029	0.37647621	0.38617219	0.39107685	0.2939257	0.32081213	0.41691817	0.34231641	0.32801172	0.32276469	0.47928321	0.31704011	0.35272971	0.29854561	0.34444698	0.39123163	0.4336263	0.33744481	0.35491911	0.38508726	0.44870121	0.19681181	0.4375846	0.3786369	0.0	0.45068247	0.21811372	0.33403714	0.39935955	0.45486168	0.40092661	0.48272557	0.32517763	0.21029932	0.39419814	0.44138464	0.35877465	0.33839233	0.33872084	0.42979295	0.1088128	0.35661104	0.21049871	0.36479869	0.25098293	0.27743542	0.36225817	0.34225804	0.41878238	0.44471184	0.43933871	0.42232205	0.3935778	0.27432652	0.26626432	0.41402133
SRR521234	0.33428354	0.33635967	0.37346631	0.47277947	0.30476861	0.45065997	0.49086248	0.33307697	0.38702478	0.31998563	0.4853632	0.68136561	0.42418015	0.3682954	0.33019564	0.39548185	0.34779209	0.27395324	0.43155564	0.55991418	0.43800189	0.50732023	0.28965072	0.38451311	0.30688172	0.42679572	0.43167471	0.43395812	0.44358942	0.43954451	0.37803141	0.09037317	0.10291768	0.38286924	0.09470892	0.56654907	0.08942656	0.5683429	0.10345922	0.10692656	0.41700881	0.42945538	0.57417786	0.3714193	0.52931013	0.16914692	0.13954064	0.45030366	0.51336818	0.49032986	0.40840235	0.10547976	0.07914237	0.53843768	0.53508938	0.57833155	0.09296382	0.5109467	0.08204573	0.15676635	0.45068247	0.0	0.34026901	0.16380799	0.10861518	0.09325795	0.1222756	0.1198526	0.17552274	0.26554255	0.14515163	0.10733597	0.17814904	0.16346148	0.16258727	0.10759724	0.39941467	0.32529361	0.40416142	0.13795354	0.30675336	0.23356285	0.1501773	0.17061571	0.13156993	0.10277473	0.11377118	0.10418166	0.11614531	0.23818763	0.25177937	0.1262939
SRR521235	0.21098939	0.22027824	0.19580938	0.26003286	0.25415376	0.24336122	0.27893561	0.23050422	0.24256409	0.2312759	0.28023145	0.4648477	0.21600002	0.22869941	0.27255561	0.21125338	0.22557976	0.22631311	0.22817609	0.34141315	0.22818008	0.2921666	0.30352917	0.22083436	0.23014407	0.21683435	0.22266958	0.23116695	0.23240695	0.22796798	0.22357282	0.36762574	0.35418317	0.20107277	0.32104057	0.35264484	0.34971729	0.34977673	0.31944845	0.31344357	0.20631038	0.21685241	0.36627577	0.18799497	0.31114994	0.27125537	0.40029613	0.23147925	0.29794831	0.28289157	0.20567564	0.31458403	0.35966386	0.32289337	0.32736845	0.36251804	0.36194921	0.22028451	0.36083068	0.31502202	0.21811372	0.34026901	0.0	0.25746328	0.32188437	0.37930848	0.32710779	0.39989229	0.26705431	0.18617306	0.3089367	0.3674875	0.27112753	0.23301375	0.27092722	0.35427721	0.1773506	0.24516858	0.12048433	0.29418229	0.19666085	0.20074496	0.27449371	0.28261884	0.33859466	0.3656424	0.37139729	0.35509119	0.33192338	0.19993694	0.22542398	0.34637847
SRR521236	0.24648417	0.24520958	0.28791178	0.38212208	0.2177374	0.36244924	0.39922899	0.24812026	0.30639115	0.23192612	0.39352811	0.58617194	0.33692854	0.27717535	0.24049073	0.30682132	0.2638728	0.19602641	0.33895425	0.46527759	0.34805612	0.41454098	0.20308641	0.2941549	0.21582389	0.33613473	0.34412404	0.34099831	0.35450921	0.35032414	0.28717682	0.15973692	0.14582335	0.29632713	0.11861337	0.477402	0.14404591	0.47692037	0.11289565	0.10714747	0.31792784	0.34418399	0.49542333	0.28846929	0.43178094	0.08866347	0.20406135	0.35555991	0.43155469	0.40202557	0.3362533	0.11820933	0.14566864	0.44277747	0.45025735	0.48906072	0.16229621	0.39664695	0.153663	0.1276396	0.33403714	0.16380799	0.25746328	0.0	0.10964655	0.16536592	0.13101783	0.20198337	0.06948993	0.17069934	0.11428066	0.16487084	0.08963661	0.09588625	0.05574536	0.14167263	0.28926208	0.23311564	0.31937055	0.09904745	0.18321985	0.13328262	0.07915299	0.09027532	0.1390787	0.1632044	0.16433727	0.14154951	0.1251643	0.13009834	0.12766344	0.14979101
SRR521237	0.29415084	0.29483575	0.33756137	0.42478691	0.26153215	0.41006479	0.438624	0.29801599	0.34892936	0.28100087	0.44805132	0.63661909	0.37983855	0.32836246	0.29599216	0.35040917	0.30592891	0.25432092	0.38663534	0.51687522	0.39888413	0.46172799	0.25105746	0.34122671	0.26489018	0.38038722	0.39432883	0.39104568	0.40823898	0.38788237	0.33526569	0.10552627	0.09200604	0.34990398	0.08507948	0.52341301	0.0925693	0.52228434	0.08126008	0.08259456	0.37230647	0.39479566	0.5483601	0.34395106	0.48064921	0.12173072	0.1462675	0.41427092	0.48914518	0.44606324	0.38410211	0.0801205	0.09153459	0.48883068	0.4928855	0.52869077	0.10416782	0.45904752	0.09193157	0.11763931	0.39935955	0.10861518	0.32188437	0.10964655	0.0	0.11620409	0.07149096	0.14878442	0.1149105	0.22391113	0.10481355	0.10943413	0.14722342	0.14920066	0.09681981	0.08835762	0.34904701	0.27361389	0.38938208	0.09409792	0.2437958	0.19410917	0.11591692	0.11713909	0.09847555	0.10832033	0.10447872	0.08212904	0.06591539	0.19275261	0.18115343	0.09915066
SRR521238	0.30636001	0.30574174	0.35112718	0.44254718	0.27216376	0.41729686	0.46113595	0.29569954	0.34854805	0.28477868	0.45065413	0.6599098	0.39215356	0.33726195	0.29285921	0.35581272	0.31250876	0.26845285	0.40252793	0.53624691	0.4007816	0.48295632	0.25112859	0.3582985	0.28352015	0.39483287	0.40228498	0.40057367	0.40954257	0.40748664	0.34725952	0.05345436	0.07573379	0.35794057	0.09625239	0.55036798	0.07659941	0.55399269	0.10228145	0.10418647	0.39470004	0.40850583	0.57921877	0.37187415	0.50663498	0.16912889	0.09035083	0.42982289	0.51129489	0.46682771	0.40987952	0.09642727	0.0550337	0.52009921	0.51473233	0.55909914	0.07365189	0.51581297	0.06092582	0.14998124	0.45486168	0.09325795	0.37930848	0.16536592	0.11620409	0.0	0.10491445	0.06855613	0.17771065	0.2785692	0.12793016	0.06769488	0.18213767	0.18520833	0.17069726	0.07285101	0.41040838	0.28920032	0.44141691	0.13530879	0.28804533	0.25076444	0.16288051	0.15908958	0.11545194	0.06803642	0.06941711	0.08142357	0.1033345	0.2392464	0.25578302	0.10130733
SRR521239	0.2666034	0.26336689	0.31270997	0.40644505	0.24537021	0.38869417	0.41743558	0.27317683	0.32637608	0.25841687	0.42454384	0.61686095	0.35564759	0.30933704	0.26917998	0.32994007	0.28600177	0.23416938	0.36849912	0.49551072	0.37247283	0.44270395	0.22880712	0.31347837	0.23877396	0.35937146	0.36728419	0.37381252	0.3813819	0.36965339	0.32140455	0.08798359	0.08007556	0.32392092	0.0796009	0.49790751	0.0938761	0.49937656	0.0678356	0.06793398	0.34855023	0.36843454	0.53387642	0.32547394	0.45906701	0.11908898	0.12649448	0.39345146	0.4675569	0.42375426	0.37063535	0.06747238	0.09604201	0.46816686	0.47146188	0.50230075	0.09304084	0.45073258	0.09476875	0.09757355	0.40092661	0.1222756	0.32710779	0.13101783	0.07149096	0.10491445	0.0	0.1252221	0.13031602	0.22224231	0.07014427	0.09271935	0.13666772	0.15553392	0.12491431	0.08748558	0.34501635	0.24936821	0.40138072	0.07409914	0.24333052	0.21148307	0.12750726	0.12145835	0.10135173	0.09117991	0.09091164	0.07910268	0.06356359	0.19759687	0.21312151	0.07947572
SRR521240	0.30357508	0.30663179	0.35916931	0.45331063	0.26248783	0.40647485	0.46056584	0.27722483	0.32842022	0.28151901	0.44628704	0.67550479	0.38850191	0.32868026	0.27629142	0.35616505	0.30613645	0.26803596	0.40332624	0.5363694	0.38812355	0.49440995	0.23321816	0.36287357	0.28852792	0.3785841	0.39822011	0.40688312	0.39751922	0.40109075	0.34708965	0.06770219	0.10108662	0.35162266	0.12324352	0.55755935	0.10756666	0.56702522	0.13397364	0.13356396	0.41270555	0.40384796	0.58766914	0.37643624	0.52280713	0.2046688	0.07245924	0.4270668	0.5171645	0.4817789	0.41681847	0.12486402	0.08434935	0.53683234	0.51775108	0.56497313	0.06667898	0.5347639	0.08174337	0.17306809	0.48272557	0.1198526	0.39989229	0.20198337	0.14878442	0.06855613	0.1252221	0.0	0.2093751	0.30577017	0.13820345	0.06957381	0.19684368	0.21849028	0.20476589	0.11326986	0.43395749	0.27616683	0.4632441	0.16163452	0.3111266	0.27999135	0.18702838	0.19070465	0.14450051	0.07687791	0.09010576	0.10109178	0.12727349	0.26185571	0.28751985	0.11854366
