Feature_id	Mean_decrease_in_accuracy	Standard_deviation
176735	0.00646232877344895	0.00159813577602118
4374302	0.00476150637148499	0.00137234285588875
4177702	0.00406305819220664	0.00116355076640427
881590	0.00403933160148873	0.00126027785894982
198805	0.00387488619151286	0.000931118134661363
2648624	0.00375441413978239	0.00124857918261985
4297758	0.00344024446939663	0.00104871374343706
173824	0.00333278549098695	0.00116443485270428
572237	0.00325760311287953	0.000683552912499136
184745	0.00320752338208558	0.00157399246248588
178621	0.00319350122465568	0.000558354229509484
1861639	0.00288702418118644	0.000952183307821514
4020502	0.00271866579523313	0.00142827581000876
168254	0.00270143324081217	0.000820345262069429
1051212	0.00265077292472394	0.00080441183417978
178664	0.00245403009664864	0.000790523802105136
195275	0.00232605224074357	0.000758934311937176
4484034	0.00227861119228976	0.000825839980092864
190610	0.00196230485099421	0.000846233246059896
174730	0.00184983117336956	0.000788380359930687
4333154	0.00178294042842041	0.000478247803423642
190649	0.00176191652012695	0.00103414226354365
175087	0.00174586757621861	0.000624107884727257
197346	0.00168302203291254	0.000713210955326456
364029	0.00161461658519297	0.000590595612933844
1782947	0.00159492192210168	0.000607698080135593
524219	0.00157571260495756	0.000823511560927886
537886	0.00155901051666869	0.000689614825276095
190993	0.00150315909606323	0.000565299821282181
2438396	0.00142370439269354	0.000546378139334932
2614328	0.00135606145153001	0.000615635068587276
4323555	0.0013377760816923	0.000421620909701998
3438642	0.00132581402405574	0.000440997508840185
4339348	0.00123479777143106	0.000434614773694217
4405869	0.00119350644639345	0.000637281034223235
182165	0.00110284474681649	0.000620376127901274
177222	0.00109328643277282	0.000500114527288857
190633	0.00108071884551331	0.000779365409586023
4307309	0.00102699349308502	0.000531255749231647
1078587	0.000994463540663477	0.000523177557841049
4432722	0.00096401661871573	0.000328547933562563
2325023	0.000959358227367645	0.000541634836387862
1139769	0.000951810457700587	0.000412955950271437
4372578	0.000852289034895885	0.000446286211165026
4446898	0.000832937253328062	0.000348891402192777
184810	0.000821530636529458	0.000441117201295529
563086	0.000810038056537625	0.000371241458735076
177343	0.000803304728145272	0.000283104811550647
178608	0.000800499577622337	0.000284320820661739
322895	0.000796660814161987	0.000596061317046288
4337578	0.000792590778453812	0.000275850172869045
645055	0.000784034012032402	0.000376897997010963
3981288	0.000769450086966022	0.00047174022404044
345763	0.0006635077468405	0.000284018383524528
558318	0.000661755390209154	0.000395877655391095
342380	0.000647085463687365	0.000235850319125748
174611	0.000607259731198012	0.000412495323773731
3991008	0.000591126361565694	0.000547735422104682
4226929	0.000588896971288728	0.000643847483530842
4093636	0.000579435013859451	0.000263139360599371
4316074	0.000519655540186274	0.00048034110366705
277204	0.000500753889580434	0.000214476888308242
4452538	0.00044281727073794	0.00034782906918332
544824	0.000435233113195355	0.000184878829882941
4305001	0.000434456990038853	0.000399889284981738
4480508	0.000432095148860969	0.000443911656254672
2892294	0.000431501567003919	0.000351729835793785
4365903	0.000422359093037916	0.000392412598816577
4452400	0.000416048963167281	0.000217474446433313
444857	0.000412510931934726	0.000226733709961229
4447072	0.000404968424889293	0.000305887141611815
899714	0.000402267217621369	0.000327397122547385
4319899	0.00038510870157941	0.000283466168712699
194258	0.000385100775566726	0.000265394032425419
300253	0.000384237174043916	0.000561076754608201
3970651	0.000379965179019573	0.000239240852913847
4311621	0.000379945764122259	0.000370421880419526
4318567	0.000374086490306831	0.000307705718238277
4387092	0.000369658402810185	0.000160554019328671
174332	0.000367298012505054	0.000229582977176294
4419553	0.000362818660982195	0.000505012852196842
797229	0.00035975965243911	0.000295894175682573
4396877	0.000357337137712413	0.000146610217230207
4391542	0.000350610967555057	0.000299813460375242
197361	0.000335869664295842	0.000453154195889841
4316075	0.000325479313784173	0.000339382722439114
4391009	0.000322333034215481	0.000189417656431715
3504774	0.000320285609317049	0.00014453156021655
191483	0.00031210561798407	0.000196893159495047
353292	0.000310003275800011	0.000223671658717474
527208	0.000305938613466854	0.00046545825489145
885437	0.000299744019383336	0.000285238175526254
4472949	0.00029461859043545	0.0004326823604001
4379223	0.000294422445173435	0.000176679926485455
547304	0.000283124134907659	0.000177809099094952
4358723	0.000276339812431424	0.000240284937696842
315429	0.000274732246344399	0.000292561870376112
180257	0.000274572508503928	0.00029810993589748
4483174	0.00027396323141042	0.000226940217731367
4402959	0.000258977538007489	0.000327954156703485
4473664	0.000251763642815456	0.00024850974586834
3426658	0.000248160429408827	0.000267351988140114
4462436	0.00024691386719678	0.000202345110522986
185420	0.000244519244489429	0.000186238796154684
2280825	0.00024404710396832	0.000200528679382957
2420110	0.000243204011691442	0.0001573080962464
4378795	0.000241702637241416	0.000254058460034399
4232045	0.000231005241521613	0.000173478295732895
4360128	0.00022915142336381	0.000266912383820378
332584	0.00022717496965399	0.000141732819926581
4369816	0.000215698451562637	0.00032327624261826
185836	0.00020927332645493	0.000147192240589794
808051	0.000206102220385117	0.000104711874434725
359872	0.000205841064475467	0.000188120492809056
637049	0.000204820260530171	0.000347930840607253
173945	0.000204794891530312	0.00042166738926419
179637	0.000201834805416834	0.000255588142667682
178205	0.000200184695086171	0.000154686814973776
189760	0.000199026882484375	0.000398929800232373
4360539	0.000190854487498694	9.62175038944861e-05
189997	0.000190191212572027	0.000300683626023604
2415144	0.000188847489579077	0.000171207217085084
4473506	0.000188712502207226	0.000166291793966293
1105459	0.000188197529099984	0.000464185417971265
532521	0.000186687637358851	0.000187506088185211
1896010	0.000184490116856015	0.00021560273835185
561607	0.000181985999698258	0.000236426345725241
190183	0.000177545228890585	0.000260557747913592
161423	0.000169732533099804	0.000198179587643206
3887769	0.000169322562297757	0.000128588008263075
4299137	0.000168213885068842	0.000301991944797279
4309514	0.000165110052364516	0.00014571158715535
4346299	0.000164416355091055	7.78050059957505e-05
4466659	0.000160978822127318	0.000245295845766955
176690	0.000160486895746175	0.00018949391624558
4415943	0.000158851389815654	0.000207120495953138
308371	0.000156825702725642	0.000195585320098506
221361	0.000156000404983207	0.000195281747075771
2383341	0.000153870493804777	0.000104380054680676
195805	0.000151189775742053	0.000284518914241682
3878210	0.000150408468813633	0.000168559374812243
4308213	0.000148920395172313	0.000187618165445755
4477537	0.000147573060834063	0.00038209416038215
193452	0.000146028562433035	0.000211358604561317
186968	0.00014583139422113	8.45011747867817e-05
15728	0.000144585529043669	0.000212060198723302
4298224	0.000143421340397223	0.000129055720579337
311637	0.000141128389221229	0.000114047283053771
1624030	0.000140197988230909	0.000255469598076118
4362073	0.000139825138494778	0.000178484030886952
4317896	0.000136809634431705	0.000126442891286683
2921213	0.000135890349950893	0.000459919870116069
864640	0.000134503775803709	9.365494257896e-05
4357932	0.000134378428247805	0.000167433084703589
1776713	0.000132644104838525	0.000249612206597125
102022	0.000132218401964935	0.000197884061736611
348304	0.000131953522193438	0.000118000827360763
195719	0.000131661642137014	0.000180918843864692
953855	0.000129748363141353	0.000288326446044333
4391463	0.000127384374503995	0.000161998496721841
2710761	0.000126246066677444	0.000104871274125227
295974	0.000125975558076664	0.000142408263591745
175535	0.000125430847271085	0.000135800460462506
3583645	0.000121561269382804	6.54494348327462e-05
198194	0.00011959468198816	0.000197911242572684
4357811	0.000118371249695825	0.000253615081165745
4352760	0.000118265244365697	0.000100780765818225
310886	0.000117723467211505	0.000164344827788318
2510538	0.000112869304878207	0.000125006934557781
304075	0.000112571919744329	0.000126820532333693
2825358	0.000109296413014621	0.00016437589635531
3929758	0.000108112547935777	0.000153393335604264
93777	0.000106684514317907	0.000169590821873353
195828	0.000104455410893571	9.03830413115111e-05
4469167	0.000103967331754876	5.20439539841699e-05
147702	0.000103345132601509	0.000185135596024141
158373	0.000102463402282502	0.000137975077993288
163494	0.000101944993093526	0.000132640631663606
848669	0.000101166796931135	0.000135304900377822
4328443	0.000100635762689411	9.69504166741209e-05
4393532	9.89997329969945e-05	0.000181140336787276
196991	9.88417529981373e-05	0.000136070751472617
4024559	9.8693533413037e-05	0.000127640655725351
199228	9.73564722485358e-05	0.000134327804189515
230933	9.5022219980122e-05	9.25101623916717e-05
114510	9.07248768947784e-05	0.000107914981055543
179620	9.05958434982408e-05	0.000131092527594142
583656	9.01722670988532e-05	0.000138689391981073
362765	8.94579891933166e-05	8.02629538716594e-05
1059729	8.89199242760803e-05	8.95393718675173e-05
194707	8.82393076537408e-05	4.54536277238638e-05
3272632	8.55209775469756e-05	0.000143376436724266
4438166	8.48097757708619e-05	0.000123993757546678
302538	8.3881082652598e-05	8.00133083448625e-05
176193	8.37187426951705e-05	7.63347759336569e-05
193436	8.32790805357831e-05	0.000186345300152038
176564	8.19864594678151e-05	0.000237146573367459
2651538	8.18600621522855e-05	0.000140058660641042
180082	8.11709887768103e-05	0.000214631471055719
514940	8.10124122025824e-05	0.000165412900411625
3671383	8.08516523060444e-05	0.000122339033434443
593672	8.06504339784449e-05	0.000170329474391258
4442127	8.03950185827848e-05	0.000101527068301478
307661	8.0220386590465e-05	0.000171615021834972
3638321	8.01557024517791e-05	0.000197480402254702
4309760	7.8670877434725e-05	7.31062058241831e-05
53170	7.83530523830057e-05	6.73319777954652e-05
92316	7.71522122703702e-05	0.000111455715506953
197418	7.69773385826083e-05	9.37396516467372e-05
4480094	7.68827301031115e-05	0.000110951022516937
526682	7.67801484666067e-05	9.57326513769531e-05
181882	7.57255254392519e-05	6.00322472229316e-05
336559	7.55511478731369e-05	0.000225738359846611
196296	7.51820607720353e-05	0.000116464229200386
1811927	7.37574643725556e-05	0.000103172753217472
1791578	7.3311045902972e-05	0.000124082768103409
313155	7.33050317481026e-05	0.000190026545855945
3506423	7.2774421709614e-05	0.000158166449681881
4393172	7.25901192294002e-05	0.000164676184916112
181342	7.25711106880752e-05	0.000132647731705709
4376964	7.09688805754457e-05	0.000108880871814413
949789	7.07173274529939e-05	7.87122400377038e-05
333886	7.05325085915534e-05	0.00015578771098467
146094	7.05012251269636e-05	6.3528555369702e-05
4410166	7.00403333293884e-05	6.57135748509026e-05
174588	7.00045449089881e-05	0.000110166507350276
4313722	6.98118384968378e-05	0.000118768750122318
122656	6.97427764044669e-05	9.32370484355914e-05
179557	6.96589176992955e-05	0.000122640879042332
808437	6.95971684483336e-05	7.17408751885061e-05
1517779	6.94189385379143e-05	0.00016523661434973
4426626	6.9006286369101e-05	8.868700511649e-05
197095	6.88226141788567e-05	0.000110099856193731
322118	6.87674365207215e-05	7.78030905807922e-05
956982	6.87356190411746e-05	0.000147070630857279
2393022	6.81037739185397e-05	5.74341520308802e-05
1630017	6.78365067035225e-05	7.93994737668405e-05
1105984	6.74111323392417e-05	8.62823902532722e-05
4191060	6.71275606332279e-05	7.73434702351089e-05
174646	6.70721244804715e-05	8.13901381581821e-05
4384124	6.69253206088771e-05	0.000160192687151958
3799784	6.67745157005549e-05	6.23372133722036e-05
182708	6.66682312028129e-05	0.000125521917065617
93000	6.65050295041322e-05	7.26063613778566e-05
4448731	6.55862680604526e-05	0.00013346551123831
4453501	6.52815143288301e-05	0.000134345651646633
304641	6.4901495357934e-05	5.64687119422794e-05
195887	6.36173954718808e-05	0.000119257420947548
161007	6.33072078949928e-05	0.00015519251757668
4411385	6.21383816194047e-05	0.000101823932353114
277295	6.20907594299756e-05	5.5604745660476e-05
1682176	6.10289557700756e-05	0.000105374385763525
4311843	6.09882858030429e-05	0.000113436265767125
176967	6.09678258002437e-05	0.000172041942656846
183619	6.09153838498525e-05	0.000115551574292394
1143784	5.96097201816342e-05	7.26034006857631e-05
2462226	5.94893649524209e-05	6.06526126959733e-05
187702	5.86765837980906e-05	0.000114672277503952
369637	5.8473094035336e-05	4.62834501519762e-05
4437114	5.78835059016021e-05	0.00010205449881834
187816	5.77150694681298e-05	0.000199475216860601
4318208	5.76506966356789e-05	3.14454779103141e-05
4467347	5.74777939490494e-05	8.45506799325337e-05
4333731	5.73305819319701e-05	0.000123807332976463
4476186	5.68282516595865e-05	7.30141277515094e-05
183157	5.6780767623959e-05	8.04767458990937e-05
344920	5.65899246129518e-05	7.27722155736062e-05
212164	5.65754775845177e-05	0.000152817420709586
4431355	5.64582215795729e-05	6.66987560177071e-05
313672	5.64206273344411e-05	0.000102132151955893
293665	5.59330966688845e-05	6.48221844443669e-05
2038446	5.57990558131786e-05	7.20035954441775e-05
2411212	5.56229664331619e-05	4.41640528663542e-05
1820513	5.53736704338207e-05	7.60115193999205e-05
132546	5.46387802010143e-05	0.000133107118089434
3388775	5.45262664522911e-05	8.42537060306933e-05
4477861	5.40294809656954e-05	0.000147354407754146
3996148	5.39512826354932e-05	0.000109635594439018
4326219	5.3449730466017e-05	6.08930209065347e-05
4306262	5.33548494175251e-05	5.80277629226039e-05
4357712	5.31587981339736e-05	4.55838942804288e-05
4472174	5.30255391062865e-05	5.92294035227387e-05
544419	5.29404691259479e-05	0.000132135007016219
167373	5.21514415337119e-05	5.03595916484398e-05
195781	5.21050124314152e-05	0.000141308873103676
2836861	5.13436131040858e-05	7.50552227098454e-05
192255	5.125081494372e-05	5.52571353289966e-05
336710	5.1156369107929e-05	6.06372610556131e-05
3164696	5.0752449296187e-05	0.000125556564705697
2072645	5.01707799966383e-05	5.07230611878149e-05
4189999	4.96331034712191e-05	0.000122890631197307
4338263	4.9554557262473e-05	8.96669265964994e-05
3439403	4.87427664557604e-05	9.73025535126676e-05
4483001	4.85802867522466e-05	5.77015024938261e-05
4371880	4.85725071504392e-05	7.40337810266399e-05
68458	4.83455838880178e-05	6.65044663843856e-05
166896	4.76984066839992e-05	7.98179486850651e-05
173245	4.7515950122867e-05	5.68080669033483e-05
110625	4.74870780750863e-05	0.000107046043809755
291090	4.72538194707775e-05	0.000231337223574187
925707	4.71502961242716e-05	0.000126483774559586
872158	4.6566243788988e-05	0.000146098469745568
62513	4.63359778664996e-05	8.02707769222983e-05
198532	4.61895402333003e-05	0.000143680197179486
291315	4.54536057942499e-05	9.33777416005338e-05
211706	4.51342623941406e-05	0.00014463414813469
4382457	4.50309925691545e-05	9.51335224113373e-05
1030985	4.47567077703315e-05	7.23518085455279e-05
342603	4.43775355430054e-05	6.80019630185581e-05
188918	4.43485005295499e-05	6.02069268145939e-05
1566189	4.40861312084647e-05	8.44180668364794e-05
4323059	4.38813155015902e-05	5.51768413633577e-05
186143	4.37385197054e-05	8.50568823838705e-05
4372612	4.35992513978516e-05	0.000299742334009416
4465910	4.33180949107256e-05	0.000163748808907029
2965639	4.32955588388891e-05	3.49563727314194e-05
157594	4.32822334559712e-05	5.1994237779501e-05
2506486	4.31789491353732e-05	6.57127779922801e-05
178701	4.2786352073573e-05	0.000135006896660428
3754778	4.27429302121091e-05	8.43138477155971e-05
805409	4.23541311789229e-05	7.67461344432076e-05
4325295	4.20722040814353e-05	6.97364959902213e-05
4406795	4.17879199260778e-05	5.64720438488833e-05
194909	4.15548612200566e-05	0.000125342479535134
632346	4.12957806897726e-05	7.52062269278605e-05
297057	4.1171077777992e-05	7.55011805260933e-05
917017	4.10889793764293e-05	5.12750485785828e-05
2217384	4.0306823904039e-05	5.51984202492744e-05
177150	4.00323946965343e-05	0.000121917262647174
1147983	3.9943673143405e-05	6.24906320485888e-05
1676137	3.98248357641536e-05	5.02005637106307e-05
319681	3.97231613048554e-05	8.61342035744527e-05
4390839	3.95592058952389e-05	0.000283998678870961
92329	3.94875762583632e-05	9.61657097740324e-05
513445	3.93804111666763e-05	0.000223685051286924
659671	3.9195682249129e-05	0.00010998073175552
112891	3.91375844592602e-05	0.000104251002535509
1097593	3.88838908018006e-05	8.48504376969012e-05
226216	3.86052302821282e-05	8.24681472228758e-05
809380	3.85762971687345e-05	7.39771091555137e-05
4343580	3.8490044894901e-05	0.000118267549864408
335097	3.80103173388179e-05	3.79824846145225e-05
177905	3.79091924034446e-05	0.000137021415447314
4249719	3.74459026545713e-05	5.46200900042582e-05
849306	3.74095442642506e-05	0.000191111214062626
2346355	3.72809867367449e-05	3.45605794956721e-05
535375	3.71766785810369e-05	6.08467669011483e-05
545299	3.71156458151722e-05	8.76556739928848e-05
344318	3.68859772237448e-05	3.43516005712438e-05
4477062	3.68384496479726e-05	5.21040356847022e-05
192234	3.65655713706246e-05	9.6830730324654e-05
71331	3.62472494468228e-05	9.2294621208568e-05
1062944	3.59790699166098e-05	7.15597786453719e-05
269937	3.58425081278171e-05	9.598021534947e-05
186866	3.58117523937066e-05	0.000142010689080198
191990	3.57968426358547e-05	6.31177183178372e-05
926362	3.57273588575507e-05	6.4413209979408e-05
3073894	3.56708884400817e-05	7.46020299441653e-05
4317030	3.53786209634775e-05	4.12120559308724e-05
1972262	3.5241383339387e-05	7.31212623218286e-05
4472721	3.50699182985179e-05	0.000311810947043099
3754926	3.49345364039137e-05	4.89796180190561e-05
4376637	3.48980736646082e-05	5.44450760354937e-05
2465036	3.48184468481252e-05	3.33994893585258e-05
239924	3.48045254834587e-05	6.44896455812217e-05
193591	3.45550989728742e-05	8.86536072065708e-05
4254313	3.45505656188613e-05	0.000125321380076882
686711	3.45132821882714e-05	7.86209814609734e-05
4427066	3.44714431383974e-05	3.61179638507384e-05
363017	3.43781735504733e-05	6.83978048177664e-05
524842	3.42454507491474e-05	5.34442567146349e-05
185859	3.41761253325892e-05	7.38795512329488e-05
191251	3.36481995174264e-05	0.000124411831134041
198127	3.36425538495427e-05	0.000124028818964686
2309799	3.34214287279766e-05	0.000148917967308634
295339	3.33915264154413e-05	9.24654162542024e-05
4307391	3.33369731550258e-05	5.10577220578093e-05
350503	3.28864171190519e-05	6.83363872540382e-05
4458576	3.28360409175851e-05	9.81397204323761e-05
1584173	3.27313695178307e-05	0.000126048943192766
1978955	3.23108354282541e-05	6.2636044359316e-05
185588	3.21955307037233e-05	0.000226921200082996
269907	3.21598572374098e-05	5.04160373282117e-05
195508	3.20804139879857e-05	8.11320184163904e-05
4357223	3.16529384276424e-05	9.54851510240189e-05
190902	3.15889903039236e-05	0.000120789179586399
173851	3.1267273715574e-05	5.10764124713944e-05
4369878	3.12669045219401e-05	6.10938047937027e-05
923909	3.10333928081129e-05	3.80864766024398e-05
4409280	3.10102574149074e-05	0.000130228670693951
176742	3.09603510848935e-05	5.0359493248395e-05
1992	3.08359417734845e-05	4.31563706000785e-05
4242681	3.07642051026289e-05	0.000214755860953275
368299	3.0715181204466e-05	2.90794194692179e-05
183932	3.04060654303059e-05	6.03418762868323e-05
4443237	3.0308858901417e-05	0.000144052922720387
183480	3.02687006175183e-05	9.59281138416793e-05
368117	3.00596252009118e-05	6.92947799219414e-05
175570	2.99300597133933e-05	7.91911769889364e-05
177727	2.98013109606005e-05	6.39670515087102e-05
316587	2.94352181206987e-05	9.34125433346451e-05
1649772	2.93610337389966e-05	4.63314084511961e-05
