	PD_whole_tree	chao1	observed_otus
121213.1246142	10.48022	445.473684211	147.0
121215.1247158	16.05451	437.333333333	208.0
121216.1247056	15.59319	422.034482759	184.0
121217.1246974	7.99514	234.333333333	137.0
121218.1246965	13.02896	424.772727273	167.0
121219.1247140	10.08426	402.090909091	122.0
121279.1246886	16.26241	670.964285714	228.0
121280.1246751	10.06028	354.666666667	142.0
121281.1246713	8.29996	162.142857143	99.0
121282.1246224	11.68727	461.0	165.0
121283.1246600	9.33572	360.8125	127.0
121284.1246668	15.42325	526.24137931	205.0
121285.1246733	10.17872	350.230769231	156.0
121307.1246550	14.93811	458.7	192.0
121308.1246337	12.92403	332.476190476	146.0
121309.1246542	16.1547	553.076923077	200.0
121310.1247096	15.84821	532.965517241	207.0
121311.1246878	7.3922	185.4375	96.0
121312.1246929	9.70749	333.043478261	143.0
121313.1246613	14.50666	523.05	172.0
121314.1247259	4.04048	89.9090909091	58.0
121385.1246584	12.64807	611.105263158	190.0
121386.1246649	8.95366	242.4	108.0
121387.1247113	8.28579	195.65	113.0
121388.1246171	6.90966	217.65	120.0
121389.1246126	16.20258	536.869565217	189.0
121398.1247197	13.37605	496.785714286	188.0
121400.1246372	18.43878	593.333333333	212.0
121401.1247192	16.6218	520.090909091	221.0
121402.1247186	14.37596	301.615384615	151.0
121403.1247087	16.24028	550.12	199.0
121404.1246695	14.15084	370.567567568	184.0
121405.1246611	12.85462	414.214285714	176.0
121420.1247325	7.87949	194.913043478	110.0
121421.1246406	8.55988	300.25	116.0
121422.1246561	6.89629	156.6875	92.0
121423.1246854	11.83297	280.0	145.0
121444.1246866	11.15642	487.619047619	170.0
121445.1247271	11.94703	395.5	148.0
121446.1246612	16.25744	517.125	189.0
121447.1246283	13.75204	458.75	176.0
121448.1246595	14.50851	429.3125	191.0
121449.1246322	10.60346	489.4	146.0
121450.1246156	12.93137	484.315789474	163.0
121451.1246659	11.11688	309.142857143	131.0
121452.1247003	5.51462	169.0	79.0
121454.1246786	10.89037	339.0	153.0
121455.1246836	12.38924	633.555555556	182.0
121457.1247318	7.70959	321.5	124.0
121461.1247420	15.40385	619.965517241	219.0
121463.1246219	9.92675	435.5	163.0
121464.1246138	10.03307	395.157894737	145.0
121465.1246414	10.57876	396.3125	146.0
121466.1247362	11.40638	364.0	162.0
121467.1246327	10.38329	240.551724138	137.0
121469.1246137	12.10064	521.857142857	194.0
121470.1246944	13.01747	454.5	192.0
121471.1246191	11.05159	332.0	150.0
121473.1247472	12.58793	322.464285714	163.0
121474.1246486	13.05497	404.576923077	174.0
121475.1246242	6.97239	340.6875	128.0
121476.1246989	11.5984	446.636363636	159.0
121477.1246644	7.15978	175.391304348	101.0
121478.1246295	11.60886	559.055555556	169.0
121479.1247255	5.07644	209.6	69.0
121480.1247162	10.78096	334.12	144.0
121482.1247262	17.56045	575.0	215.0
121488.1246443	13.19194	390.4	172.0
121492.1246983	7.11516	173.217391304	111.0
121493.1247335	6.84501	167.928571429	94.0
121495.1246143	10.90197	311.15	141.0
121496.1246759	8.45359	293.75	115.0
121497.1246842	6.64138	179.666666667	91.0
121498.1246290	18.42401	532.84375	220.0
121499.1247002	18.1638	579.0	214.0
121501.1246321	8.43911	324.214285714	126.0
121502.1246527	11.21741	285.8125	155.0
121503.1247118	13.58968	356.285714286	185.0
121952.1246340	12.94675	320.130434783	146.0
121952.1246685	6.7438	194.230769231	100.0
121953.1246966	12.86741	645.357142857	208.0
121953.1247287	6.44078	140.052631579	99.0
121954.1247208	6.45168	188.3	98.0
121954.1247408	13.0856	525.935483871	203.0
121959.1246402	6.68276	205.588235294	115.0
121959.1247341	14.74582	559.307692308	201.0
121968.1247455	13.6366	415.954545455	163.0
121969.1247036	16.19936	502.162162162	220.0
121971.1246158	17.55277	606.6875	224.0
121976.1247220	15.58969	328.59375	177.0
121977.1246232	16.48031	644.037037037	219.0
121978.1247445	15.37323	443.303030303	197.0
121979.1246433	17.69923	604.5	214.0
121980.1246352	15.06154	1040.1875	215.0
121980.1247090	17.47001	819.24137931	245.0
121982.1246173	10.65276	395.576923077	165.0
121983.1246348	18.91664	712.34375	242.0
122001.1246615	15.50768	648.666666667	218.0
122004.1246297	11.13342	444.352941176	159.0
122004.1246853	9.39578	300.315789474	134.0
122006.1246809	17.22368	584.0	219.0
122007.1247027	12.62159	397.0	171.0
122009.1246667	9.73602	260.615384615	136.0
122010.1246652	12.08868	436.285714286	177.0
122010.1247187	12.77219	434.142857143	159.0
122011.1246363	19.00876	639.285714286	224.0
122032.1246450	14.89487	454.0	196.0
122034.1246359	12.88991	377.12	167.0
122034.1246771	11.79013	393.035714286	175.0
122037.1247454	15.96611	488.5	186.0
122038.1247249	18.89109	543.162162162	233.0
122039.1246202	12.47361	515.0	175.0
122039.1247121	19.68056	512.027027027	222.0
122049.1246753	11.883	547.5	200.0
122050.1246161	12.08541	397.230769231	175.0
122053.1246378	4.19215	123.625	82.0
122053.1247029	18.17849	621.0	218.0
122057.1246165	14.1261	413.677419355	191.0
122057.1246885	19.26228	568.552631579	238.0
122058.1246184	15.59048	547.344827586	207.0
122059.1246857	13.5528	386.166666667	163.0
122060.1246740	13.35635	480.137931034	191.0
122061.1246318	11.30203	448.285714286	168.0
122061.1247260	14.50093	558.5	206.0
122062.1247307	16.73977	404.0	194.0
122063.1246844	18.64952	668.964285714	226.0
122072.1246419	14.81667	396.636363636	191.0
122074.1246793	15.37884	508.666666667	201.0
122075.1246458	15.74216	690.038461538	213.0
122076.1247261	9.57963	416.791666667	167.0
122077.1246131	11.44294	459.933333333	189.0
122078.1246162	13.74571	395.885714286	185.0
122079.1246313	7.31894	195.791666667	117.0
122096.1246993	9.66323	263.05	128.0
122096.1247400	12.28016	542.0	179.0
122097.1247067	15.17976	704.565217391	199.0
122098.1246463	5.28625	149.5	85.0
122098.1247178	12.96162	580.434782609	193.0
122099.1246768	13.18564	576.0	211.0
122099.1246903	5.19848	156.769230769	84.0
122100.1246447	13.02144	492.884615385	190.0
122100.1247161	11.77724	361.115384615	163.0
122101.1246391	15.40264	480.833333333	197.0
122113.1246427	13.50616	578.434782609	191.0
122113.1246583	15.68619	528.8	218.0
122115.1246871	13.68171	383.28125	182.0
122115.1247226	13.89825	686.136363636	205.0
122116.1246222	5.3561	152.714285714	82.0
122116.1246717	13.4442	487.5	190.0
122117.1246729	11.3377	271.344827586	154.0
122119.1247288	9.16822	285.476190476	135.0
122163.1246523	11.28686	437.260869565	167.0
122163.1246898	12.62152	443.724137931	185.0
122164.1246355	15.4503	648.12	213.0
122164.1246663	12.46291	505.785714286	197.0
MGH100079.1246631	10.38058	313.875	147.0
MGH100698.1246875	5.69306	129.909090909	66.0
MGH100748.1246798	8.96941	251.652173913	131.0
MGH100826.1246528	8.66091	316.44	149.0
MGH101003.1247243	10.63797	396.875	165.0
MGH101089.1246332	12.19429	488.666666667	197.0
MGH101187.1247389	13.53936	456.37037037	183.0
MGH101446.1246835	19.13084	753.5	246.0
MGH101468.1246593	8.79783	236.5	130.0
MGH101614.1246411	13.07957	537.615384615	200.0
MGH101666.1246883	14.30844	503.125	212.0
MGH101725.1247251	8.80872	216.157894737	147.0
MGH101763.1246575	11.23397	585.615384615	206.0
MGH102228.1246744	17.74001	543.416666667	233.0
MGH102271.1246470	12.17689	361.081081081	187.0
MGH102386.1246679	14.40027	565.6	229.0
MGH102504.1247273	7.31952	186.454545455	131.0
MGH102719.1247439	18.47621	738.344827586	243.0
MGH102894.1247205	8.79741	299.15	129.0
MGH102965.1246437	10.12962	299.5	150.0
MGH103029.1246825	6.9376	141.588235294	78.0
MGH103108.1246870	10.66952	396.161290323	181.0
MGH103446.1246319	16.96858	505.171428571	211.0
MGH103539.1246371	12.63691	334.5	205.0
MGH103547.1247433	12.34951	524.5	197.0
MGH103687.1246642	18.36515	559.9375	220.0
MGH103728.1247463	11.9771	454.75	172.0
MGH103785.1247459	7.50309	207.2	129.0
MGH103891.1247371	5.6213	117.0	80.0
MGH104690.1247235	10.27331	306.03030303	162.0
MGH104884.1246906	14.23027	588.2	199.0
MGH105057.1246697	15.71521	674.777777778	227.0
MGH105234.1246894	9.94885	294.0	153.0
MGH105450.1246607	10.78417	382.588235294	183.0
MGH105553.1246787	19.92122	591.195652174	264.0
MGH105658.1247134	15.57145	618.53125	226.0
MGH105693.1246732	12.11424	525.15	180.0
MGH105841.1247387	13.36895	586.0	221.0
MGH106288.1247403	18.10514	713.666666667	247.0
MGH109614.1246972	11.87393	429.333333333	178.0
MGH109682.1247344	8.59069	210.0	106.0
MGH109781.1247141	16.87987	618.357142857	260.0
MGH109812.1246153	8.70748	230.25	123.0
MGH110455.1247279	17.54637	547.046511628	240.0
MGH111702.1246479	8.42398	335.12	145.0
MGH112053.1246811	13.65288	804.333333333	200.0
MGH112373.1246418	15.59458	553.34375	218.0
MGH113059.1247179	11.23361	480.4	164.0
MGH113364.1247340	6.81246	165.272727273	87.0
MGH113486.1246459	17.68694	627.026315789	249.0
SKBTI.0162.1246517	17.92387	506.785714286	198.0
SKBTI.0168.1246827	7.77686	143.15	98.0
SKBTI.0180.1246773	10.25312	490.5	134.0
SKBTI.0188.1246738	14.54873	329.7	168.0
SKBTI.0189.1246454	15.26013	584.05	184.0
SKBTI.0215.1246555	15.21674	460.777777778	202.0
SKBTI.0963.1246653	10.25252	293.615384615	143.0
SKBTI.0965.1247047	12.33965	324.333333333	156.0
SKBTI.0967.1247125	11.54403	540.5	143.0
SKBTI.0968.1247333	12.4488	420.206896552	174.0
SKBTI.0970.1246745	11.71872	544.0	167.0
SKBTI.0971.1246484	9.01555	299.875	117.0
SKBTI.0972.1247111	12.0657	348.954545455	146.0
SKBTI.0973.1246509	7.5044	239.75	119.0
SKBTI.0974.1246790	7.10981	230.894736842	111.0
SKBTI.0979.1247383	15.0045	421.535714286	175.0
SKBTI.0981.1247206	14.59856	587.260869565	194.0
SKBTI.0988.1247352	11.95643	502.5	180.0
SKBTI.0989.1246840	12.77851	715.833333333	183.0
SKBTI.0994.1246822	12.48208	475.181818182	172.0
SKBTI.0995.1247413	8.96596	255.05	120.0
SKBTI.0996.1246375	7.5088	214.25	107.0
SKBTI.0999.1246492	10.3596	437.058823529	140.0
SKBTI.1002.1246244	15.20996	592.105263158	171.0
SKBTI.1003.1246619	10.18594	333.357142857	153.0
SKBTI.1006.1246720	10.58257	398.476190476	158.0
SKBTI.1012.1246610	9.66929	261.75	123.0
SKBTI.1013.1246730	12.55766	619.153846154	158.0
SKBTI.1014.1247306	9.43634	331.176470588	131.0
SKBTI.1016.1246272	9.96471	238.260869565	124.0
SKBTI.1017.1246799	11.52622	494.571428571	141.0
SKBTI.1018.1246280	13.59428	497.652173913	182.0
SKBTI.1023.1246119	9.87584	278.25	114.0
SKBTI.1029.1246449	11.29119	280.791666667	139.0
SKBTI.1035.1246669	9.52829	285.217391304	130.0
SKBTI.1039.1246497	11.28035	301.0	131.0
SKBTI.1041.1246755	15.47357	539.875	172.0
SKBTI.1044.1247469	12.03375	440.125	167.0
SKBTI.1045.1247193	11.20917	634.0	158.0
SKBTI.1046.1246367	9.72604	308.0	128.0
SKBTI.1047.1247373	13.6292	450.24137931	183.0
SKBTI.1048.1246199	11.53955	362.357142857	156.0
SKBTI.1051.1246225	10.80996	328.454545455	163.0
SKBTI.1053.1246926	14.17143	626.142857143	189.0
SKBTI.1054.1247185	14.75928	624.315789474	183.0
SKBTI.1060.1246847	9.43489	506.083333333	134.0
SKBTI.1061.1246417	11.62833	347.285714286	156.0
SKBTI.1062.1246758	10.64346	364.142857143	147.0
SKBTI.1063.1246477	8.13546	273.15	123.0
SKBTI.1064.1247129	7.54815	221.476190476	113.0
SKBTI.1065.1246587	7.73582	231.434782609	114.0
SKBTI.1066.1246699	8.40414	278.333333333	120.0
SKBTI.1067.1246307	11.83252	459.0	169.0
SKBTI.1070.1246370	9.96675	192.285714286	108.0
SKBTI.1073.1246935	10.57285	243.333333333	125.0
SKBTI.1074.1246979	15.93634	421.730769231	174.0
SKBTI.1079.1246482	12.39969	328.416666667	154.0
SKBTI.1086.1246708	12.12063	385.476190476	145.0
SKBTI.1092.1246638	9.49654	341.0	110.0
SKBTI.1097.1246573	10.83285	479.5	140.0
SKBTI.1098.1247042	10.55076	386.0	146.0
SKBTI.1105.1246830	13.45081	400.181818182	152.0
SKBTI.1106.1246873	14.22635	788.571428571	171.0
SKBTI.1122.1247240	12.17374	498.235294118	152.0
SKBTI.1125.1247091	14.98883	680.235294118	187.0
SKBTI.1126.1246316	16.36561	549.2	206.0
SKBTI.1130.1246867	10.29531	390.315789474	135.0
SKBTI.1142.1246900	11.46737	391.9375	136.0
SKBTI.1147.1247101	11.71768	320.84	146.0
SKBTI.1152.1247201	14.71481	374.121212121	172.0
SKBTI.1165.1246502	15.28571	413.1	183.0
SKBTI.1167.1246325	9.91588	376.0	141.0
SKBTI.1168.1247199	9.99962	304.3	130.0
SKBTI.1172.1247248	14.44757	572.368421053	171.0
SKBTI.1178.1246304	12.94453	559.5	172.0
SKBTI.1182.1247072	17.84165	555.111111111	205.0
SKBTI.1184.1247184	13.4473	426.115384615	174.0
SKBTI.1185.1247366	10.72622	338.785714286	162.0
SKBTI.1187.1246947	11.79991	399.75	159.0
SKBTI.1189.1246772	13.20987	418.428571429	145.0
SKBTI.1193.1246398	15.05837	533.037037037	188.0
SKBTI.1201.1246480	12.9997	417.037037037	170.0
SKBTI.1205.1247372	11.97607	368.714285714	147.0
SKBTI.1207.1246567	7.11855	131.272727273	74.0
SKBTI.1217.1247088	9.47895	328.666666667	118.0
SKBTI.1220.1246728	13.44203	354.6	177.0
SKBTI.1221.1246578	10.01511	302.235294118	121.0
SKBTI.1223.1247448	10.61402	304.434782609	138.0
SKBTI.1226.1247384	13.40473	647.0	163.0
SKBTI.1227.1246129	14.36478	480.260869565	175.0
SKBTI.1229.1246952	13.52486	577.285714286	178.0
SKBTI.1231.1246660	8.55859	321.352941176	126.0
SKBTI.1232.1247225	9.41483	430.058823529	133.0
SKBTI.1235.1246803	10.84761	303.2	148.0
SKBTI.1237.1246429	10.73501	321.043478261	143.0
SKBTI.1238.1247200	10.84438	288.285714286	134.0
SKBTI.1239.1246712	11.35176	256.12	136.0
SKBTI.1244.1247437	6.91929	141.777777778	100.0
SKBTI.1245.1246863	12.5173	359.434782609	157.0
SKBTI.1253.1246606	10.35544	197.666666667	123.0
SKBTI.1254.1246881	11.80465	283.576923077	143.0
SKBTI.1265.1246692	11.18602	379.875	161.0
SKBTI.1271.1247423	12.64636	264.607142857	146.0
SKBTI.1276.1246123	9.31444	294.315789474	128.0
SKBTI.1281.1246303	9.79147	213.916666667	119.0
SKBTI.1293.1246451	12.15661	561.136363636	180.0
SKBTI.1294.1246815	12.97845	602.75	177.0
SKBTI.1298.1246756	8.16446	159.833333333	81.0
SKBTI.1299.1247431	8.95573	233.615384615	102.0
SKBTI.1307.1247068	13.99705	549.105263158	167.0
SKBTI.1308.1246296	10.30275	280.285714286	126.0
SKBTI.1315.1246136	10.96875	378.0	138.0
SKBTI.1322.1247202	13.88767	636.434782609	195.0
SKBTI.1326.1247062	10.55192	380.0	155.0
SKBTI.1328.1247203	11.26068	470.307692308	177.0
SKBTI.1331.1246586	13.42349	409.076923077	170.0
SKBTI.1338.1247013	8.59493	269.15	119.0
SKBTI.1341.1246655	14.24126	632.555555556	181.0
SKBTI.1345.1246175	15.44071	439.5	174.0
SKBTI.1346.1247074	9.08892	165.333333333	107.0
SKBTI.1347.1246438	7.74818	244.789473684	114.0
SKBTI.1349.1246563	13.69869	559.352941176	167.0
SKBTI.1353.1247119	14.67328	587.130434783	188.0
SKBTI012.1246804	15.97888	564.348837209	242.0
SKBTI075.1246200	11.65236	413.666666667	190.0
SKBTI076.1246468	14.33328	445.136363636	224.0
SKBTI082.1247043	12.30518	383.441176471	194.0
SKBTI089.1247376	14.69834	644.53125	237.0
SKBTI091.1247453	14.35935	443.037037037	183.0
SKBTI092.1246887	12.71312	459.193548387	197.0
