#SampleID	CD	control	IC	UC
100001.1247426	0.374269005847953	0.087719298245614	0.134502923976608	0.403508771929825
100003.1246884	0.456521739130435	0.0815217391304348	0.0706521739130435	0.391304347826087
100009.1247231	0.384615384615385	0.143589743589744	0.041025641025641	0.430769230769231
100015.1247049	0.336538461538462	0.182692307692308	0.100961538461538	0.379807692307692
100016.1247155	0.461538461538462	0.153846153846154	0.0414201183431953	0.343195266272189
100043.1246460	0.477832512315271	0.0640394088669951	0.103448275862069	0.354679802955665
100046.1246388	0.508670520231214	0.115606936416185	0.092485549132948	0.283236994219653
100047.1246185	0.381443298969072	0.0567010309278351	0.118556701030928	0.443298969072165
100048.1246661	0.335227272727273	0.102272727272727	0.102272727272727	0.460227272727273
100049.1247075	0.463157894736842	0.142105263157895	0.0473684210526316	0.347368421052632
100051.1247218	0.360824742268041	0.0670103092783505	0.077319587628866	0.494845360824742
100052.1246453	0.406593406593407	0.137362637362637	0.0934065934065934	0.362637362637363
100058.1247305	0.485714285714286	0.142857142857143	0.12	0.251428571428571
100060.1247170	0.415300546448087	0.174863387978142	0.103825136612022	0.306010928961749
100062.1246762	0.347826086956522	0.152173913043478	0.0923913043478261	0.407608695652174
100065.1246135	0.353535353535354	0.116161616161616	0.146464646464646	0.383838383838384
100068.1246376	0.310880829015544	0.0466321243523316	0.0880829015544041	0.55440414507772
100070.1246721	0.453038674033149	0.132596685082873	0.176795580110497	0.237569060773481
100071.1247048	0.385026737967914	0.0641711229946524	0.149732620320856	0.401069518716578
100072.1246982	0.426966292134831	0.0561797752808989	0.0786516853932584	0.438202247191011
100074.1247405	0.357142857142857	0.137362637362637	0.120879120879121	0.384615384615385
100075.1246833	0.543010752688172	0.139784946236559	0.0376344086021505	0.279569892473118
100077.1246422	0.385869565217391	0.146739130434783	0.0923913043478261	0.375
100078.1246603	0.329787234042553	0.0638297872340425	0.0585106382978723	0.547872340425532
100080.1246540	0.32994923857868	0.131979695431472	0.0558375634517767	0.482233502538071
100083.1246311	0.393258426966292	0.0786516853932584	0.123595505617978	0.404494382022472
100085.1246334	0.393617021276596	0.0531914893617021	0.0797872340425532	0.473404255319149
100086.1247268	0.403755868544601	0.122065727699531	0.07981220657277	0.394366197183099
100087.1246709	0.333333333333333	0.0765027322404372	0.0655737704918033	0.524590163934426
100088.1246120	0.434285714285714	0.182857142857143	0.0742857142857143	0.308571428571429
100089.1247168	0.420731707317073	0.0975609756097561	0.115853658536585	0.365853658536585
