	EM031.441732	EM032.441683	EM033.441685	EM034.441676	EM035.441593	EM036.441587	EM037.441737	EM038.441649	EM039.441743	EM040.441709	EM042.441674	EM043.441739	EM044.441601	EM046.441741	EM047.441722	EM047.T3.441645	EM049.441600	EM049.T3.441671	EM050.441672	EM052.441625	EM053.441738	EM053.T3.441688	EM054.441707	EM054.T3.441749	EM055.441603	EM055.T3.441626	EM056.441606	EM056.T3.441716	EM057.441605	EM057.T3.441589	EM058.441637	EM059.441715	EM059.T3.441604	EM060.441677	EM060.T3.441729	EM061.441673	EM062.441720	EM063.441621	EM063.T3.441695	EM064.441592	EM065.441667	EM065.T3.441614	EM066.441656	EM066.T3.441647	EM067.441615	EM068.441712	EM069.441700	EM070.441682	EM071.441747	EM071.T3.441734	EM072.441643	EM072.T3.441632	EM073.441594	EM073.T3.441721	EM074.441596	EM075.441644	EM076.441622	EM077.441646	EM077.T3.441639	EM078.441658	EM079.441724	EM080.441727	EM081.441618	EM082.441607	EM082.T3.441751	EM083.441666	EM083.T3.441744	EM084.441599	EM085.441675	EM086.441698	EM086.T3.441746	EM087.441726	EM088.441638	EM089.441742	EM089.T3.441624	EM090.441664	EM090.T3.441662	EM091.441686	EM092.441616	EM093.441602	EM093.T3.441670	EM094.441640	EM094.T3.441588	EM095.441717	EM095.T3.441590	EM096.441706	EM098.441733	EM098.T3.441740	EM099.441708	EM100.441714	EM100.T3.441627	EM101.441623	EM102.441633	EM103.441691	EM105.441629	EM106.441745	EM107.441620	EM108.441694	EM109.441669	EM110.441723	EM111.441634	EM112.441630	EM113.441619	EM114.441710	EM115.441641	EM116.441657	EM117.441609	EM118.441693	EM122.441699	EM123.441687	EM124.441697	EM125.441659	EM126.441679	EM129.441689	EM130.441701	EM131.441591	EM132.441696	EM133.441663	EM134.441735	EM135.441660	EM136.441650	EM137.441680	EM138.441753	EM139.441611	EM140.441608	EM141.441684	EM142.441711	EM144.441736	EM145.441690	EM146.441718	EM147.441617	EM148.441631	EM149.441655	EM150.441648	EM151.441595	EM152.441730	EM155.441678	EM156.441613	EM158.441731	EM159.441719	EM160.441703	EM162.441728	EM163.441642	EM165.441597	EM166.441748	EM167.441702	EM168.441668	EM169.441653	EM170.441651	EM173.441754	EM174.441652	EM178.441705	EM179.441612	EM180.441692	EM182.441681	EM183.441654	EM209.441665	EM222.441725	EMC01.441661	EMC02.441750	EMC03.441713	EMC04.441704	EMC05.441628	EMC06.441610	EMC07.441636	EMC08.441752	EMC09.441635
EM065.441667	0.28042929	0.50196341	0.34025136	0.31102323	0.26156825	0.35446362	0.27526282	0.39104972	0.33196317	0.39386014	0.42858737	0.4891068	0.40869981	0.43207325	0.45855838	0.31607364	0.36766641	0.35269116	0.43881818	0.30976786	0.42835533	0.59868108	0.38648194	0.35379484	0.45047472	0.42614284	0.32335898	0.38852353	0.22877769	0.747183	0.32709427	0.24751202	0.29523437	0.31644645	0.29517735	0.37860865	0.32741757	0.44142961	0.37948142	0.31441986	0.0	0.1186944	0.40287868	0.36932127	0.3350022	0.32709462	0.34149217	0.28108288	0.43246579	0.31007894	0.46394128	0.56577018	0.33815269	0.30438812	0.55404225	0.38909341	0.43858275	0.33740192	0.33847743	0.39842603	0.32225095	0.34975584	0.60433299	0.57330992	0.49001731	0.38705312	0.40103365	0.30607997	0.40506046	0.35433657	0.33780798	0.26476972	0.41080553	0.38382931	0.4855056	0.36462803	0.32830622	0.49639013	0.42824355	0.4009354	0.32134986	0.3395918	0.32914578	0.54939506	0.34077037	0.35913811	0.39021753	0.31664462	0.39004456	0.52186433	0.46575516	0.36170336	0.30704983	0.31967744	0.25768099	0.40551757	0.65814341	0.34513245	0.37984594	0.40330872	0.24662553	0.44315697	0.36885167	0.43061454	0.25379767	0.43683979	0.3512927	0.60367942	0.47422271	0.25544253	0.50090094	0.21396933	0.39094556	0.30347891	0.39071843	0.35764155	0.47542193	0.25750179	0.31498865	0.30354077	0.37366157	0.45325455	0.36434861	0.31050981	0.34493405	0.37151798	0.28227673	0.35050442	0.37239802	0.321086	0.59002292	0.26403773	0.33244284	0.29188653	0.35858774	0.20321131	0.2629612	0.31749435	0.27852249	0.47261261	0.41696585	0.32303825	0.36033471	0.28079477	0.26907212	0.28696239	0.28244798	0.30963221	0.28458638	0.31320039	0.36157476	0.34395625	0.48249642	0.39750004	0.42603169	0.27901882	0.46063092	0.32673191	0.33647804	0.36886659	0.34968895	0.36339768	0.50129664	0.48640745	0.32556232	0.3068583	0.48219596
EM065.T3.441614	0.26626729	0.48638611	0.30976172	0.30552417	0.22057569	0.32458624	0.24831506	0.37398318	0.31640217	0.38428002	0.39975595	0.4607914	0.39637581	0.43558001	0.44049642	0.30816626	0.34383937	0.3327455	0.42346074	0.30198066	0.39307385	0.57982164	0.3767517	0.34540512	0.4394854	0.41369736	0.30791158	0.37593501	0.20425821	0.72409858	0.29193529	0.23705136	0.26609793	0.32382193	0.27095637	0.34715063	0.31466467	0.40820731	0.34433556	0.30107794	0.1186944	0.0	0.39846162	0.34873699	0.31985354	0.33026152	0.34138101	0.24496754	0.41766581	0.2990838	0.44158704	0.5611396	0.32383559	0.2798819	0.51976917	0.35231819	0.43147809	0.31877298	0.30881103	0.36827857	0.28397265	0.32190754	0.56889507	0.55051322	0.46481265	0.3572421	0.36795795	0.29448887	0.39583016	0.35287799	0.32525726	0.23186798	0.39931417	0.34826603	0.45555766	0.33311537	0.29709576	0.48289629	0.41953461	0.36777044	0.3277323	0.32356358	0.30588436	0.52387078	0.32018213	0.32470915	0.37457839	0.28509338	0.35741018	0.52180977	0.46121342	0.35936102	0.27868771	0.28898042	0.24554739	0.41392311	0.64646685	0.32029293	0.3650917	0.384689	0.25629591	0.43344639	0.31403597	0.40763784	0.26494311	0.40274287	0.32579308	0.60069798	0.45171177	0.28146183	0.5011212	0.17991539	0.37784992	0.26536705	0.38463687	0.33717893	0.45413645	0.23045495	0.28769705	0.29167851	0.34963907	0.44370095	0.31826829	0.29556705	0.31980785	0.35012102	0.24530129	0.32855292	0.36079394	0.31915122	0.57174884	0.23927401	0.29849258	0.26017541	0.3436968	0.18003969	0.24000674	0.29413491	0.24417695	0.45253399	0.38960099	0.28960805	0.33317071	0.24908445	0.26063428	0.25221707	0.25488636	0.27789273	0.27121426	0.28549973	0.35383314	0.33088315	0.4715318	0.3569353	0.41431763	0.26508124	0.4381101	0.30346729	0.31775772	0.33645635	0.35202223	0.32601244	0.49007866	0.47396999	0.32328696	0.29037708	0.46971248
EM066.441656	0.44058907	0.59083321	0.42535654	0.37987603	0.40365861	0.46638016	0.3934742	0.37252232	0.46686993	0.33908488	0.56509501	0.53063592	0.36423661	0.17838137	0.57093552	0.46017726	0.49712539	0.46605362	0.47635154	0.29636946	0.49194519	0.62623668	0.41890976	0.40398794	0.52075566	0.4924572	0.27645962	0.23637677	0.42281157	0.81552244	0.45616329	0.35730464	0.41271319	0.37980739	0.44769321	0.48657213	0.28596233	0.55869489	0.51847636	0.45124974	0.40287868	0.39846162	0.0	0.17803417	0.3359191	0.49742382	0.48594817	0.43799364	0.43845583	0.42182706	0.52306982	0.60958024	0.39596937	0.40304106	0.52174533	0.50996797	0.44525369	0.28393164	0.32849957	0.45771717	0.43958475	0.45665136	0.61147257	0.62354848	0.53544611	0.45615036	0.44551039	0.43500931	0.49956722	0.38558875	0.35349358	0.40539906	0.34412347	0.38468255	0.5483554	0.46711499	0.45250632	0.60775379	0.31960833	0.44065422	0.27150824	0.4719364	0.45972764	0.55959192	0.25310241	0.46224429	0.46072777	0.4355178	0.50136202	0.60137431	0.56634476	0.41529764	0.44665131	0.4633954	0.44469885	0.20108037	0.70271257	0.44349493	0.46487832	0.30678416	0.39962967	0.48964151	0.51253905	0.47011562	0.41056981	0.55750321	0.43729152	0.6933145	0.55903379	0.41941421	0.60072514	0.37357027	0.4202944	0.38855395	0.36021985	0.41433995	0.51244643	0.40753883	0.27108869	0.38466515	0.48223305	0.50987895	0.46412495	0.41792595	0.37652067	0.44117576	0.43965021	0.2728837	0.48146182	0.4848573	0.63551898	0.36397075	0.44861434	0.35781683	0.42473666	0.39636639	0.3833212	0.42959507	0.42248767	0.55178189	0.50970499	0.39032001	0.49485159	0.40013937	0.3558414	0.38453063	0.41786538	0.39384641	0.36959136	0.39917535	0.4414112	0.39162187	0.51335604	0.48225776	0.42884647	0.45300068	0.4916918	0.47277413	0.48277514	0.47359059	0.26822779	0.46903504	0.58281246	0.57748837	0.48937224	0.31011442	0.54622786
EM066.T3.441647	0.37718526	0.49214204	0.34544175	0.41462764	0.3368942	0.36656323	0.39407291	0.28850403	0.38180236	0.38911717	0.49194598	0.44389513	0.27799972	0.30505846	0.61699575	0.39992137	0.40469932	0.38670877	0.50743717	0.20820431	0.40373802	0.67691601	0.45526365	0.45097515	0.42383009	0.38847417	0.24452585	0.25889208	0.3300755	0.73300995	0.36096936	0.38885173	0.44462634	0.42231292	0.357237	0.39287136	0.21320832	0.46415106	0.41544977	0.36179035	0.36932127	0.34873699	0.17803417	0.0	0.35633109	0.53113773	0.53056372	0.34133361	0.3513222	0.40830511	0.43576451	0.53862217	0.44983606	0.37999321	0.42706414	0.42132118	0.50241872	0.24669271	0.27325606	0.35405402	0.35791286	0.38552385	0.52223522	0.67702243	0.57998332	0.40696763	0.42274676	0.36224364	0.42699433	0.31383826	0.27892625	0.32347465	0.38309016	0.3007631	0.47329947	0.37916964	0.37129925	0.51064508	0.24105314	0.35562587	0.26529095	0.43044391	0.37700773	0.48505607	0.21872284	0.37692926	0.49026164	0.37729345	0.40671275	0.51560734	0.47407127	0.35431351	0.35969728	0.38187235	0.37802918	0.2680829	0.63478476	0.36546292	0.38142523	0.33984595	0.44428452	0.53055652	0.42717434	0.50999503	0.45740992	0.49402636	0.46419793	0.62056033	0.46825428	0.40341594	0.49556273	0.33869792	0.47196917	0.30854004	0.41407928	0.42834952	0.56315434	0.3802517	0.23258826	0.41234608	0.51357072	0.543513	0.3903447	0.4505319	0.40558956	0.42160937	0.36710136	0.23966591	0.39180231	0.42034399	0.68667597	0.3873077	0.35339937	0.38590446	0.34552349	0.3461201	0.37112637	0.3521124	0.38502008	0.46084154	0.42718578	0.3044448	0.40444026	0.39094246	0.38597373	0.33772818	0.34017619	0.38834838	0.39873633	0.3488672	0.48562047	0.30196822	0.57482847	0.39988643	0.47295388	0.36721859	0.52858809	0.3878076	0.38526859	0.37228884	0.22257822	0.36848525	0.49938157	0.4903342	0.40864197	0.31279587	0.46142285
EM067.441615	0.32662057	0.54062799	0.26102018	0.19446251	0.30558021	0.32099526	0.25569396	0.4295068	0.32733975	0.2845461	0.48592067	0.46337952	0.44300773	0.40986479	0.46514996	0.43318704	0.37747873	0.34844884	0.31237182	0.34571546	0.33380793	0.45870342	0.254771	0.26739462	0.45978234	0.41681396	0.32956894	0.37229091	0.34084685	0.81808794	0.35774969	0.2279499	0.31345499	0.25138111	0.36981101	0.33597745	0.35520285	0.47350419	0.44394614	0.41066902	0.3350022	0.31985354	0.3359191	0.35633109	0.0	0.39027642	0.35920475	0.32543998	0.46225979	0.24023436	0.52465726	0.63270734	0.25845935	0.24764426	0.59345695	0.45888337	0.28959489	0.34129982	0.32762587	0.35660077	0.33765889	0.30364592	0.63777237	0.45640484	0.36298905	0.30176196	0.30373603	0.30058043	0.42506068	0.34899289	0.35848426	0.30699866	0.31975763	0.35960685	0.50510682	0.31679951	0.30706634	0.52660719	0.43649619	0.37182494	0.27519432	0.3653017	0.33521628	0.5766102	0.35795509	0.29194025	0.31060517	0.28910474	0.35142184	0.54325685	0.522513	0.41988636	0.32487691	0.3327195	0.34903379	0.39752701	0.72121687	0.35343063	0.42638278	0.3416766	0.30749679	0.44316309	0.41351955	0.29017996	0.29748371	0.48393763	0.28731312	0.6953198	0.41979765	0.38256509	0.55262208	0.26194193	0.25301782	0.25555075	0.27413789	0.25985141	0.33563593	0.27483641	0.30839247	0.21367979	0.35189177	0.39491021	0.36861885	0.28324081	0.20755435	0.28000972	0.31009935	0.33029914	0.36116398	0.39681256	0.47827442	0.21078199	0.3629994	0.21779609	0.35253764	0.27117917	0.28472028	0.38429631	0.29947993	0.49933091	0.41023391	0.32109389	0.40650229	0.25391845	0.26291688	0.30992415	0.356888	0.24180351	0.23666498	0.23472397	0.29187692	0.41430639	0.3545522	0.39394446	0.27698025	0.37929636	0.30592932	0.36817471	0.3828979	0.35484119	0.41478201	0.3224095	0.54797568	0.52100997	0.42670058	0.33531712	0.51893586
EM068.441712	0.40838945	0.66673435	0.4514191	0.34481159	0.37574443	0.47670272	0.32487434	0.54928616	0.48274235	0.42662106	0.59708751	0.60865512	0.58286033	0.49603857	0.2730882	0.4676994	0.49527621	0.46691804	0.42641926	0.47489044	0.54193919	0.4007028	0.43709432	0.39374594	0.59659642	0.57391948	0.46021466	0.50518425	0.38698251	0.92665168	0.45227509	0.304265	0.26553749	0.37409857	0.46329963	0.50741867	0.48399159	0.60709217	0.52850536	0.49455114	0.32709462	0.33026152	0.49742382	0.53113773	0.39027642	0.0	0.18309297	0.4025289	0.59143111	0.41172836	0.64748724	0.76229918	0.35698535	0.40339728	0.73238079	0.55033769	0.44195639	0.45107984	0.45652257	0.52333293	0.40736721	0.44812116	0.77765403	0.40588248	0.39968547	0.51018212	0.51161657	0.42650591	0.56471898	0.52137701	0.5175	0.41026592	0.35809577	0.54663847	0.6478368	0.48698851	0.44472096	0.64766371	0.60775297	0.51982668	0.41460824	0.44587318	0.4679479	0.70686202	0.50218997	0.48036347	0.28995181	0.37932232	0.51815844	0.69685313	0.65457314	0.51088502	0.39942079	0.42237168	0.42784089	0.47749177	0.83741365	0.47266913	0.5222574	0.32055816	0.23509095	0.37697593	0.49918251	0.30808034	0.21693181	0.52954047	0.30531078	0.80017836	0.61813923	0.38428547	0.67684248	0.32806889	0.39649632	0.41066109	0.36413859	0.41618627	0.30808549	0.32358495	0.43574801	0.32175133	0.25257677	0.27391423	0.45874603	0.23962549	0.39826839	0.46721614	0.34132339	0.45216984	0.49428594	0.45533218	0.40342312	0.32741681	0.45862716	0.30990369	0.47263826	0.34586087	0.3647452	0.47098927	0.34723523	0.58891145	0.51983417	0.43682597	0.48273603	0.31615661	0.32049534	0.39545109	0.42308756	0.35498689	0.29924846	0.41654425	0.33560732	0.48999053	0.37549668	0.48262278	0.33300047	0.42926612	0.34570112	0.45600993	0.47745198	0.51184797	0.54760665	0.4803777	0.70647356	0.67408011	0.48760844	0.4181376	0.65468562
EM069.441700	0.34514436	0.6438791	0.38321701	0.3077108	0.35865232	0.40456013	0.26507467	0.55681667	0.42663634	0.36613579	0.57208986	0.56059421	0.57813334	0.48619622	0.27852579	0.46030359	0.4584327	0.40387401	0.35352425	0.46499743	0.4843851	0.36502191	0.36330573	0.32459277	0.59100275	0.55207789	0.42222757	0.49276638	0.38706664	0.93126729	0.41524702	0.24988307	0.25060732	0.3042364	0.45957916	0.4437018	0.470946	0.6003047	0.52698819	0.49034299	0.34149217	0.34138101	0.48594817	0.53056372	0.35920475	0.18309297	0.0	0.38726693	0.55005114	0.33904339	0.62402343	0.76087775	0.28599354	0.33354209	0.73584844	0.54422426	0.36639292	0.43373287	0.43873442	0.4928724	0.36757612	0.38827947	0.77443214	0.37004207	0.3302001	0.45110683	0.44923378	0.3557771	0.55002873	0.49137444	0.49707669	0.39756729	0.30292748	0.50980212	0.64551959	0.41489746	0.37294415	0.61458952	0.575261	0.47257031	0.37268515	0.37777491	0.40406865	0.69707707	0.48706006	0.43222714	0.22563106	0.31861019	0.45492403	0.66675614	0.62609373	0.50601873	0.34762646	0.41489245	0.42785752	0.4704419	0.83559506	0.44408604	0.51353351	0.30832415	0.21583944	0.37069986	0.47017454	0.29159815	0.185541	0.52948246	0.22514201	0.80739319	0.5774964	0.35538324	0.68081897	0.31465714	0.32322223	0.36501318	0.32587962	0.36123856	0.2707708	0.26032166	0.38714544	0.2689424	0.18795618	0.24020098	0.47185972	0.19942546	0.35521498	0.39353775	0.34745712	0.41866045	0.41619527	0.43877015	0.37810847	0.27302228	0.43395659	0.26731744	0.44505917	0.31983884	0.35639125	0.47383104	0.3013123	0.59631578	0.47333602	0.4274319	0.44945548	0.27211258	0.27144759	0.35893556	0.43125433	0.27502148	0.25624891	0.35833126	0.29150537	0.49595602	0.29988159	0.45978403	0.3009042	0.41345271	0.28026079	0.41032634	0.45705025	0.48995558	0.53828876	0.42359847	0.67161997	0.67836794	0.47724795	0.41071277	0.61682085
EM070.441682	0.27787479	0.42521751	0.22901526	0.29011573	0.17159997	0.20159106	0.25846186	0.32587808	0.24439707	0.37867986	0.36886971	0.37341088	0.35471943	0.48771587	0.4769113	0.3204827	0.22705609	0.21303032	0.41503076	0.2834772	0.31656555	0.57324524	0.36018216	0.32191822	0.32710292	0.31266304	0.34374918	0.43412601	0.17874879	0.6963147	0.20272409	0.23179936	0.32928259	0.30661425	0.20341101	0.25143971	0.28435249	0.32108897	0.29742958	0.27586102	0.28108288	0.24496754	0.43799364	0.34133361	0.32543998	0.4025289	0.38726693	0.0	0.34646693	0.26094276	0.379006	0.49952336	0.35717477	0.28100616	0.48543967	0.24775723	0.42831869	0.35944602	0.32972073	0.26727855	0.23337255	0.26271374	0.49825093	0.57180458	0.47988327	0.35997292	0.38648567	0.22999975	0.30293784	0.29671439	0.29514322	0.20400424	0.41324703	0.29484245	0.37681876	0.26256759	0.2341409	0.37167435	0.38467575	0.26882582	0.3213354	0.32318036	0.25147102	0.46044082	0.29800823	0.26810833	0.34447197	0.24401072	0.30299556	0.44584941	0.39227472	0.31528206	0.19497293	0.2222783	0.20507443	0.47456063	0.61442897	0.26370145	0.29516292	0.40827672	0.33345655	0.47702233	0.24758891	0.42819654	0.32731657	0.36922303	0.31573112	0.53585672	0.39690805	0.34072019	0.41679172	0.22630397	0.38837166	0.20798211	0.39113765	0.33144569	0.45094087	0.22425895	0.29442027	0.29080651	0.35402287	0.41699497	0.24764189	0.29326971	0.32175985	0.3504371	0.22544961	0.34895888	0.2450194	0.2683601	0.58491564	0.25497689	0.21279612	0.25753313	0.2554593	0.23654287	0.24770174	0.24974429	0.21098063	0.36373555	0.29408471	0.21811031	0.24327785	0.25035159	0.27967554	0.25317603	0.2434121	0.25205887	0.2973522	0.26993285	0.43086592	0.26941497	0.4946213	0.24699212	0.43378801	0.24108036	0.42918046	0.20092753	0.19778062	0.24223733	0.32925945	0.22440428	0.43222276	0.40522353	0.27554846	0.29123404	0.39688034
EM071.441747	0.45668646	0.30811816	0.41426895	0.49097854	0.39913188	0.37239225	0.45975577	0.28659861	0.39846758	0.49152001	0.28405496	0.35250743	0.31530066	0.48832646	0.68967457	0.48740861	0.3498675	0.37981249	0.58487215	0.32107547	0.47232216	0.75895219	0.52516751	0.50991027	0.29769901	0.31539079	0.41096189	0.46115666	0.35637302	0.61148875	0.3039389	0.43186999	0.50526514	0.4889823	0.31959154	0.4105365	0.35934052	0.34889084	0.30339117	0.26108207	0.43246579	0.41766581	0.43845583	0.3513222	0.46225979	0.59143111	0.55005114	0.34646693	0.0	0.46448987	0.28333211	0.39376387	0.52163232	0.46675875	0.36799988	0.29489298	0.5835348	0.43390869	0.42540366	0.36341506	0.4196752	0.38622713	0.42148246	0.74635263	0.65946656	0.53229581	0.53935276	0.41452094	0.32356895	0.34548958	0.32711445	0.37123967	0.55492988	0.36991416	0.37090721	0.41791842	0.42835257	0.38391634	0.30083524	0.33164939	0.42731567	0.47007163	0.41516051	0.33652669	0.3284467	0.4295114	0.55266296	0.43055773	0.36933715	0.32146538	0.28494533	0.32956929	0.3876486	0.35850501	0.42416856	0.48222422	0.49177558	0.37384486	0.26499657	0.53066507	0.5017559	0.6044526	0.38288802	0.60196461	0.51777594	0.34210292	0.52695655	0.50655183	0.42449374	0.47695548	0.40238007	0.40799342	0.55178967	0.38622026	0.52652968	0.50219934	0.64847092	0.40984544	0.31973742	0.4876943	0.57537858	0.59647482	0.35715888	0.51230082	0.51280874	0.50953657	0.41454128	0.38916161	0.31134989	0.38185157	0.77094757	0.46505534	0.32988899	0.4485583	0.37300879	0.42477974	0.44346855	0.30665308	0.42167198	0.32594054	0.3127082	0.34958714	0.27726336	0.44030382	0.44318297	0.37202146	0.34390595	0.44215486	0.46208459	0.41305886	0.57978575	0.32875012	0.64802753	0.36304233	0.57692078	0.36858121	0.62292425	0.31249838	0.34318909	0.32129466	0.31421626	0.37913817	0.33868839	0.36853984	0.30765695	0.40080881	0.29350995
EM071.T3.441734	0.23035813	0.56314675	0.19694084	0.20761595	0.26344977	0.25450086	0.22923036	0.4465989	0.21731557	0.19415868	0.48751685	0.41049682	0.45586539	0.46656925	0.48634602	0.43657012	0.33270173	0.2688705	0.25394234	0.33056582	0.25164197	0.39661806	0.17456046	0.18709952	0.4580078	0.42131952	0.33923838	0.41620893	0.31970995	0.825728	0.31320687	0.24031686	0.35604187	0.19902405	0.36904683	0.22465705	0.33513061	0.48239159	0.44279676	0.4104959	0.31007894	0.2990838	0.42182706	0.40830511	0.24023436	0.41172836	0.33904339	0.26094276	0.46448987	0.0	0.52393184	0.63475246	0.18696099	0.14716964	0.61055431	0.43055403	0.24403377	0.34287174	0.32922343	0.35983135	0.26733587	0.25783378	0.64033849	0.38035728	0.29032593	0.21790492	0.22433089	0.18897131	0.42700748	0.36137573	0.37725178	0.3095907	0.30208995	0.36758401	0.49662768	0.20385699	0.1813073	0.45431785	0.47706793	0.33660372	0.27074328	0.27985782	0.23975186	0.59893468	0.37168381	0.27695523	0.25915393	0.23950038	0.29150234	0.57474189	0.52500474	0.41149932	0.26316291	0.33428856	0.32780257	0.45112315	0.73085057	0.34567275	0.40248578	0.36748652	0.31240749	0.48752123	0.34161381	0.32209528	0.29684529	0.46962939	0.26104398	0.6814812	0.40097871	0.32973633	0.56157562	0.25218003	0.19193496	0.26210457	0.28969731	0.17139303	0.29602957	0.22933723	0.30881583	0.25170207	0.28536191	0.36613847	0.37079459	0.28946575	0.23457683	0.18923102	0.27586861	0.333418	0.31105346	0.35753326	0.40435388	0.22493479	0.35099426	0.22628855	0.32946384	0.26094201	0.2903426	0.38496443	0.24764023	0.49334073	0.37640253	0.33315151	0.38712799	0.20560921	0.26235784	0.32512341	0.36434814	0.18779397	0.2493091	0.18273661	0.3096078	0.40258331	0.292158	0.38766004	0.31437333	0.39302198	0.28455752	0.31541671	0.34536704	0.37084769	0.40742689	0.27416076	0.5711974	0.55219089	0.41477812	0.34011948	0.5407538
EM072.441643	0.52269969	0.36991709	0.47084144	0.54681133	0.43767079	0.38176426	0.51973094	0.33094944	0.47378079	0.5953248	0.35085453	0.37159352	0.35935111	0.55322457	0.71535338	0.4820412	0.38965569	0.42592172	0.64721142	0.42232754	0.52111735	0.80582394	0.59089026	0.56445066	0.30167568	0.3744837	0.48392818	0.51492315	0.39516013	0.5900238	0.36376747	0.47190184	0.53009255	0.54246751	0.35017495	0.46852303	0.46616323	0.29198213	0.27404094	0.32558176	0.46394128	0.44158704	0.52306982	0.43576451	0.52465726	0.64748724	0.62402343	0.379006	0.28333211	0.52393184	0.0	0.24367308	0.59074239	0.5321998	0.32100285	0.30271103	0.65731871	0.52573416	0.49854743	0.40136105	0.43593489	0.42994214	0.40906733	0.81844246	0.72687617	0.60297936	0.61160659	0.46797365	0.30345188	0.39295103	0.38173192	0.40680758	0.62651945	0.40217503	0.33591248	0.48550395	0.48816944	0.36041875	0.39086089	0.37793306	0.52643024	0.53944414	0.49017568	0.26639536	0.37190285	0.47204977	0.60664749	0.48252026	0.4276007	0.33148315	0.31655876	0.39117868	0.42979793	0.40747888	0.46330585	0.56139781	0.46170975	0.41082783	0.3364592	0.60033598	0.57810559	0.64367563	0.42804785	0.65285862	0.58073215	0.36947215	0.5699361	0.42380682	0.43244263	0.53762569	0.3859402	0.46499707	0.62438248	0.41513833	0.60910757	0.57007301	0.69895265	0.48694431	0.44236841	0.53214473	0.61864827	0.64238709	0.40226251	0.55759315	0.57560317	0.57282824	0.46624305	0.44743998	0.358975	0.43653874	0.8422355	0.50336165	0.34571342	0.50623975	0.40013544	0.46061625	0.4882108	0.31619455	0.46449311	0.27076481	0.36984021	0.40536499	0.32686767	0.49712323	0.49225108	0.44242665	0.3745231	0.48046983	0.50272326	0.48236977	0.6286396	0.37078557	0.72175248	0.35500178	0.61177791	0.34696088	0.66747268	0.36099191	0.37650336	0.32962819	0.40103867	0.41082714	0.34734068	0.38691875	0.34546604	0.42215854	0.29756326
EM072.T3.441632	0.61758557	0.37042593	0.57079266	0.66251307	0.56555603	0.504048	0.63563908	0.4370999	0.53379729	0.67367978	0.42893003	0.46850412	0.44637399	0.64265357	0.8494014	0.59812052	0.50493275	0.54402096	0.75329256	0.51988082	0.61354137	0.93044946	0.69849916	0.68522376	0.3732374	0.45391528	0.58422678	0.60749475	0.50897039	0.55640704	0.49667549	0.6073517	0.66266999	0.64558945	0.46850049	0.55882943	0.55256199	0.39475455	0.40933464	0.43248774	0.56577018	0.5611396	0.60958024	0.53862217	0.63270734	0.76229918	0.76087775	0.49952336	0.39376387	0.63475246	0.24367308	0.0	0.68654697	0.63580634	0.36111111	0.41563769	0.75953861	0.60824894	0.60209367	0.51332671	0.57419921	0.54361484	0.37874913	0.92055856	0.83514103	0.68952022	0.70143643	0.58351871	0.41197528	0.47908077	0.48191374	0.52806312	0.72634815	0.49408623	0.36396342	0.58827717	0.5985872	0.37654971	0.49140441	0.45639522	0.61229004	0.62702096	0.58288834	0.31773234	0.48344739	0.58692231	0.72990985	0.59958834	0.5192972	0.31697399	0.32951716	0.43113796	0.55892899	0.5265203	0.57730161	0.63570915	0.41917985	0.52062409	0.42532766	0.70075416	0.67868789	0.75016189	0.53783469	0.76714464	0.69365405	0.44061935	0.70152754	0.32315376	0.54044973	0.62950423	0.39543794	0.57820429	0.72555754	0.54161475	0.70092987	0.67500239	0.82083391	0.61898819	0.55968099	0.65881969	0.74403467	0.76888253	0.51602017	0.69113879	0.68034333	0.67014896	0.58574885	0.5781255	0.47017968	0.54404392	0.9494688	0.63699265	0.47509638	0.62770779	0.48890814	0.57831655	0.6069488	0.43447165	0.59406675	0.38068491	0.46740485	0.51201539	0.44994379	0.61434819	0.60794126	0.57332467	0.49641294	0.61268079	0.62799636	0.59227137	0.73836806	0.48028879	0.8276667	0.48701384	0.73110305	0.49011148	0.78971332	0.48623121	0.49236304	0.43850801	0.49038681	0.51900928	0.37009412	0.39597823	0.45842516	0.54751302	0.34264818
