	B.2004.01.S1.405609	B.2004.02.S1.405533	B.2004.03.S1.405563	B.2004.04.S1.405549	B.2004.05.S1.405536	B.2004.06.S1.405567	B.2004.07.S1.405529	B.2004.08.S1.405610	B.2005.01.S1.405588	B.2005.02.S1.405604	B.2005.03.S1.405591	B.2005.04.S1.405545	B.2005.05.S1.405611	B.2005.06.S1.405537	B.2005.07.S1.405586	B.2005.08.S1.405559	B.2005.09.S1.405592	B.2005.10.S1.405573	B.2006.01.S1.405568	B.2006.02.S1.405606	B.2006.03.S1.405589	B.2006.04.S1.405572	B.2006.05.S1.405597	B.2006.06.S1.405542	B.2006.07.S1.405582	B.2006.08.S1.405615	B.2006.09.S1.405526	B.2008.01.S1.405595	B.2008.02.S1.405555	B.2008.03.S1.405528	B.2008.04.S1.405565	B.2008.05.S1.405541	B.2008.06.S1.405543	B.2008.07.S1.405599	B.2008.08.S1.405550	B.2008.09.S1.405553	B.2008.10.S1.405544	B.2009.01.S1.405540	B.2009.02.S1.405570	B.2009.03.S1.405564	B.2009.04.S1.405531	B.2009.05.S1.405596	B.2009.06.S1.405554	B.2009.07.S1.405524	B.2009.08.S1.405578	B.2009.09.S1.405547	B.2009.10.S1.405585	B.2011.01.S1.405525	B.2011.02.S1.405575	B.2011.03.S1.405538	B.2011.04.S1.405598	B.2011.05.S1.405539	B.2011.06.S1.405532	B.2011.07.S1.405534	B.2011.08.S1.405530	B.2011.09.S1.405577	B.2011.10.S1.405602	B.2012.01.S1.405593	B.2012.02.S1.405552	B.2012.03.S1.405546	B.2012.04.S1.405562	B.2012.05.S1.405616	B.2012.06.S1.405601	B.2012.07.S1.405580	B.2012.08.S1.405556	B.2012.09.S1.405527	B.2012.10.S1.405569	B.2016.01.S1.405584	B.2016.02.S1.405600	B.2016.03.S1.405618	B.2016.04.S1.405579	B.2016.05.S1.405583	B.2016.06.S1.405581	B.2016.07.S1.405551	B.2016.08.S1.405590	B.2019.01.S1.405535	B.2019.02.S1.405607	B.2019.03.S1.405560	B.2019.04.S1.405614	B.2019.05.S1.405612	B.2019.06.S1.405608	B.2019.07.S1.405558	B.2019.08.S1.405613	B.2019.09.S1.405605	B.2019.10.S1.405561	B.2020.01.S1.405576	B.2020.02.S1.405548	B.2020.03.S1.405571	B.2020.04.S1.405587	B.2020.05.S1.405574	B.2020.06.S1.405557	B.2020.07.S1.405566	B.2020.08.S1.405603	B.2020.09.S1.405594	B.2020.10.S1.405617
B.2009.06.S1.405554	0.65712494	0.49932647	0.45826406	0.49084424	0.46026664	0.5046133	0.38549915	0.45996031	0.11220046	0.14906763	0.16965454	0.22713868	0.14576987	0.36358272	0.17332671	0.27091166	0.26903819	0.20520046	0.13929089	0.48950108	0.43385745	0.55139798	0.53034467	0.58280162	0.65273375	0.65022764	0.59709563	0.2082313	0.45076048	0.4905321	0.48919364	0.34900279	0.41289046	0.41194181	0.27151664	0.54204255	0.65573665	0.16735568	0.29386116	0.21670511	0.15302862	0.18313053	0.0	0.07894042	0.15720479	0.19607959	0.07785789	0.38272486	0.54470176	0.50742925	0.58891484	0.34024557	0.66507803	0.59551134	0.6034374	0.51921636	0.59885133	0.23630813	0.38419299	0.31230661	0.34736691	0.42215859	0.39591652	0.39467845	0.63734191	0.61636093	0.52181813	0.25057488	0.25765578	0.33444866	0.32317897	0.3926706	0.4039959	0.36416532	0.36701936	0.26862301	0.19358294	0.17178739	0.24717445	0.33828972	0.41142106	0.48583292	0.53109354	0.39669889	0.38040585	0.38228321	0.1700305	0.2456636	0.24807726	0.40752225	0.29807164	0.13737686	0.15215249	0.1794525	0.31247189
B.2009.07.S1.405524	0.6328907	0.46045393	0.4117936	0.4533634	0.41815522	0.45861016	0.34380933	0.41725851	0.1067811	0.13848609	0.13387494	0.19595196	0.11792537	0.3373247	0.15552079	0.23681138	0.24929471	0.17913496	0.11547623	0.45977568	0.40445193	0.52342838	0.50084985	0.55756574	0.62957931	0.62616652	0.57230721	0.17765338	0.41988238	0.46120092	0.45906166	0.32520411	0.38354384	0.38088849	0.25138872	0.51203213	0.63159135	0.20654224	0.31879614	0.24931113	0.1862517	0.21930463	0.07894042	0.0	0.13020791	0.17760139	0.09941519	0.34944218	0.51497466	0.47575185	0.55793196	0.30854945	0.63303847	0.5650562	0.56956502	0.48659512	0.56581521	0.20816583	0.35216013	0.28455149	0.31933383	0.39871129	0.37014676	0.36272809	0.61635323	0.59401141	0.50407997	0.21533556	0.21179584	0.29797752	0.28568883	0.35631366	0.36408424	0.32283522	0.32191636	0.25126839	0.16775336	0.14971005	0.22382047	0.31385482	0.3879253	0.46269246	0.50708484	0.37434563	0.35501919	0.35258165	0.20294046	0.21820228	0.21426478	0.37457355	0.26405942	0.14187002	0.16292483	0.15689742	0.27848269
B.2009.08.S1.405578	0.58119489	0.41737978	0.36383165	0.41657305	0.38689247	0.43283591	0.31121386	0.3880848	0.15230121	0.13715354	0.17316029	0.22681327	0.15013048	0.30411675	0.19850678	0.26822467	0.24409304	0.17703959	0.17063468	0.43962935	0.4149219	0.46202507	0.44994858	0.52113581	0.56069474	0.57593763	0.53087438	0.24511665	0.44219525	0.42808801	0.42467783	0.33377012	0.37462653	0.36960082	0.24860885	0.46131558	0.57604388	0.23135915	0.34836245	0.27915468	0.24156865	0.251179	0.15720479	0.13020791	0.0	0.20881376	0.18335774	0.33965025	0.48228137	0.45655816	0.52559425	0.3106449	0.59504976	0.53396391	0.53969949	0.44360539	0.53435062	0.18340976	0.29231096	0.23764692	0.29095764	0.3603581	0.30521393	0.29704802	0.56132836	0.52806936	0.45301736	0.24833461	0.21882993	0.23960281	0.24935982	0.32500915	0.33763237	0.29632997	0.28870173	0.2866551	0.23010633	0.186276	0.2406981	0.29295961	0.34581273	0.41297009	0.45436249	0.34349152	0.3385826	0.36743978	0.25068101	0.25413917	0.22114191	0.36090702	0.28239981	0.18257697	0.18865376	0.22645353	0.24109328
B.2009.09.S1.405547	0.59237293	0.43177518	0.38866507	0.43053965	0.39833485	0.43916041	0.32559116	0.39375564	0.23049387	0.19412986	0.17462067	0.17266101	0.17273172	0.31886511	0.1375291	0.22452901	0.21748332	0.16878059	0.18306788	0.42212535	0.3827309	0.48318795	0.46442216	0.52796713	0.58437698	0.57587561	0.54262386	0.24460733	0.45790759	0.43241559	0.42702235	0.29670556	0.34901429	0.3433818	0.22422353	0.48347174	0.59770234	0.30620459	0.40226077	0.3249862	0.29506229	0.296037	0.19607959	0.17760139	0.20881376	0.0	0.21538594	0.29917117	0.46739251	0.44656076	0.53111049	0.26857926	0.5854753	0.53274687	0.53437461	0.45579607	0.53475528	0.19669576	0.33341424	0.26131348	0.2808339	0.36009436	0.32601539	0.32471578	0.56728868	0.5458521	0.46547708	0.27941961	0.23250823	0.27926327	0.2911508	0.36470027	0.39933969	0.35077997	0.33482547	0.20709732	0.15358445	0.15089434	0.19452358	0.26666455	0.32329015	0.41286019	0.45936137	0.3270317	0.3110881	0.3353114	0.27912685	0.19595349	0.19970857	0.34478316	0.25168749	0.23953681	0.2205068	0.15088791	0.25213466
B.2009.10.S1.405585	0.69721575	0.52725662	0.48418607	0.52207795	0.48593679	0.52677951	0.41068662	0.4871063	0.13251607	0.17145316	0.18892017	0.25442031	0.17932442	0.40819041	0.20352022	0.30468167	0.29801646	0.22490891	0.14517452	0.50732465	0.45074146	0.57871017	0.55318866	0.60400403	0.68230338	0.67478215	0.6204911	0.22665509	0.47469949	0.52926487	0.52692063	0.38284054	0.45177915	0.44916304	0.30041447	0.5792149	0.68635424	0.14578397	0.25047267	0.18723418	0.14997941	0.15772078	0.07785789	0.09941519	0.18335774	0.21538594	0.0	0.42255037	0.58216293	0.54727484	0.62749917	0.37816606	0.70300708	0.63457489	0.64150927	0.55309785	0.63681354	0.27378282	0.42266996	0.3486811	0.38758962	0.45963202	0.43258081	0.4291022	0.66701464	0.65603146	0.55906758	0.26753355	0.28131415	0.35084685	0.3498356	0.42058801	0.42361541	0.39073397	0.38933771	0.29582108	0.21642957	0.1794202	0.2799561	0.36795477	0.44324317	0.51662151	0.55962029	0.43238276	0.41431498	0.41391966	0.17607559	0.27377165	0.27838763	0.43905938	0.32857371	0.17126765	0.16858576	0.19468863	0.34559232
B.2011.01.S1.405525	0.46565362	0.30129619	0.24178452	0.29994448	0.26815288	0.29359178	0.24013043	0.24869111	0.37467806	0.32494417	0.33444358	0.25911106	0.30913761	0.24093784	0.30541855	0.21904826	0.23661245	0.31802432	0.36677277	0.32246286	0.28039815	0.3454925	0.32375173	0.3897194	0.44478441	0.4431338	0.41150331	0.36946292	0.359596	0.32117042	0.29370988	0.23909137	0.26390514	0.24063767	0.29485538	0.36649887	0.48581791	0.48448646	0.60388864	0.53005883	0.47009302	0.50105833	0.38272486	0.34944218	0.33965025	0.29917117	0.42255037	0.0	0.24939116	0.22628291	0.30812856	0.16455151	0.37021325	0.32976574	0.33294154	0.24703628	0.32191627	0.28833533	0.27102405	0.26560023	0.22825875	0.26215789	0.24492102	0.23075723	0.44476465	0.42742823	0.36836479	0.3526439	0.2851852	0.26959696	0.27909817	0.28536022	0.31371222	0.2995577	0.27875112	0.23678123	0.33922414	0.34102351	0.25674697	0.22596244	0.21846078	0.3033539	0.34931594	0.22410515	0.21292527	0.27675465	0.4504036	0.28351174	0.29555472	0.26161579	0.21926972	0.38639214	0.39758947	0.32522102	0.22427307
B.2011.02.S1.405575	0.3635366	0.27947409	0.28150938	0.25613002	0.31761538	0.25145982	0.37006729	0.29322409	0.5381996	0.48120641	0.48345874	0.41054478	0.46492025	0.2623936	0.46108717	0.35528988	0.38143385	0.45584098	0.53310813	0.31703838	0.30215921	0.2696987	0.27912369	0.30001686	0.35391381	0.34689456	0.31637447	0.51788484	0.4226285	0.33801956	0.31841448	0.36826847	0.34865794	0.32893195	0.44195302	0.33567893	0.43309689	0.64407986	0.76268056	0.68888355	0.63020616	0.66375367	0.54470176	0.51497466	0.48228137	0.46739251	0.58216293	0.24939116	0.0	0.13689543	0.20842094	0.29949999	0.21654447	0.18671626	0.19980096	0.14846396	0.18177325	0.43869565	0.38468297	0.39811703	0.34884303	0.30641749	0.32167418	0.34060251	0.31501345	0.31550197	0.34773321	0.50908822	0.4487538	0.39911002	0.41375351	0.41649376	0.4375966	0.42523602	0.4050865	0.38844861	0.50154746	0.50657469	0.42225093	0.37718002	0.28483914	0.26297338	0.2786879	0.30444387	0.30420875	0.32163257	0.5972986	0.43214592	0.45092442	0.31639847	0.34440456	0.53963434	0.55153141	0.47516574	0.37623165
B.2011.03.S1.405538	0.39513119	0.28041708	0.26173293	0.24629273	0.28830085	0.25481029	0.33877488	0.27041744	0.50115143	0.44798238	0.44752779	0.37455669	0.42780508	0.26645995	0.42129864	0.32693211	0.34443092	0.44005495	0.49765714	0.31237115	0.29472878	0.29175011	0.29069504	0.31694513	0.38325316	0.38716615	0.33577444	0.48692195	0.39079991	0.31150429	0.29897703	0.33256198	0.32402877	0.3006623	0.42306323	0.33159706	0.43431488	0.62093115	0.73912055	0.66691822	0.60489887	0.63609384	0.50742925	0.47575185	0.45655816	0.44656076	0.54727484	0.22628291	0.13689543	0.0	0.17243453	0.2626713	0.23866414	0.17883637	0.19839697	0.11488227	0.1877196	0.40313958	0.36465264	0.38072032	0.33611826	0.2946726	0.31622263	0.33118416	0.36978442	0.35241736	0.3515506	0.47991583	0.42139457	0.36923575	0.386752	0.39300859	0.40944791	0.39133831	0.37015659	0.34722022	0.46867169	0.46997372	0.38009848	0.34339637	0.28261295	0.26151159	0.28935631	0.28372488	0.2773368	0.3036414	0.56733805	0.39209135	0.41816445	0.2848434	0.30929815	0.50877969	0.52147708	0.43485923	0.34135832
B.2011.04.S1.405598	0.39750992	0.33935291	0.34344472	0.31867744	0.35025878	0.31934462	0.39765039	0.35219511	0.58397088	0.53234437	0.53566646	0.4682377	0.51760347	0.37346366	0.51206863	0.42613676	0.44850995	0.52440244	0.57821149	0.41444664	0.40647321	0.35769952	0.37467833	0.38510022	0.41438863	0.42984586	0.40039247	0.5606701	0.45919604	0.3721153	0.35938324	0.41635277	0.39929658	0.38652791	0.50399188	0.34830219	0.41247611	0.691794	0.8133849	0.74008245	0.6821834	0.71083103	0.58891484	0.55793196	0.52559425	0.53111049	0.62749917	0.30812856	0.20842094	0.17243453	0.0	0.34595925	0.22562985	0.19812562	0.2144742	0.17975526	0.20725441	0.49188045	0.44138485	0.46491115	0.42372913	0.38945389	0.41257916	0.39125439	0.40308839	0.38775075	0.40096439	0.55302022	0.4959813	0.4367249	0.45538415	0.4495639	0.45724924	0.46403774	0.43753766	0.45165011	0.55725346	0.55230435	0.46349691	0.43577824	0.39295344	0.35299606	0.34872228	0.39278529	0.38897085	0.41027065	0.64843288	0.48031112	0.49783206	0.39546475	0.41595642	0.5872023	0.59914955	0.52268068	0.42348075
B.2011.05.S1.405539	0.51507013	0.35528856	0.28035245	0.34460081	0.31160147	0.35362725	0.26959632	0.30052358	0.33248501	0.29182256	0.28414597	0.21305649	0.26140144	0.24354813	0.2567296	0.17673957	0.21258374	0.23555517	0.327051	0.33081843	0.3228626	0.39093361	0.36698792	0.45580679	0.49601558	0.51713821	0.47717012	0.32055819	0.37505029	0.33191319	0.31663319	0.22039732	0.23740475	0.21966278	0.22441439	0.38028928	0.509983	0.42169375	0.53574967	0.46441792	0.42516215	0.43404528	0.34024557	0.30854945	0.3106449	0.26857926	0.37816606	0.16455151	0.29949999	0.2626713	0.34595925	0.0	0.41457998	0.36424833	0.37542073	0.26030463	0.36905612	0.27376462	0.26423434	0.2335689	0.22130412	0.28426502	0.24191087	0.2414949	0.49007804	0.4633014	0.40320468	0.30221589	0.24272383	0.27481331	0.2733572	0.31305823	0.32161705	0.32125349	0.29021901	0.2033921	0.29614217	0.29922262	0.21575156	0.20135779	0.26826567	0.35487617	0.40270167	0.26910554	0.25436388	0.24736546	0.36068355	0.22977271	0.21894563	0.21652052	0.19561213	0.30792117	0.3157853	0.26891583	0.17851868
B.2011.06.S1.405532	0.32072659	0.33142046	0.36247861	0.31339379	0.40011239	0.31651339	0.45912324	0.37375022	0.65575857	0.60149936	0.59942461	0.52389495	0.57906244	0.38625399	0.57314998	0.47832789	0.49255972	0.58811639	0.65203054	0.39403477	0.40655364	0.31859541	0.35875532	0.31828171	0.27571494	0.30207141	0.32948094	0.63604655	0.53945573	0.44280611	0.42244777	0.48440048	0.45592957	0.43738332	0.56130623	0.41914936	0.40035914	0.76344715	0.88570347	0.81134596	0.75317551	0.78272256	0.66507803	0.63303847	0.59504976	0.5854753	0.70300708	0.37021325	0.21654447	0.23866414	0.22562985	0.41457998	0.0	0.12783429	0.11854573	0.22589089	0.1230238	0.55218554	0.48705318	0.51518298	0.47031	0.43114748	0.43610101	0.43026904	0.28463144	0.32929676	0.4614489	0.62430145	0.56629499	0.50927583	0.51731554	0.51742657	0.53329669	0.53534637	0.51138503	0.49682206	0.61557463	0.61784864	0.5298309	0.48683635	0.38844959	0.32067223	0.29224241	0.40912722	0.40990934	0.4349754	0.71217935	0.54450361	0.55928099	0.42195136	0.46247453	0.65287955	0.66543034	0.59005551	0.4846741
B.2011.07.S1.405534	0.3088244	0.27744489	0.30920318	0.2538486	0.34207108	0.25469976	0.39976661	0.32074145	0.58881222	0.53767219	0.53797918	0.45645306	0.51226405	0.32025676	0.50158663	0.41809568	0.42151431	0.5287684	0.58552907	0.32885518	0.33273077	0.25947852	0.29471095	0.26110666	0.27867941	0.29817358	0.27287779	0.57072744	0.4755554	0.38416652	0.369495	0.41780433	0.4037213	0.38364811	0.50880798	0.36274443	0.37755145	0.70168348	0.82279978	0.75086939	0.69246914	0.71956693	0.59551134	0.5650562	0.53396391	0.53274687	0.63457489	0.32976574	0.18671626	0.17883637	0.19812562	0.36424833	0.12783429	0.0	0.07110032	0.18657402	0.06905541	0.48071257	0.43779023	0.46454885	0.41643593	0.37844585	0.38290904	0.38109961	0.27033657	0.29923767	0.41423195	0.55970074	0.50419358	0.4495735	0.45156967	0.45874588	0.47545278	0.46352748	0.4388539	0.43372071	0.55675488	0.55164905	0.45804865	0.42294492	0.33681674	0.26697486	0.25367704	0.35427175	0.34308603	0.37197851	0.6535186	0.47170694	0.49284252	0.35910315	0.39768506	0.59307348	0.60827289	0.52766268	0.42343931
B.2011.08.S1.405530	0.29865196	0.27705213	0.31604678	0.26241698	0.35382186	0.25757104	0.40244395	0.32264061	0.59552622	0.54486161	0.54612574	0.47206886	0.52360349	0.33793996	0.51699261	0.42740778	0.43818643	0.53576886	0.59337289	0.35224946	0.35426417	0.28006622	0.31635465	0.2813157	0.28739411	0.31065936	0.29772293	0.57965816	0.48228244	0.3936341	0.37210576	0.42620969	0.41152712	0.38821639	0.5168099	0.37171671	0.37765891	0.7066285	0.8282631	0.75573461	0.69708896	0.72597657	0.6034374	0.56956502	0.53969949	0.53437461	0.64150927	0.33294154	0.19980096	0.19839697	0.2144742	0.37542073	0.11854573	0.07110032	0.0	0.20034928	0.06837041	0.50184629	0.44948269	0.46881191	0.43154305	0.38443603	0.39890412	0.38674843	0.27253775	0.30296551	0.41934777	0.56467646	0.50908638	0.45911342	0.45551671	0.46512664	0.48109254	0.47220138	0.45299762	0.44254953	0.56370318	0.55988071	0.47495967	0.43109182	0.34773588	0.27599312	0.25535336	0.35659331	0.35105549	0.39652991	0.66499754	0.49491426	0.51328052	0.37756703	0.40879904	0.60568624	0.61607569	0.53991986	0.43390577
B.2011.09.S1.405577	0.40947102	0.30278705	0.26238806	0.27287376	0.32091184	0.2774819	0.35947499	0.30473837	0.5097943	0.45283101	0.45678658	0.39401582	0.44321705	0.28366706	0.44162581	0.34054382	0.36332523	0.42182658	0.50258891	0.30856778	0.31323999	0.2664709	0.26606937	0.32808	0.36968101	0.3901518	0.35062255	0.48707404	0.39127068	0.2911248	0.27723098	0.33901785	0.31067212	0.29471855	0.4139623	0.29695241	0.40122517	0.6010964	0.71773408	0.64516701	0.6016893	0.61605961	0.51921636	0.48659512	0.44360539	0.45579607	0.55309785	0.24703628	0.14846396	0.11488227	0.17975526	0.26030463	0.22589089	0.18657402	0.20034928	0.0	0.18697899	0.41617541	0.35650175	0.37332335	0.34107513	0.30591157	0.31143476	0.32133675	0.36223081	0.33552757	0.33059777	0.46689474	0.41378332	0.37472874	0.39586211	0.38687976	0.39754884	0.3985158	0.38179276	0.36559859	0.48372042	0.47959523	0.39218225	0.34073046	0.29842684	0.28412146	0.31399128	0.30317869	0.29797833	0.33135883	0.5494194	0.40724504	0.40221966	0.28084765	0.32007292	0.49120176	0.50298615	0.44413392	0.32631427
B.2011.10.S1.405602	0.30619111	0.2698376	0.30936499	0.25604743	0.34128911	0.25675983	0.40008544	0.31739782	0.59108837	0.5340881	0.53460721	0.46605545	0.51897172	0.32433273	0.51638246	0.41615721	0.43495796	0.52476825	0.58754812	0.35809315	0.34456212	0.26409273	0.30535608	0.26244481	0.28356858	0.30451301	0.2894151	0.57392231	0.47676281	0.38832327	0.37001835	0.4222598	0.40748263	0.38725342	0.50921697	0.36659488	0.37807602	0.70287875	0.82308681	0.75083498	0.69323015	0.7213392	0.59885133	0.56581521	0.53435062	0.53475528	0.63681354	0.32191627	0.18177325	0.1877196	0.20725441	0.36905612	0.1230238	0.06905541	0.06837041	0.18697899	0.0	0.49118046	0.44321428	0.45909138	0.42323866	0.37496394	0.39052063	0.38088052	0.2668089	0.29680438	0.41017182	0.55583667	0.50455307	0.45086739	0.45495454	0.46170421	0.47404243	0.46750423	0.44455083	0.44196714	0.56365143	0.55756536	0.4709614	0.42995043	0.34995719	0.28122803	0.26248755	0.36087262	0.3544172	0.3857358	0.65798971	0.48997165	0.50632021	0.373196	0.39857349	0.59765887	0.60888932	0.53152959	0.42689956
B.2012.01.S1.405593	0.54498125	0.38546616	0.34621267	0.37662415	0.34460307	0.39860689	0.27100892	0.34584916	0.20924717	0.17084168	0.17212383	0.16821751	0.155591	0.26824923	0.16710278	0.21547255	0.1827221	0.18959007	0.22652784	0.41112269	0.36631008	0.43297901	0.41891228	0.48056837	0.5428927	0.53562533	0.48743008	0.22486591	0.38274817	0.37331401	0.37271337	0.25582578	0.31868657	0.30747932	0.20603329	0.41480852	0.53718908	0.34179945	0.45741921	0.38846768	0.33335627	0.36059712	0.23630813	0.20816583	0.18340976	0.19669576	0.27378282	0.28833533	0.43869565	0.40313958	0.49188045	0.27376462	0.55218554	0.48071257	0.50184629	0.41617541	0.49118046	0.0	0.2178917	0.16059632	0.188005	0.25971796	0.23094659	0.23337088	0.48561786	0.46733748	0.38932964	0.23018563	0.20155459	0.19833591	0.17968854	0.27526211	0.30836491	0.22492893	0.20561939	0.23481496	0.20189207	0.19152984	0.18168978	0.26134013	0.29548853	0.36590033	0.42356337	0.29257374	0.28207406	0.28751892	0.31029915	0.18271697	0.18757553	0.31044576	0.22557697	0.24725475	0.25977012	0.18744693	0.20463516
B.2012.02.S1.405552	0.50604511	0.35311692	0.29406427	0.34875975	0.32000671	0.36194973	0.2889593	0.30825074	0.36434847	0.31891478	0.31566981	0.28044659	0.2980038	0.24089109	0.3159834	0.25678177	0.2706705	0.30495049	0.3805829	0.38490321	0.35814234	0.39053737	0.38606012	0.45795483	0.49619932	0.50946359	0.46512796	0.31360725	0.28380875	0.24647593	0.23867357	0.1909885	0.18364849	0.19951684	0.23470071	0.28002384	0.41167824	0.46209839	0.58183597	0.5099046	0.47450167	0.48284384	0.38419299	0.35216013	0.29231096	0.33341424	0.42266996	0.27102405	0.38468297	0.36465264	0.44138485	0.26423434	0.48705318	0.43779023	0.44948269	0.35650175	0.44321428	0.2178917	0.0	0.11829652	0.1232757	0.14254356	0.12619109	0.12657476	0.32373286	0.28780604	0.23600906	0.32287647	0.27941311	0.25954295	0.18797396	0.17364851	0.17235547	0.21394627	0.22065677	0.2797471	0.33926653	0.33983638	0.27158022	0.27991811	0.27874619	0.34373687	0.38930113	0.2766003	0.27310894	0.29573708	0.42925221	0.30188503	0.29140229	0.2810224	0.25988405	0.36413277	0.37900216	0.32818053	0.24505784
B.2012.03.S1.405546	0.53845321	0.37977448	0.31934363	0.37535497	0.34366563	0.38591427	0.27383002	0.33756618	0.29424601	0.24082988	0.23550593	0.20597749	0.22323348	0.25053221	0.24498	0.19489569	0.19902684	0.21442407	0.3054895	0.39436823	0.36890084	0.40715335	0.39283012	0.47624195	0.51982392	0.53905545	0.49339978	0.24399169	0.32229535	0.28493619	0.27993465	0.20071032	0.22273371	0.21504786	0.15206603	0.3340216	0.4653291	0.38546755	0.50839921	0.43725662	0.39895525	0.40744144	0.31230661	0.28455149	0.23764692	0.26131348	0.3486811	0.26560023	0.39811703	0.38072032	0.46491115	0.2335689	0.51518298	0.46454885	0.46881191	0.37332335	0.45909138	0.16059632	0.11829652	0.0	0.0994038	0.19416282	0.15019997	0.14698476	0.39945396	0.36247054	0.29758218	0.25400151	0.24256187	0.23752709	0.1688642	0.22010913	0.22500911	0.21230605	0.20590723	0.23696092	0.27291363	0.27402998	0.22503222	0.24808125	0.29474177	0.37673097	0.42082627	0.2922976	0.28640752	0.29515144	0.35501063	0.23704601	0.22003609	0.28285832	0.21829825	0.28916957	0.30154912	0.25712577	0.18153428
B.2012.04.S1.405562	0.50166811	0.34591106	0.28922519	0.34042371	0.30941773	0.34756823	0.2643228	0.29699374	0.33385055	0.27717036	0.27699803	0.21258411	0.25720088	0.20259105	0.25677096	0.18326961	0.20384108	0.24843037	0.34017778	0.36647857	0.3281484	0.37795133	0.3698176	0.43320099	0.48501188	0.48765239	0.44159164	0.28317803	0.32357989	0.28135937	0.26985235	0.17676004	0.21943873	0.2025554	0.20587415	0.31556814	0.44582926	0.44463457	0.56156847	0.49326358	0.42483155	0.46201766	0.34736691	0.31933383	0.29095764	0.2808339	0.38758962	0.22825875	0.34884303	0.33611826	0.42372913	0.22130412	0.47031	0.41643593	0.43154305	0.34107513	0.42323866	0.188005	0.1232757	0.0994038	0.0	0.15916136	0.12189839	0.12316402	0.34596488	0.33999416	0.26656678	0.30330141	0.27972373	0.25214761	0.19462748	0.22724907	0.24072579	0.23907227	0.22120227	0.22788402	0.30237905	0.30692576	0.22876568	0.25698215	0.24994503	0.32933913	0.37738991	0.2540353	0.25234348	0.25245336	0.40093833	0.23940977	0.25511361	0.26041668	0.19666693	0.34078305	0.35281154	0.27882873	0.1974903
B.2012.05.S1.405616	0.44399901	0.28845954	0.26605287	0.28223271	0.28673143	0.29559843	0.30104802	0.27083614	0.40912417	0.35217758	0.34947781	0.28505169	0.34558094	0.20688321	0.3369698	0.25279203	0.26568376	0.33324417	0.41360996	0.33364717	0.27950052	0.33852739	0.33285598	0.37678991	0.44141016	0.44261651	0.39115148	0.35768319	0.26941561	0.23563543	0.21696711	0.1804639	0.17365141	0.16856496	0.28611233	0.26309938	0.37779762	0.52349181	0.64324549	0.57379954	0.51758901	0.54299944	0.42215859	0.39871129	0.3603581	0.36009436	0.45963202	0.26215789	0.30641749	0.2946726	0.38945389	0.28426502	0.43114748	0.37844585	0.38443603	0.30591157	0.37496394	0.25971796	0.14254356	0.19416282	0.15916136	0.0	0.13938279	0.14516426	0.26867832	0.2495527	0.21567314	0.39569479	0.33916511	0.27951301	0.22076558	0.21556203	0.23933369	0.23281889	0.24269663	0.2796772	0.38630413	0.37955562	0.29242468	0.27435825	0.24040221	0.27816649	0.32402397	0.24215746	0.23250428	0.26629346	0.49242401	0.31282519	0.35424357	0.26212114	0.25683161	0.42934419	0.44168486	0.36493345	0.27517584
B.2012.06.S1.405601	0.4416675	0.29133469	0.23759148	0.2897544	0.2606657	0.30280402	0.27345001	0.25207535	0.37737822	0.32438731	0.32273122	0.246215	0.31208993	0.1753175	0.30526687	0.21867278	0.22134469	0.2790509	0.38668495	0.31385918	0.29051097	0.32002496	0.31359281	0.3890174	0.42528385	0.44108622	0.39617955	0.36304394	0.3494103	0.29031898	0.27325554	0.19657257	0.22699614	0.19489703	0.25489696	0.32342233	0.44167801	0.4692881	0.59239198	0.52031457	0.48157342	0.49001317	0.39591652	0.37014676	0.30521393	0.32601539	0.43258081	0.24492102	0.32167418	0.31622263	0.41257916	0.24191087	0.43610101	0.38290904	0.39890412	0.31143476	0.39052063	0.23094659	0.12619109	0.15019997	0.12189839	0.13938279	0.0	0.09075037	0.31082867	0.27734957	0.28691373	0.34803396	0.29415808	0.25508542	0.22500745	0.25558044	0.26625162	0.27102556	0.25005764	0.24201143	0.35472224	0.34948247	0.25861675	0.24015502	0.21542472	0.27838294	0.32522576	0.21221683	0.21618813	0.23680531	0.44647432	0.27678394	0.29381384	0.22582483	0.22162314	0.38217254	0.39142779	0.33804366	0.22667671
B.2012.07.S1.405580	0.43149239	0.27710924	0.23788491	0.27557451	0.25112137	0.29613995	0.24724478	0.2437929	0.36442525	0.3284511	0.31865527	0.25378619	0.31195476	0.20705631	0.31283428	0.22323105	0.2452773	0.28995681	0.38614668	0.34331735	0.30843854	0.34614603	0.34220432	0.40832495	0.4303295	0.45517213	0.41733576	0.35180311	0.33886949	0.28396629	0.26283617	0.19577732	0.22277947	0.19311014	0.25533275	0.30631772	0.41099002	0.47367483	0.58618251	0.5213181	0.48106651	0.49544848	0.39467845	0.36272809	0.29704802	0.32471578	0.4291022	0.23075723	0.34060251	0.33118416	0.39125439	0.2414949	0.43026904	0.38109961	0.38674843	0.32133675	0.38088052	0.23337088	0.12657476	0.14698476	0.12316402	0.14516426	0.09075037	0.0	0.31402112	0.28403212	0.27767326	0.34270065	0.27622397	0.22633705	0.18973518	0.21406363	0.22405449	0.23157735	0.20742017	0.24742728	0.35364517	0.3385861	0.25498124	0.22687013	0.22409031	0.28409581	0.31202699	0.22358196	0.22225692	0.2759066	0.45106485	0.28452711	0.30549689	0.26690244	0.23621211	0.38376233	0.39527516	0.33641843	0.22912886
